db,category_4,mean,sd,n,se,ci_lower,ci_upper
GDELT,Chinese outbound visit,0.3986106968198719,0.8425138417075263,121,0.07659216742795694,0.2484900486610763,0.5487313449786675
GDELT,Partner inbound visit,0.36942233425060966,0.9305130642422832,159,0.0737944861128792,0.22478514146936643,0.5140595270318529
GDELT,Remote talk,0.2297639711734903,0.6669161847023237,18,0.15719365222869106,-0.07833558719474415,0.5378635295417247
GDELT,Third-party meeting,0.16795617056653056,0.7844404921918599,134,0.06776533729520491,0.035136109467928944,0.3007762316651322
ICEWS,Chinese outbound visit,0.5015641048814465,1.1753614859274102,100,0.11753614859274102,0.27119325363967417,0.7319349561232189
ICEWS,Partner inbound visit,0.45871254371208386,1.413419344673092,129,0.12444463430355931,0.21480106047710762,0.70262402694706
ICEWS,Remote talk,0.7537092725522849,1.4535387462461085,10,0.45964931054432234,-0.1472033761145869,1.6546219212191566
ICEWS,Third-party meeting,0.23260690668621734,1.0626309021695166,108,0.10225170623613088,0.03219356246340083,0.43302025090903384
