db,spec,trade,h,Est,SE,pv,cum,n
ICEWS,IW-Import,Trade_Exports,3,0.000251313343097195,0.00374553085394677,0.946504597071828,0.0204689177423515,6606
ICEWS,IW-Import,Trade_Exports,4,0.00131533191559375,0.00356164016856079,0.711900316841469,0.0204689177423515,6581
ICEWS,IW-Import,Trade_Exports,5,0.00272149238636382,0.00412280224916104,0.509184892659695,0.0204689177423515,6556
ICEWS,IW-Import,Trade_Exports,6,0.00288515049120992,0.00392505308618391,0.462302803264391,0.0204689177423515,6531
ICEWS,IW-Import,Trade_Imports,0,-0.00642272041577565,0.0106953241489995,0.548161956237427,-0.0291379117889386,6681
ICEWS,IW-Import,Trade_Imports,1,-0.00752727896094247,0.010489851019057,0.473017958967907,-0.0291379117889386,6656
ICEWS,IW-Import,Trade_Imports,2,-0.00550324815966132,0.00968645420387526,0.569940885327402,-0.0291379117889386,6631
ICEWS,IW-Import,Trade_Imports,3,-0.00373656936199252,0.00913249963687879,0.682429011598259,-0.0291379117889386,6606
ICEWS,IW-Import,Trade_Imports,4,-0.00225368739654574,0.00939583335555194,0.810438559398528,-0.0291379117889386,6581
ICEWS,IW-Import,Trade_Imports,5,-0.00156555588530005,0.00984111327068176,0.873603316538718,-0.0291379117889386,6556
ICEWS,IW-Import,Trade_Imports,6,-0.00212885160872081,0.00901230985668671,0.813265079767725,-0.0291379117889386,6531
