db,rho,cum_ar,cum_d3
GDELT,0.354410143357366,,0.0459686456286101
ICEWS,0.337247083676169,,0.00177177585741175
Phoenix,0.470540088669575,,-0.00392496916102363
Tsinghua,0.209077641694227,,-0.0202985938340323
