country,year,indicator_type,favorable,unfavorable,n_sample,source,wave,gdelt_mean,gdelt_std,gdelt_n_months,icews_mean,icews_std,icews_n_months,phoenix_mean,phoenix_std,phoenix_n_months,tsinghua_mean,tsinghua_std,tsinghua_n_months,polling_z,polling_z_by_source
Canada,2005,好感度%（四级题，1-2档）,58.8,27.0,429.0,Pew Research Center,Pew_2005_22国,1.6306648377998465,1.6492493573405982,12.0,1.4273044497123901,1.7413706257060986,12.0,2.5123557900062568,1.1431400283945987,12.0,,,,1.1192322343683545,1.1192322343683545
Canada,2009,好感度%（四级题，1-2档）,54.5,36.3,681.0,Pew Research Center,Pew_2009春_25国,1.563764310758436,0.9132987663535631,12.0,2.0217435274323114,1.5965347802901735,12.0,1.2261922168161068,2.448119249921265,12.0,,,,0.8341233705099013,0.8341233705099013
Canada,2013,好感度%（四级题，1-2档）,42.8,45.1,616.0,Pew Research Center,Pew_2013_39国,1.2183466604050788,0.7367457902011244,12.0,0.9955026788395974,2.6333699439620992,12.0,2.301693483524222,2.2151856108324317,12.0,,,,0.05836204326713243,0.05836204326713243
Canada,2016,好感度%（四级题，1-2档）,45.3,43.4,905.0,Pew Research Center,Pew_2016_19国,1.1718252865141714,0.6603582043330762,12.0,2.383741758808849,1.6669215864336893,12.0,0.47528980863605935,2.431751267015189,12.0,,,,0.22412301062669837,0.22412301062669837
Canada,2017,好感度%（四级题，1-2档）,45.7,41.7,893.0,Pew Research Center,Pew_2017_38国,1.3383965038508185,0.377276649223558,12.0,2.455558572993796,1.4651141419476514,12.0,-0.9330650611750686,3.5841076573326087,12.0,,,,0.2506447654042293,0.2506447654042293
Canada,2018,好感度%（四级题，1-2档）,44.5,45.9,955.0,Pew Research Center,Pew_2018_27国,0.817759107234616,1.0682273045501869,12.0,0.2424441334665898,1.675471001961143,12.0,0.07770254884125682,2.639835218273377,12.0,,,,0.17107950107163747,0.17107950107163747
Canada,2019,好感度%（四级题，1-2档）,27.8,68.1,963.0,Pew Research Center,Pew_2019_34国,-1.1103268199054035,0.58995745814546,12.0,-2.6439602076099855,1.7621466721670318,12.0,-1.160223726692893,0.8523482529862284,3.0,,,,-0.936203760890263,-0.936203760890263
Canada,2020,好感度%（四级题，1-2档）,20.9,75.6,1001.0,Pew Research Center,Pew_2020夏_14国,-0.5342256563953401,0.8116137922366251,12.0,-1.3665074549014398,1.963517559224892,12.0,,,,,,,-1.3937040308026654,-1.3937040308026654
France,2005,好感度%（四级题，1-2档）,57.9,41.7,748.0,Pew Research Center,Pew_2005_22国,0.8093888275040014,1.2262267189993945,12.0,1.8222104817856277,0.9939238715175727,12.0,2.575237141249696,2.0877127497922534,12.0,6.258333333333333,0.0996204919895623,12.0,1.059558286118911,1.059558286118911
France,2006,好感度%（四级题，1-2档）,66.4,32.9,899.0,Pew Research Center,Pew_2006_15国,2.038294352133177,0.8561061430353984,12.0,1.911962668708595,0.588616875287966,12.0,2.6461694731857297,1.3987518770655434,12.0,6.4750000000000005,0.08660254037844348,12.0,1.6231455751414356,1.6231455751414356
France,2008,好感度%（四级题，1-2档）,28.8,71.2,754.0,Pew Research Center,Pew_2008_24国,0.9618686817794826,1.1450771449128323,12.0,1.2459650384620042,0.7272748893012253,12.0,1.7682566920533376,2.011287869964591,12.0,6.291666666666667,0.3232177237864551,12.0,-0.8698993739464367,-0.8698993739464367
France,2009,好感度%（四级题，1-2档）,40.2,59.6,752.0,Pew Research Center,Pew_2009春_25国,1.145043724413219,0.9536820774626722,12.0,1.287769178378883,0.7578511912056962,12.0,1.1174628816986407,2.0751894383800407,12.0,5.675,0.045226701686664934,12.0,-0.11402936278681579,-0.11402936278681579
France,2010,好感度%（四级题，1-2档）,39.4,60.5,751.0,Pew Research Center,Pew_2010_22国,1.3881041266056826,0.7432143999007229,12.0,2.2564339911940423,1.3785150601132032,12.0,2.4794971080387675,1.2807139319665526,12.0,5.791666666666667,0.06685579234215264,12.0,-0.16707287234187718,-0.16707287234187718
France,2011,好感度%（四级题，1-2档）,51.2,48.7,1003.0,Pew Research Center,Pew_2011_23国,1.154104747549975,0.6922642445499185,12.0,1.5475481544669751,1.0896724691044855,12.0,1.7688837939791526,1.5326077316384812,12.0,5.933333333333334,0.049236596391733126,12.0,0.6153188935952745,0.6153188935952745
France,2012,好感度%（四级题，1-2档）,38.2,61.8,1004.0,Pew Research Center,Pew_2012_21国,1.6495428026713468,0.844070245487968,12.0,1.0265331038086132,1.2472831411196939,12.0,2.425616231641087,1.6045469195659783,12.0,6.0,0.0,12.0,-0.24663813667446854,-0.24663813667446854
France,2013,好感度%（四级题，1-2档）,42.2,57.7,1003.0,Pew Research Center,Pew_2013_39国,2.0807204833201047,0.7641834096585176,12.0,2.3598522644792133,1.0773115586656508,12.0,1.1198117021203366,3.189095960392921,12.0,6.1499999999999995,0.09045340337332919,12.0,0.018579411100836975,0.018579411100836975
France,2014,好感度%（四级题，1-2档）,44.9,54.9,1001.0,Pew Research Center,Pew_2014_44国,2.2068576271437883,0.6874239907235614,12.0,2.795785025950343,1.7120775038971576,12.0,1.8191026257976342,1.0626973750537265,12.0,6.408333333333334,0.09003366373785236,12.0,0.19760125584916793,0.19760125584916793
France,2016,好感度%（四级题，1-2档）,33.5,60.3,937.0,Pew Research Center,Pew_2016_19国,1.0832558175208584,0.6773326141954861,12.0,2.06844021161826,1.5347685706243999,12.0,1.3789453581432511,2.52208193177712,12.0,6.7749999999999995,0.045226701686664865,12.0,-0.5582687553104527,-0.5582687553104527
France,2017,好感度%（四级题，1-2档）,40.8,55.2,960.0,Pew Research Center,Pew_2017_38国,1.8730563652766763,0.8594095274334539,12.0,1.8786117413113927,2.1695676963865607,12.0,-0.10990788468932022,2.2153863235678415,12.0,6.8,0.0,12.0,-0.07424673062052034,-0.07424673062052034
France,2018,好感度%（四级题，1-2档）,40.8,54.5,956.0,Pew Research Center,Pew_2018_27国,2.154437120267747,0.6079575983165586,12.0,2.0142295890387847,1.107513829947874,12.0,0.5258007847143411,3.3424599451051407,12.0,6.900000000000001,0.0,12.0,-0.07424673062052034,-0.07424673062052034
France,2019,好感度%（四级题，1-2档）,32.6,64.1,993.0,Pew Research Center,Pew_2019_34国,1.8198568048066157,0.44969313261582816,12.0,1.7278728292379846,1.1976381608402675,12.0,0.7684446822080959,4.65698656093343,3.0,6.833333333333333,0.06513389472789297,12.0,-0.6179427035598964,-0.6179427035598964
France,2020,好感度%（四级题，1-2档）,23.2,73.4,1015.0,Pew Research Center,Pew_2020夏_14国,1.182860756941422,0.8687548074260508,12.0,1.3105927715646133,1.5365873891321087,12.0,,,,6.608333333333333,0.19286515936521478,12.0,-1.2412039408318645,-1.2412039408318645
Germany,2005,好感度%（四级题，1-2档）,46.5,40.1,650.0,Pew Research Center,Pew_2005_22国,0.8567244368892751,1.735946615147319,12.0,1.6871531105027129,1.3681473128095545,12.0,1.0713112323868712,3.619629503531807,12.0,5.683333333333334,0.07177405625652722,12.0,0.30368827495929024,0.30368827495929024
Germany,2006,好感度%（四级题，1-2档）,57.6,28.9,781.0,Pew Research Center,Pew_2006_15国,2.394829147936823,0.826270735780332,12.0,2.3020202418700313,0.47241744704698,12.0,1.202373681279145,1.5713999040287785,12.0,5.8999999999999995,0.08528028654224387,12.0,1.0396669700357632,1.0396669700357632
Germany,2008,好感度%（四级题，1-2档）,22.0,72.7,710.0,Pew Research Center,Pew_2008_24国,1.7872528222233182,0.9450375788041886,12.0,1.5082893148584695,0.9699612716336863,12.0,2.3520497634074817,1.9845388057517426,12.0,5.758333333333334,0.09003366373785193,12.0,-1.3207692051644562,-1.3207692051644562
Germany,2009,好感度%（四级题，1-2档）,29.6,63.5,699.0,Pew Research Center,Pew_2009春_25国,1.5023712060768066,0.8119281944304876,12.0,2.024165811645749,1.785374546280217,12.0,1.9322006810962444,3.1644760058669013,12.0,5.95,0.05222329678670899,12.0,-0.8168558643913756,-0.8168558643913756
Germany,2010,好感度%（四级题，1-2档）,29.3,63.9,699.0,Pew Research Center,Pew_2010_22国,1.799488740245341,0.7802570492379233,12.0,2.396194019980935,1.054265989139966,12.0,1.1113863525755432,2.312940848368442,12.0,6.041666666666667,0.12401124093721451,12.0,-0.8367471804745235,-0.8367471804745235
Germany,2011,好感度%（四级题，1-2档）,30.9,62.7,937.0,Pew Research Center,Pew_2011_23国,1.1794414904140071,0.6014548013594583,12.0,1.3410692258129309,1.2985084915306477,12.0,1.9549360085722596,1.484430494572984,12.0,6.258333333333333,0.051492865054443525,12.0,-0.7306601613644015,-0.7306601613644015
Germany,2012,好感度%（四级题，1-2档）,30.1,65.7,958.0,Pew Research Center,Pew_2012_21国,1.6595811781347036,0.9013590403695101,12.0,1.7620753424260707,1.484417146082993,12.0,0.04224710757835837,3.4088273374199227,12.0,6.341666666666666,0.051492865054443934,12.0,-0.7837036709194624,-0.7837036709194624
Germany,2013,好感度%（四级题，1-2档）,26.8,67.1,963.0,Pew Research Center,Pew_2013_39国,1.9774007601460288,1.1520615507703,12.0,2.521212472517403,1.4825906376622562,12.0,0.5469677960033833,3.7327320003384266,12.0,6.466666666666666,0.04923659639173298,12.0,-1.0025081478340894,-1.0025081478340894
Germany,2014,好感度%（四级题，1-2档）,29.2,65.0,942.0,Pew Research Center,Pew_2014_44国,2.01424004421856,0.6540991597867876,12.0,2.367641351836896,1.634834718208607,12.0,1.802714486493097,2.7693730785312636,12.0,6.691666666666666,0.09962049198956224,12.0,-0.8433776191689062,-0.8433776191689062
Germany,2016,好感度%（四级题，1-2档）,28.7,60.8,895.0,Pew Research Center,Pew_2016_19国,1.356983446219349,0.7086116589081982,12.0,2.6636595460237094,1.2710461961571646,12.0,1.3571998494108206,2.8001951836188717,12.0,6.858333333333333,0.05149286505444421,12.0,-0.8765298126408194,-0.8765298126408194
Germany,2017,好感度%（四级题，1-2档）,33.2,54.6,880.0,Pew Research Center,Pew_2017_38国,1.6159730530267493,0.8136311817610826,12.0,1.5316591479067236,2.034905237051545,12.0,0.5538311365520904,2.2557326185324102,12.0,6.95,0.06741998624632421,12.0,-0.5781600713936005,-0.5781600713936005
Germany,2018,好感度%（四级题，1-2档）,39.4,54.4,939.0,Pew Research Center,Pew_2018_27国,2.1724240614706076,0.5512310431752682,12.0,2.7564550649309303,1.4169405631468823,12.0,1.6236040977007058,2.6041238451276314,12.0,6.866666666666667,0.04923659639173304,12.0,-0.16707287234187718,-0.16707287234187718
Germany,2019,好感度%（四级题，1-2档）,32.0,59.4,1840.0,Pew Research Center,Pew_2019_34国,1.7222729175472251,0.758253268344967,12.0,1.5633052033914028,1.519713009709745,12.0,4.099999999999998,1.9519221295943108,3.0,6.808333333333334,0.09962049198956237,12.0,-0.6577253357261923,-0.6577253357261923
Germany,2020,好感度%（四级题，1-2档）,24.5,71.4,974.0,Pew Research Center,Pew_2020夏_14国,1.1383278543358366,0.5291299406351242,12.0,0.7765902934381087,1.3159434370216478,12.0,,,,6.658333333333334,0.051492865054443934,12.0,-1.1550082378048903,-1.1550082378048903
United Kingdom,2008,好感度%（四级题，1-2档）,46.9,35.7,622.0,Pew Research Center,Pew_2008_24国,0.3106520622979667,1.0833520800071652,12.0,1.1423728904963069,1.196779555780427,12.0,0.8725558923309622,2.731076098553727,12.0,5.341666666666666,0.05149286505444418,12.0,0.3302100297368207,0.3302100297368207
United Kingdom,2009,好感度%（四级题，1-2档）,52.1,29.6,616.0,Pew Research Center,Pew_2009春_25国,0.7984125956320755,0.9889968645157761,12.0,1.3662529550990907,0.8021540777481251,12.0,1.084097156317209,2.543108553860357,12.0,5.583333333333333,0.057735026918962366,12.0,0.6749928418447181,0.6749928418447181
India,2005,好感度%（四级题，1-2档）,56.5,20.8,1578.0,Pew Research Center,Pew_2005_22国,2.50226955736046,1.1767686999118059,12.0,2.7217741232105275,0.7104033331362478,12.0,2.552611483349359,1.0726981222812115,12.0,4.341666666666667,0.3287948609787881,12.0,0.9667321443975541,0.9667321443975541
India,2006,好感度%（四级题，1-2档）,47.5,39.6,1768.0,Pew Research Center,Pew_2006_15国,2.024334271468787,1.1639480261148258,12.0,2.244693750216801,0.5849927638349812,12.0,2.1108860528244984,2.0020375759516464,12.0,4.6499999999999995,0.11677484162422876,12.0,0.36999266190311664,0.36999266190311664
India,2008,好感度%（四级题，1-2档）,45.1,44.8,1849.0,Pew Research Center,Pew_2008_24国,0.5807294632924894,0.9297880214261952,12.0,1.5350742409359104,0.8054890215344793,12.0,2.289739510495392,1.289758165129356,12.0,5.1,0.0,12.0,0.2108621332379334,0.2108621332379334
India,2009,好感度%（四级题，1-2档）,45.9,39.5,1741.0,Pew Research Center,Pew_2009春_25国,0.2115947794521166,0.9301379362494228,12.0,0.9290938056466237,0.856878270715771,12.0,0.8136501245598987,1.6789901538543734,12.0,5.041666666666667,0.11645001528813145,12.0,0.26390564279299433,0.26390564279299433
India,2010,好感度%（四级题，1-2档）,30.6,50.0,1818.0,Pew Research Center,Pew_2010_22国,0.9943315772304837,1.062246528947759,12.0,1.2239769635518012,1.1252619338888104,12.0,1.486111181068667,1.9013574059837972,12.0,4.933333333333334,0.09847319278346599,12.0,-0.7505514774475491,-0.7505514774475491
India,2011,好感度%（四级题，1-2档）,30.5,40.5,2861.0,Pew Research Center,Pew_2011_23国,0.47328134457132637,0.5922610439442508,12.0,0.4045128754391487,1.5316923849677162,12.0,1.462859001946393,1.3714373886982814,12.0,5.041666666666667,0.09003366373785149,12.0,-0.7571819161419319,-0.7571819161419319
India,2012,好感度%（四级题，1-2档）,26.7,37.6,2582.0,Pew Research Center,Pew_2012_21国,0.47209949735869666,0.8211199074367059,12.0,0.939992055948013,1.1612044850190775,12.0,1.32409822384909,1.4053559459218545,12.0,5.0,0.0,12.0,-1.009138586528472,-1.009138586528472
India,2014,好感度%（四级题，1-2档）,30.8,41.8,1788.0,Pew Research Center,Pew_2014_44国,0.5860158433171537,0.7380647185277032,12.0,1.2788065328332705,1.0467722724948336,12.0,1.4249114659248423,1.5587850278201074,12.0,5.325,0.13568010505999353,12.0,-0.7372906000587839,-0.7372906000587839
India,2016,好感度%（四级题，1-2档）,34.0,39.3,1806.0,Pew Research Center,Pew_2016_19国,0.16596524193415174,0.7912526209738194,12.0,0.4662363912334717,0.9476701205040968,12.0,1.075790639756255,2.1184713131578956,12.0,5.791666666666667,0.09962049198956231,12.0,-0.5251165618385396,-0.5251165618385396
India,2017,好感度%（四级题，1-2档）,29.1,44.9,1825.0,Pew Research Center,Pew_2017_38国,-0.13477924044357126,0.5560785392278484,12.0,0.25045782414910694,1.215709302341969,12.0,-0.04440355201425968,2.222881972150678,12.0,4.133333333333334,1.178082674466774,12.0,-0.8500080578632887,-0.8500080578632887
India,2018,好感度%（四级题，1-2档）,13.2,38.9,1313.0,Pew Research Center,Pew_2018_27国,0.4823965743426088,0.5201967898553709,12.0,1.4111696067685109,1.09452931024364,12.0,1.4429239838133823,1.4303490081042045,12.0,3.0500000000000003,0.1381698559415518,12.0,-1.9042478102701283,-1.9042478102701283
India,2019,好感度%（四级题，1-2档）,22.9,48.1,1759.0,Pew Research Center,Pew_2019_34国,0.11090102595025024,0.7877632056336265,12.0,0.6456965414091443,1.2895934063687964,12.0,1.3418168186182058,3.157574977438177,3.0,3.283333333333333,0.03892494720807597,12.0,-1.2610952569150125,-1.2610952569150125
Indonesia,2005,好感度%（四级题，1-2档）,72.3,25.2,997.0,Pew Research Center,Pew_2005_22国,1.9255619200129903,0.9711253726672492,12.0,2.25544310038488,1.2785165164020864,12.0,2.4925910589316325,2.4660099617997386,12.0,3.475,0.42022721126898616,12.0,2.0143414581100108,2.0143414581100108
Indonesia,2006,好感度%（四级题，1-2档）,64.0,30.8,969.0,Pew Research Center,Pew_2006_15国,2.295174642318416,1.2740026888305196,12.0,2.131519287971944,1.2175893443599521,12.0,3.4515932196783368,1.7000155234460714,12.0,3.5583333333333336,0.05149286505444379,12.0,1.464015046476252,1.464015046476252
Indonesia,2008,好感度%（四级题，1-2档）,59.1,32.9,920.0,Pew Research Center,Pew_2008_24国,1.928279835441862,1.340606750508645,12.0,1.7481460420297459,1.6233250415131268,12.0,2.467501171811846,3.0529710909971803,12.0,3.7999999999999994,0.0,12.0,1.1391235504515027,1.1391235504515027
Indonesia,2009,好感度%（四级题，1-2档）,59.2,32.6,918.0,Pew Research Center,Pew_2009春_25国,1.6834156664275157,1.0474955949247546,12.0,2.8034587144184786,1.510432278319603,12.0,1.0549982870399217,3.4573338703438656,12.0,3.7416666666666667,0.05149286505444357,12.0,1.1457539891458854,1.1457539891458854
Indonesia,2010,好感度%（四级题，1-2档）,58.5,35.3,938.0,Pew Research Center,Pew_2010_22国,2.0022521623684955,1.0591983750444525,12.0,1.677594167326445,1.0849433619757565,12.0,2.3633176500701336,1.8258853790927692,12.0,3.875,0.11381803659589936,12.0,1.0993409182852067,1.0993409182852067
Indonesia,2011,好感度%（四级题，1-2档）,66.8,27.8,946.0,Pew Research Center,Pew_2011_23国,2.028343454793911,0.7310055932766076,12.0,1.3596492007460512,1.1716045158947106,12.0,2.4162912035905673,1.5005750560561268,12.0,4.283333333333334,0.1749458790771036,12.0,1.6496673299189657,1.6496673299189657
Indonesia,2013,好感度%（四级题，1-2档）,70.0,24.5,945.0,Pew Research Center,Pew_2013_39国,1.0757442760530742,0.7883113642438332,12.0,1.1477394749046517,1.345407203437182,12.0,2.8387571897980557,2.7723245372284318,12.0,4.783333333333333,0.13371158468430422,12.0,1.8618413681392103,1.8618413681392103
Indonesia,2014,好感度%（四级题，1-2档）,66.4,25.9,923.0,Pew Research Center,Pew_2014_44国,1.038487550538064,0.7758542473765921,12.0,1.5655203744401878,0.8807016689758985,12.0,2.5663957517413007,1.5585273678750442,12.0,5.0,0.0,12.0,1.6231455751414356,1.6231455751414356
Indonesia,2017,好感度%（四级题，1-2档）,59.5,33.5,930.0,Pew Research Center,Pew_2017_38国,0.653463995494577,0.7087143548507009,12.0,0.9142031049716115,2.531434233541951,12.0,1.3106567596140886,3.239553811948444,12.0,5.0,0.0,12.0,1.1656453052290332,1.1656453052290332
Indonesia,2018,好感度%（四级题，1-2档）,55.0,31.6,951.0,Pew Research Center,Pew_2018_27国,1.0056675750295325,0.6789527953379314,12.0,1.5787964495086841,2.1431202600691384,12.0,-0.2776645369091642,4.866783933238507,12.0,5.066666666666666,0.04923659639173298,12.0,0.8672755639818145,0.8672755639818145
Indonesia,2019,好感度%（四级题，1-2档）,38.2,34.7,883.0,Pew Research Center,Pew_2019_34国,1.067754688278237,0.664889880169057,12.0,1.1095103916994666,1.9111754602501239,12.0,1.7763568394002505e-15,0.0,3.0,4.633333333333333,0.8445906306213284,12.0,-0.24663813667446854,-0.24663813667446854
Italy,2012,好感度%（四级题，1-2档）,31.4,62.9,1013.0,Pew Research Center,Pew_2012_21国,0.8979185097214822,1.2652059978766865,12.0,1.05117534661024,1.7321448532600847,12.0,-1.050628127249493,5.121748961446788,12.0,,,,-0.6975079678924883,-0.6975079678924883
Italy,2013,好感度%（四级题，1-2档）,30.0,62.4,1022.0,Pew Research Center,Pew_2013_39国,0.6786697111872546,0.5696118236196045,12.0,2.2774107894358244,2.3624817325365344,12.0,1.7317106799668796,3.5316753087727815,12.0,,,,-0.7903341096138451,-0.7903341096138451
Italy,2014,好感度%（四级题，1-2档）,26.1,70.6,967.0,Pew Research Center,Pew_2014_44国,1.2003727069090218,1.023252333990383,12.0,2.2290446977213856,2.9311551535945015,12.0,4.024039424961445,1.5923403936267115,12.0,,,,-1.0489212186947678,-1.0489212186947678
Italy,2016,好感度%（四级题，1-2档）,31.2,62.1,948.0,Pew Research Center,Pew_2016_19国,1.4504883347570867,0.6589299178433928,12.0,2.24525576227729,1.3922670369680599,12.0,0.9394741358672553,0.7756121087447436,12.0,,,,-0.7107688452812535,-0.7107688452812535
Italy,2017,好感度%（四级题，1-2档）,29.2,61.8,823.0,Pew Research Center,Pew_2017_38国,1.1922453838241387,0.5571156143052711,12.0,1.93924443023053,1.2811419403731454,12.0,-2.133207717255238,4.19768351216279,12.0,,,,-0.8433776191689062,-0.8433776191689062
Italy,2018,好感度%（四级题，1-2档）,30.1,60.0,940.0,Pew Research Center,Pew_2018_27国,1.1911362648011223,0.41530890955990907,12.0,2.0882733196444714,1.11649312029491,12.0,-4.212553397934049,5.7168750186457435,12.0,,,,-0.7837036709194624,-0.7837036709194624
