Country,YearMonth,Score
Australia,1950-01,-3.0
Australia,1950-02,-3.0
Australia,1950-03,-3.0
Australia,1950-04,-3.0
Australia,1950-05,-3.0
Australia,1950-06,-3.0
Australia,1950-07,-3.0
Australia,1950-08,-3.0
Australia,1950-09,-3.2
Australia,1950-10,-3.2
Australia,1950-11,-3.2
Australia,1950-12,-3.2
Australia,1951-01,-3.2
Australia,1951-02,-3.2
Australia,1951-03,-3.2
Australia,1951-04,-3.2
Australia,1951-05,-3.2
Australia,1951-06,-3.2
Australia,1951-07,-3.2
Australia,1951-08,-3.3
Australia,1951-09,-3.3
Australia,1951-10,-3.3
Australia,1951-11,-3.3
Australia,1951-12,-3.3
Australia,1952-01,-3.3
Australia,1952-02,-3.3
Australia,1952-03,-3.3
Australia,1952-04,-3.3
Australia,1952-05,-3.3
Australia,1952-06,-3.3
Australia,1952-07,-3.3
Australia,1952-08,-3.3
Australia,1952-09,-3.3
Australia,1952-10,-3.3
Australia,1952-11,-3.3
Australia,1952-12,-3.3
Australia,1953-01,-3.3
Australia,1953-02,-3.3
Australia,1953-03,-3.3
Australia,1953-04,-3.3
Australia,1953-05,-3.3
Australia,1953-06,-3.3
Australia,1953-07,-3.3
Australia,1953-08,-3.3
Australia,1953-09,-3.3
Australia,1953-10,-3.3
Australia,1953-11,-3.3
Australia,1953-12,-3.3
Australia,1954-01,-3.3
Australia,1954-02,-3.3
Australia,1954-03,-3.3
Australia,1954-04,-3.3
Australia,1954-05,-3.3
Australia,1954-06,-3.2
Australia,1954-07,-3.2
Australia,1954-08,-3.2
Australia,1954-09,-3.4
Australia,1954-10,-3.4
Australia,1954-11,-3.4
Australia,1954-12,-3.4
Australia,1955-01,-3.4
Australia,1955-02,-3.4
Australia,1955-03,-3.4
Australia,1955-04,-3.4
Australia,1955-05,-3.4
Australia,1955-06,-3.4
Australia,1955-07,-3.4
Australia,1955-08,-3.4
Australia,1955-09,-3.4
Australia,1955-10,-3.4
Australia,1955-11,-3.4
Australia,1955-12,-3.4
Australia,1956-01,-3.4
Australia,1956-02,-3.4
Australia,1956-03,-3.4
Australia,1956-04,-3.4
Australia,1956-05,-3.4
Australia,1956-06,-3.4
Australia,1956-07,-3.4
Australia,1956-08,-3.4
Australia,1956-09,-3.4
Australia,1956-10,-3.4
Australia,1956-11,-3.4
Australia,1956-12,-3.4
Australia,1957-01,-3.4
Australia,1957-02,-3.4
Australia,1957-03,-3.4
Australia,1957-04,-3.4
Australia,1957-05,-3.4
Australia,1957-06,-3.4
Australia,1957-07,-3.4
Australia,1957-08,-3.4
Australia,1957-09,-3.4
Australia,1957-10,-3.4
Australia,1957-11,-3.4
Australia,1957-12,-3.4
Australia,1958-01,-3.4
Australia,1958-02,-3.4
Australia,1958-03,-3.4
Australia,1958-04,-3.4
Australia,1958-05,-3.4
Australia,1958-06,-3.4
Australia,1958-07,-3.4
Australia,1958-08,-3.4
Australia,1958-09,-3.4
Australia,1958-10,-3.4
Australia,1958-11,-3.4
Australia,1958-12,-3.4
Australia,1959-01,-3.4
Australia,1959-02,-3.4
Australia,1959-03,-3.4
Australia,1959-04,-3.4
Australia,1959-05,-3.4
Australia,1959-06,-3.4
Australia,1959-07,-3.4
Australia,1959-08,-3.4
Australia,1959-09,-3.4
Australia,1959-10,-3.4
Australia,1959-11,-3.4
Australia,1959-12,-3.4
Australia,1960-01,-3.4
Australia,1960-02,-3.4
Australia,1960-03,-3.4
Australia,1960-04,-3.4
Australia,1960-05,-3.4
Australia,1960-06,-3.4
Australia,1960-07,-3.4
Australia,1960-08,-3.4
Australia,1960-09,-3.4
Australia,1960-10,-3.4
Australia,1960-11,-3.4
Australia,1960-12,-3.4
Australia,1961-01,-3.4
Australia,1961-02,-3.4
Australia,1961-03,-3.4
Australia,1961-04,-3.4
Australia,1961-05,-3.4
Australia,1961-06,-3.4
Australia,1961-07,-3.4
Australia,1961-08,-3.4
Australia,1961-09,-3.4
Australia,1961-10,-3.4
Australia,1961-11,-3.4
Australia,1961-12,-3.4
Australia,1962-01,-3.4
Australia,1962-02,-3.4
Australia,1962-03,-3.4
Australia,1962-04,-3.4
Australia,1962-05,-3.4
Australia,1962-06,-3.4
Australia,1962-07,-3.4
Australia,1962-08,-3.4
Australia,1962-09,-3.4
Australia,1962-10,-3.4
Australia,1962-11,-3.5
Australia,1962-12,-3.5
Australia,1963-01,-3.5
Australia,1963-02,-3.5
Australia,1963-03,-3.5
Australia,1963-04,-3.5
Australia,1963-05,-3.5
Australia,1963-06,-3.5
Australia,1963-07,-3.5
Australia,1963-08,-3.5
Australia,1963-09,-3.5
Australia,1963-10,-3.5
Australia,1963-11,-3.5
Australia,1963-12,-3.5
Australia,1964-01,-3.5
Australia,1964-02,-3.5
Australia,1964-03,-3.5
Australia,1964-04,-3.5
Australia,1964-05,-3.5
Australia,1964-06,-3.5
Australia,1964-07,-3.5
Australia,1964-08,-3.5
Australia,1964-09,-3.5
Australia,1964-10,-3.5
Australia,1964-11,-3.5
Australia,1964-12,-3.5
Australia,1965-01,-3.5
Australia,1965-02,-3.5
Australia,1965-03,-3.5
Australia,1965-04,-3.5
Australia,1965-05,-3.5
Australia,1965-06,-3.5
Australia,1965-07,-3.5
Australia,1965-08,-3.5
Australia,1965-09,-3.5
Australia,1965-10,-3.5
Australia,1965-11,-3.5
Australia,1965-12,-3.5
Australia,1966-01,-3.5
Australia,1966-02,-3.5
Australia,1966-03,-3.5
Australia,1966-04,-3.5
Australia,1966-05,-3.5
Australia,1966-06,-3.5
Australia,1966-07,-3.5
Australia,1966-08,-3.5
Australia,1966-09,-3.5
Australia,1966-10,-3.5
Australia,1966-11,-3.5
Australia,1966-12,-3.5
Australia,1967-01,-3.5
Australia,1967-02,-3.5
Australia,1967-03,-3.5
Australia,1967-04,-3.7
Australia,1967-05,-3.7
Australia,1967-06,-3.7
Australia,1967-07,-3.7
Australia,1967-08,-3.7
Australia,1967-09,-3.7
Australia,1967-10,-3.7
Australia,1967-11,-3.7
Australia,1967-12,-3.7
Australia,1968-01,-3.7
Australia,1968-02,-3.7
Australia,1968-03,-3.7
Australia,1968-04,-3.7
Australia,1968-05,-3.7
Australia,1968-06,-3.7
Australia,1968-07,-3.7
Australia,1968-08,-3.7
Australia,1968-09,-3.7
Australia,1968-10,-3.7
Australia,1968-11,-3.7
Australia,1968-12,-3.7
Australia,1969-01,-3.7
Australia,1969-02,-3.7
Australia,1969-03,-3.7
Australia,1969-04,-3.7
Australia,1969-05,-3.7
Australia,1969-06,-3.7
Australia,1969-07,-3.7
Australia,1969-08,-3.7
Australia,1969-09,-3.7
Australia,1969-10,-3.7
Australia,1969-11,-3.7
Australia,1969-12,-3.7
Australia,1970-01,-3.7
Australia,1970-02,-3.7
Australia,1970-03,-3.7
Australia,1970-04,-3.7
Australia,1970-05,-3.7
Australia,1970-06,-3.7
Australia,1970-07,-3.7
Australia,1970-08,-3.7
Australia,1970-09,-3.7
Australia,1970-10,-3.7
Australia,1970-11,-3.7
Australia,1970-12,-3.7
Australia,1971-01,-3.7
Australia,1971-02,-3.7
Australia,1971-03,-3.7
Australia,1971-04,-3.6
Australia,1971-05,-3.6
Australia,1971-06,-3.6
Australia,1971-07,-3.5
Australia,1971-08,-3.5
Australia,1971-09,-3.5
Australia,1971-10,-3.5
Australia,1971-11,-3.5
Australia,1971-12,-3.5
Australia,1972-01,-3.5
Australia,1972-02,-3.5
Australia,1972-03,-3.5
Australia,1972-04,-3.5
Australia,1972-05,-3.5
Australia,1972-06,-3.5
Australia,1972-07,-3.5
Australia,1972-08,-3.5
Australia,1972-09,-3.5
Australia,1972-10,-3.5
Australia,1972-11,-3.5
Australia,1972-12,-1.2
Australia,1973-01,-1.2
Australia,1973-02,-1.2
Australia,1973-03,-1.2
Australia,1973-04,-1.2
Australia,1973-05,-1.2
Australia,1973-06,-1.2
Australia,1973-07,-1.1
Australia,1973-08,-1.1
Australia,1973-09,-1.1
Australia,1973-10,-0.5
Australia,1973-11,-0.5
Australia,1973-12,-0.5
Australia,1974-01,-0.5
Australia,1974-02,-0.5
Australia,1974-03,-0.5
Australia,1974-04,-0.5
Australia,1974-05,-0.5
Australia,1974-06,-0.5
Australia,1974-07,-0.5
Australia,1974-08,-0.5
Australia,1974-09,-0.5
Australia,1974-10,-0.4
Australia,1974-11,-0.4
Australia,1974-12,-0.4
Australia,1975-01,-0.4
Australia,1975-02,-0.4
Australia,1975-03,-0.4
Australia,1975-04,-0.4
Australia,1975-05,-0.4
Australia,1975-06,-0.3
Australia,1975-07,-0.3
Australia,1975-08,-0.3
Australia,1975-09,-0.3
Australia,1975-10,-0.3
Australia,1975-11,-0.3
Australia,1975-12,-0.3
Australia,1976-01,-0.3
Australia,1976-02,-0.3
Australia,1976-03,-0.3
Australia,1976-04,-0.3
Australia,1976-05,-0.3
Australia,1976-06,0.0
Australia,1976-07,0.0
Australia,1976-08,0.0
Australia,1976-09,0.0
Australia,1976-10,0.0
Australia,1976-11,0.0
Australia,1976-12,0.0
Australia,1977-01,0.0
Australia,1977-02,0.0
Australia,1977-03,0.0
Australia,1977-04,0.0
Australia,1977-05,0.0
Australia,1977-06,0.0
Australia,1977-07,0.0
Australia,1977-08,0.0
Australia,1977-09,0.0
Australia,1977-10,0.0
Australia,1977-11,0.0
Australia,1977-12,0.0
Australia,1978-01,0.0
Australia,1978-02,0.0
Australia,1978-03,0.0
Australia,1978-04,0.0
Australia,1978-05,0.0
Australia,1978-06,0.0
Australia,1978-07,0.0
Australia,1978-08,0.0
Australia,1978-09,0.0
Australia,1978-10,0.2
Australia,1978-11,0.2
Australia,1978-12,0.2
Australia,1979-01,0.2
Australia,1979-02,0.2
Australia,1979-03,0.3
Australia,1979-04,0.3
Australia,1979-05,0.3
Australia,1979-06,0.4
Australia,1979-07,0.4
Australia,1979-08,0.4
Australia,1979-09,0.4
Australia,1979-10,0.4
Australia,1979-11,0.4
Australia,1979-12,0.4
Australia,1980-01,0.4
Australia,1980-02,0.4
Australia,1980-03,0.4
Australia,1980-04,0.4
Australia,1980-05,0.6
Australia,1980-06,0.6
Australia,1980-07,0.7
Australia,1980-08,0.7
Australia,1980-09,0.7
Australia,1980-10,0.7
Australia,1980-11,0.7
Australia,1980-12,0.7
Australia,1981-01,0.8
Australia,1981-02,0.8
Australia,1981-03,0.8
Australia,1981-04,0.8
Australia,1981-05,0.8
Australia,1981-06,0.8
Australia,1981-07,0.8
Australia,1981-08,0.8
Australia,1981-09,0.8
Australia,1981-10,0.8
Australia,1981-11,0.8
Australia,1981-12,0.8
Australia,1982-01,0.8
Australia,1982-02,0.8
Australia,1982-03,0.8
Australia,1982-04,0.8
Australia,1982-05,0.8
Australia,1982-06,0.8
Australia,1982-07,0.8
Australia,1982-08,1.0
Australia,1982-09,1.0
Australia,1982-10,1.0
Australia,1982-11,1.0
Australia,1982-12,1.0
Australia,1983-01,1.0
Australia,1983-02,1.0
Australia,1983-03,1.0
Australia,1983-04,1.3
Australia,1983-05,1.3
Australia,1983-06,1.3
Australia,1983-07,1.3
Australia,1983-08,1.4
Australia,1983-09,1.4
Australia,1983-10,1.4
Australia,1983-11,1.4
Australia,1983-12,1.4
Australia,1984-01,1.4
Australia,1984-02,1.6
Australia,1984-03,1.6
Australia,1984-04,1.6
Australia,1984-05,1.6
Australia,1984-06,1.7
Australia,1984-07,1.7
Australia,1984-08,1.7
Australia,1984-09,1.7
Australia,1984-10,1.7
Australia,1984-11,1.7
Australia,1984-12,1.7
Australia,1985-01,1.7
Australia,1985-02,1.7
Australia,1985-03,1.7
Australia,1985-04,2.0
Australia,1985-05,2.0
Australia,1985-06,2.0
Australia,1985-07,2.0
Australia,1985-08,2.0
Australia,1985-09,2.0
Australia,1985-10,2.0
Australia,1985-11,2.0
Australia,1985-12,2.0
Australia,1986-01,2.0
Australia,1986-02,2.0
Australia,1986-03,2.0
Australia,1986-04,2.0
Australia,1986-05,2.2
Australia,1986-06,2.2
Australia,1986-07,2.2
Australia,1986-08,2.2
Australia,1986-09,2.3
Australia,1986-10,2.3
Australia,1986-11,2.3
Australia,1986-12,2.3
Australia,1987-01,2.3
Australia,1987-02,2.3
Australia,1987-03,2.3
Australia,1987-04,2.3
Australia,1987-05,2.3
Australia,1987-06,2.3
Australia,1987-07,2.3
Australia,1987-08,2.3
Australia,1987-09,2.3
Australia,1987-10,2.3
Australia,1987-11,2.3
Australia,1987-12,2.3
Australia,1988-01,2.3
Australia,1988-02,2.5
Australia,1988-03,2.5
Australia,1988-04,2.5
Australia,1988-05,2.5
Australia,1988-06,2.5
Australia,1988-07,2.6
Australia,1988-08,2.6
Australia,1988-09,2.6
Australia,1988-10,2.6
Australia,1988-11,2.8
Australia,1988-12,2.8
Australia,1989-01,2.8
Australia,1989-02,2.8
Australia,1989-03,2.8
Australia,1989-04,2.8
Australia,1989-05,2.8
Australia,1989-06,2.3
Australia,1989-07,1.7
Australia,1989-08,1.7
Australia,1989-09,1.7
Australia,1989-10,1.7
Australia,1989-11,1.7
Australia,1989-12,1.7
Australia,1990-01,1.7
Australia,1990-02,1.7
Australia,1990-03,1.7
Australia,1990-04,1.7
Australia,1990-05,1.7
Australia,1990-06,1.7
Australia,1990-07,1.7
Australia,1990-08,1.7
Australia,1990-09,1.7
Australia,1990-10,1.7
Australia,1990-11,1.7
Australia,1990-12,1.7
Australia,1991-01,1.7
Australia,1991-02,1.7
Australia,1991-03,1.7
Australia,1991-04,1.8
Australia,1991-05,1.8
Australia,1991-06,1.8
Australia,1991-07,1.9
Australia,1991-08,1.9
Australia,1991-09,1.9
Australia,1991-10,1.9
Australia,1991-11,1.9
Australia,1991-12,1.9
Australia,1992-01,1.9
Australia,1992-02,1.9
Australia,1992-03,1.9
Australia,1992-04,2.0
Australia,1992-05,2.0
Australia,1992-06,2.1
Australia,1992-07,2.1
Australia,1992-08,2.1
Australia,1992-09,2.1
Australia,1992-10,2.1
Australia,1992-11,2.1
Australia,1992-12,2.1
Australia,1993-01,2.1
Australia,1993-02,2.1
Australia,1993-03,2.1
Australia,1993-04,2.1
Australia,1993-05,2.1
Australia,1993-06,2.3
Australia,1993-07,2.3
Australia,1993-08,2.3
Australia,1993-09,2.4
Australia,1993-10,2.4
Australia,1993-11,2.5
Australia,1993-12,2.5
Australia,1994-01,2.5
Australia,1994-02,2.5
Australia,1994-03,2.5
Australia,1994-04,2.5
Australia,1994-05,2.5
Australia,1994-06,2.6
Australia,1994-07,2.6
Australia,1994-08,2.6
Australia,1994-09,2.6
Australia,1994-10,2.6
Australia,1994-11,2.7
Australia,1994-12,2.7
Australia,1995-01,2.7
Australia,1995-02,2.7
Australia,1995-03,2.7
Australia,1995-04,2.7
Australia,1995-05,2.7
Australia,1995-06,2.8
Australia,1995-07,2.8
Australia,1995-08,2.8
Australia,1995-09,2.8
Australia,1995-10,2.9
Australia,1995-11,2.9
Australia,1995-12,2.9
Australia,1996-01,2.9
Australia,1996-02,2.9
Australia,1996-03,2.9
Australia,1996-04,2.9
Australia,1996-05,2.9
Australia,1996-06,2.9
Australia,1996-07,2.9
Australia,1996-08,3.1
Australia,1996-09,2.8
Australia,1996-10,2.8
Australia,1996-11,2.8
Australia,1996-12,2.8
Australia,1997-01,2.8
Australia,1997-02,2.8
Australia,1997-03,3.0
Australia,1997-04,3.0
Australia,1997-05,3.1
Australia,1997-06,3.1
Australia,1997-07,3.1
Australia,1997-08,3.1
Australia,1997-09,3.3
Australia,1997-10,3.3
Australia,1997-11,3.3
Australia,1997-12,3.3
Australia,1998-01,3.3
Australia,1998-02,3.3
Australia,1998-03,3.3
Australia,1998-04,3.3
Australia,1998-05,3.3
Australia,1998-06,3.3
Australia,1998-07,3.3
Australia,1998-08,3.4
Australia,1998-09,3.4
Australia,1998-10,3.4
Australia,1998-11,3.5
Australia,1998-12,3.5
Australia,1999-01,3.5
Australia,1999-02,3.5
Australia,1999-03,3.5
Australia,1999-04,3.5
Australia,1999-05,3.6
Australia,1999-06,3.6
Australia,1999-07,3.7
Australia,1999-08,3.7
Australia,1999-09,4.3
Australia,1999-10,4.3
Australia,1999-11,4.2
Australia,1999-12,4.2
Australia,2000-01,4.2
Australia,2000-02,4.2
Australia,2000-03,4.2
Australia,2000-04,4.2
Australia,2000-05,4.4
Australia,2000-06,4.4
Australia,2000-07,4.4
Australia,2000-08,4.4
Australia,2000-09,4.4
Australia,2000-10,4.4
Australia,2000-11,4.4
Australia,2000-12,4.4
Australia,2001-01,4.3
Australia,2001-02,4.2
Australia,2001-03,4.3
Australia,2001-04,4.3
Australia,2001-05,4.3
Australia,2001-06,4.3
Australia,2001-07,4.3
Australia,2001-08,4.3
Australia,2001-09,4.3
Australia,2001-10,4.4
Australia,2001-11,4.4
Australia,2001-12,4.4
Australia,2002-01,4.4
Australia,2002-02,4.4
Australia,2002-03,4.4
Australia,2002-04,4.4
Australia,2002-05,4.5
Australia,2002-06,4.5
Australia,2002-07,4.5
Australia,2002-08,4.5
Australia,2002-09,4.5
Australia,2002-10,4.5
Australia,2002-11,4.5
Australia,2002-12,4.5
Australia,2003-01,4.5
Australia,2003-02,4.5
Australia,2003-03,4.5
Australia,2003-04,4.5
Australia,2003-05,4.5
Australia,2003-06,4.5
Australia,2003-07,4.5
Australia,2003-08,4.6
Australia,2003-09,4.6
Australia,2003-10,4.7
Australia,2003-11,4.7
Australia,2003-12,4.7
Australia,2004-01,4.7
Australia,2004-02,4.7
Australia,2004-03,4.7
Australia,2004-04,4.7
Australia,2004-05,4.7
Australia,2004-06,4.7
Australia,2004-07,4.7
Australia,2004-08,4.7
Australia,2004-09,4.7
Australia,2004-10,4.8
Australia,2004-11,4.9
Australia,2004-12,4.9
Australia,2005-01,4.9
Australia,2005-02,4.9
Australia,2005-03,4.9
Australia,2005-04,5.0
Australia,2005-05,5.0
Australia,2005-06,5.0
Australia,2005-07,5.0
Australia,2005-08,5.0
Australia,2005-09,5.0
Australia,2005-10,5.1
Australia,2005-11,5.1
Australia,2005-12,5.1
Australia,2006-01,5.1
Australia,2006-02,5.1
Australia,2006-03,5.1
Australia,2006-04,5.2
Australia,2006-05,5.2
Australia,2006-06,5.2
Australia,2006-07,5.2
Australia,2006-08,5.2
Australia,2006-09,5.2
Australia,2006-10,5.2
Australia,2006-11,5.2
Australia,2006-12,5.2
Australia,2007-01,5.2
Australia,2007-02,5.2
Australia,2007-03,5.2
Australia,2007-04,5.2
Australia,2007-05,5.2
Australia,2007-06,5.1
Australia,2007-07,5.2
Australia,2007-08,5.2
Australia,2007-09,5.4
Australia,2007-10,5.4
Australia,2007-11,5.4
Australia,2007-12,5.4
Australia,2008-01,5.4
Australia,2008-02,5.4
Australia,2008-03,5.4
Australia,2008-04,5.6
Australia,2008-05,5.6
Australia,2008-06,5.6
Australia,2008-07,5.6
Australia,2008-08,5.7
Australia,2008-09,5.7
Australia,2008-10,5.7
Australia,2008-11,5.7
Australia,2008-12,5.7
Australia,2009-01,5.7
Australia,2009-02,5.7
Australia,2009-03,5.7
Australia,2009-04,5.7
Australia,2009-05,5.7
Australia,2009-06,5.7
Australia,2009-07,5.6
Australia,2009-08,5.6
Australia,2009-09,5.6
Australia,2009-10,5.7
Australia,2009-11,5.7
Australia,2009-12,5.7
Australia,2010-01,5.7
Australia,2010-02,5.7
Australia,2010-03,5.7
Australia,2010-04,5.7
Australia,2010-05,5.7
Australia,2010-06,5.8
Australia,2010-07,5.8
Australia,2010-08,5.8
Australia,2010-09,5.8
Australia,2010-10,5.8
Australia,2010-11,5.8
Australia,2010-12,5.8
Australia,2011-01,5.8
Australia,2011-02,5.8
Australia,2011-03,5.8
Australia,2011-04,5.9
Australia,2011-05,5.9
Australia,2011-06,5.9
Australia,2011-07,5.9
Australia,2011-08,5.9
Australia,2011-09,5.9
Australia,2011-10,5.9
Australia,2011-11,5.9
Australia,2011-12,5.9
Australia,2012-01,5.9
Australia,2012-02,5.9
Australia,2012-03,5.9
Australia,2012-04,5.9
Australia,2012-05,5.9
Australia,2012-06,5.9
Australia,2012-07,5.9
Australia,2012-08,5.9
Australia,2012-09,5.9
Australia,2012-10,5.9
Australia,2012-11,5.9
Australia,2012-12,5.9
Australia,2013-01,5.9
Australia,2013-02,5.9
Australia,2013-03,5.9
Australia,2013-04,6.3
Australia,2013-05,6.3
Australia,2013-06,6.3
Australia,2013-07,6.3
Australia,2013-08,6.3
Australia,2013-09,6.3
Australia,2013-10,6.4
Australia,2013-11,6.3
Australia,2013-12,6.3
Australia,2014-01,6.3
Australia,2014-02,6.3
Australia,2014-03,6.3
Australia,2014-04,6.4
Australia,2014-05,6.4
Australia,2014-06,6.4
Australia,2014-07,6.4
Australia,2014-08,6.4
Australia,2014-09,6.4
Australia,2014-10,6.4
Australia,2014-11,6.6
Australia,2014-12,6.6
Australia,2015-01,6.6
Australia,2015-02,6.6
Australia,2015-03,6.6
Australia,2015-04,6.6
Australia,2015-05,6.6
Australia,2015-06,6.7
Australia,2015-07,6.7
Australia,2015-08,6.7
Australia,2015-09,6.7
Australia,2015-10,6.7
Australia,2015-11,6.7
Australia,2015-12,6.7
Australia,2016-01,6.7
Australia,2016-02,6.5
Australia,2016-03,6.4
Australia,2016-04,6.5
Australia,2016-05,6.5
Australia,2016-06,6.5
Australia,2016-07,6.2
Australia,2016-08,6.2
Australia,2016-09,6.2
Australia,2016-10,6.2
Australia,2016-11,6.2
Australia,2016-12,6.2
Australia,2017-01,6.2
Australia,2017-02,6.2
Australia,2017-03,6.2
Australia,2017-04,6.2
Australia,2017-05,6.2
Australia,2017-06,6.2
Australia,2017-07,6.2
Australia,2017-08,6.2
Australia,2017-09,6.2
Australia,2017-10,6.2
Australia,2017-11,6.1
Australia,2017-12,5.9
Australia,2018-01,5.9
Australia,2018-02,5.9
Australia,2018-03,5.9
Australia,2018-04,5.8
Australia,2018-05,5.8
Australia,2018-06,5.8
Australia,2018-07,5.8
Australia,2018-08,5.8
Australia,2018-09,5.8
Australia,2018-10,5.8
Australia,2018-11,5.8
Australia,2018-12,5.8
Australia,2019-01,5.8
Australia,2019-02,5.8
Australia,2019-03,5.8
Australia,2019-04,5.8
Australia,2019-05,5.8
Australia,2019-06,5.8
Australia,2019-07,5.8
Australia,2019-08,5.7
Australia,2019-09,5.7
Australia,2019-10,5.6
Australia,2019-11,5.6
Australia,2019-12,5.6
Australia,2020-01,5.6
Australia,2020-02,5.6
Australia,2020-03,5.6
Australia,2020-04,5.4
Australia,2020-05,5.0
Australia,2020-06,4.6
Australia,2020-07,3.8
Australia,2020-08,3.6
Australia,2020-09,3.2
Australia,2020-10,3.0
Australia,2020-11,2.5
Australia,2020-12,2.3
Australia,2021-01,2.1
Australia,2021-02,2.0
Australia,2021-03,1.8
Australia,2021-04,1.5
Australia,2021-05,1.1
Australia,2021-06,0.9
Australia,2021-07,0.6
Australia,2021-08,0.6
Australia,2021-09,0.1
Australia,2021-10,-0.2
Australia,2021-11,-0.4
Australia,2021-12,-0.7
Australia,2022-01,-0.9
Australia,2022-02,-1.0
Australia,2022-03,-1.3
Australia,2022-04,-1.6
Australia,2022-05,-1.6
Australia,2022-06,-1.7
Australia,2022-07,-1.7
Australia,2022-08,-1.8
Australia,2022-09,-1.8
Australia,2022-10,-1.8
Australia,2022-11,-1.6
Australia,2022-12,-1.6
Australia,2023-01,-1.6
Australia,2023-02,-1.6
Australia,2023-03,-1.6
Australia,2023-04,-1.6
Australia,2023-05,-1.5
Australia,2023-06,-1.5
Australia,2023-07,-1.5
Australia,2023-08,-1.5
Australia,2023-09,-1.4
Australia,2023-10,-1.4
Australia,2023-11,-1.1
Australia,2023-12,-1.1
Australia,2024-01,-1.1
Australia,2024-02,-1.1
Australia,2024-03,-1.0
Australia,2024-04,-1.1
Australia,2024-05,-1.1
Australia,2024-06,-0.7
Australia,2024-07,-0.7
Australia,2024-08,-0.7
Australia,2024-09,-0.8
Australia,2024-10,-0.8
Australia,2024-11,-0.8
Australia,2024-12,-0.7
Australia,2025-01,-0.7
Australia,2025-02,-0.8
Australia,2025-03,-0.9
Australia,2025-04,-0.9
Australia,2025-05,-0.9
Australia,2025-06,-0.9
Australia,2025-07,-0.5
Australia,2025-08,-0.6
France,1950-01,-6.0
France,1950-02,-6.0
France,1950-03,-6.0
France,1950-04,-6.0
France,1950-05,-6.0
France,1950-06,-6.0
France,1950-07,-6.4
France,1950-08,-6.7
France,1950-09,-6.7
France,1950-10,-6.7
France,1950-11,-6.7
France,1950-12,-6.7
France,1951-01,-6.7
France,1951-02,-6.7
France,1951-03,-6.7
France,1951-04,-6.7
France,1951-05,-6.7
France,1951-06,-6.7
France,1951-07,-6.7
France,1951-08,-6.7
France,1951-09,-6.7
France,1951-10,-6.7
France,1951-11,-6.7
France,1951-12,-6.7
France,1952-01,-6.7
France,1952-02,-6.7
France,1952-03,-6.7
France,1952-04,-6.7
France,1952-05,-6.7
France,1952-06,-6.7
France,1952-07,-6.7
France,1952-08,-6.7
France,1952-09,-6.7
France,1952-10,-6.7
France,1952-11,-6.7
France,1952-12,-6.7
France,1953-01,-6.7
France,1953-02,-6.7
France,1953-03,-6.7
France,1953-04,-6.7
France,1953-05,-6.7
France,1953-06,-6.7
France,1953-07,-6.1
France,1953-08,-6.1
France,1953-09,-6.1
France,1953-10,-6.1
France,1953-11,-6.1
France,1953-12,-6.1
France,1954-01,-6.1
France,1954-02,-6.1
France,1954-03,-6.2
France,1954-04,-6.2
France,1954-05,-5.8
France,1954-06,-5.8
France,1954-07,-4.9
France,1954-08,-4.6
France,1954-09,-4.6
France,1954-10,-4.6
France,1954-11,-4.6
France,1954-12,-4.6
France,1955-01,-4.6
France,1955-02,-4.6
France,1955-03,-4.6
France,1955-04,-4.6
France,1955-05,-4.6
France,1955-06,-4.6
France,1955-07,-4.6
France,1955-08,-4.6
France,1955-09,-4.6
France,1955-10,-4.6
France,1955-11,-4.6
France,1955-12,-4.6
France,1956-01,-4.6
France,1956-02,-4.6
France,1956-03,-4.6
France,1956-04,-4.6
France,1956-05,-4.6
France,1956-06,-4.6
France,1956-07,-4.6
France,1956-08,-4.6
France,1956-09,-4.6
France,1956-10,-4.6
France,1956-11,-4.7
France,1956-12,-4.7
France,1957-01,-4.7
France,1957-02,-4.7
France,1957-03,-4.7
France,1957-04,-4.7
France,1957-05,-4.7
France,1957-06,-4.7
France,1957-07,-4.7
France,1957-08,-4.7
France,1957-09,-4.7
France,1957-10,-4.7
France,1957-11,-4.7
France,1957-12,-4.7
France,1958-01,-4.7
France,1958-02,-4.7
France,1958-03,-4.7
France,1958-04,-4.7
France,1958-05,-4.7
France,1958-06,-4.7
France,1958-07,-4.7
France,1958-08,-4.7
France,1958-09,-4.7
France,1958-10,-4.7
France,1958-11,-4.7
France,1958-12,-4.7
France,1959-01,-4.7
France,1959-02,-4.7
France,1959-03,-4.7
France,1959-04,-4.7
France,1959-05,-4.7
France,1959-06,-4.7
France,1959-07,-4.7
France,1959-08,-4.7
France,1959-09,-4.7
France,1959-10,-4.7
France,1959-11,-4.7
France,1959-12,-4.7
France,1960-01,-4.7
France,1960-02,-4.7
France,1960-03,-4.7
France,1960-04,-4.7
France,1960-05,-4.7
France,1960-06,-4.7
France,1960-07,-4.7
France,1960-08,-4.7
France,1960-09,-4.7
France,1960-10,-4.7
France,1960-11,-4.7
France,1960-12,-4.7
France,1961-01,-4.7
France,1961-02,-4.7
France,1961-03,-4.7
France,1961-04,-4.7
France,1961-05,-4.7
France,1961-06,-4.7
France,1961-07,-4.7
France,1961-08,-4.7
France,1961-09,-4.7
France,1961-10,-4.7
France,1961-11,-4.7
France,1961-12,-4.7
France,1962-01,-4.7
France,1962-02,-4.7
France,1962-03,-4.7
France,1962-04,-4.7
France,1962-05,-4.7
France,1962-06,-4.7
France,1962-07,-4.7
