Partner,Index_Type,YearMonth,Index_Value
Australia,CHN->Partner,2010-01,0.09999999999999964
Australia,CHN->Partner,2010-02,2.4568027372322057
Australia,CHN->Partner,2010-03,-0.4572160340173781
Australia,CHN->Partner,2010-04,0.6945284225492667
Australia,CHN->Partner,2010-05,2.356154795282956
Australia,CHN->Partner,2010-06,2.657460085522411
Australia,CHN->Partner,2010-07,2.5
Australia,CHN->Partner,2010-08,-2.033333333333335
Australia,CHN->Partner,2010-09,2.94996369516158
Australia,CHN->Partner,2010-10,2.105455285962197
Australia,CHN->Partner,2010-11,0.8300479466728419
Australia,CHN->Partner,2010-12,1.1553965757595694
Australia,CHN->Partner,2011-01,1.564101615137755
Australia,CHN->Partner,2011-02,-2.2022730208308925
Australia,CHN->Partner,2011-03,-0.8133609198027933
Australia,CHN->Partner,2011-04,2.2922994455058987
Australia,CHN->Partner,2011-05,4.08062160399888
Australia,CHN->Partner,2011-06,2.499703641439833
Australia,CHN->Partner,2011-07,1.4786694898419235
Australia,CHN->Partner,2011-08,1.2546543297008235
Australia,CHN->Partner,2011-09,2.0982884613147643
Australia,CHN->Partner,2011-10,2.9999999999999964
Australia,CHN->Partner,2011-11,1.9985791397870045
Australia,CHN->Partner,2011-12,-2.072951461996734
Australia,CHN->Partner,2012-01,-0.8238587127808508
Australia,CHN->Partner,2012-02,0.60000990883022
Australia,CHN->Partner,2012-03,-1.9423447043796447
Australia,CHN->Partner,2012-04,1.1266464112430956
Australia,CHN->Partner,2012-05,1.1392096246952903
Australia,CHN->Partner,2012-06,4.1812385934535925
Australia,CHN->Partner,2012-07,1.987499999999999
Australia,CHN->Partner,2012-08,2.366666666666667
Australia,CHN->Partner,2012-09,0.5963640086665158
Australia,CHN->Partner,2012-10,0.16000000000000014
Australia,CHN->Partner,2012-11,1.4858539016428054
Australia,CHN->Partner,2012-12,1.7826575352051215
Australia,CHN->Partner,2013-01,-0.6070477643509165
Australia,CHN->Partner,2013-02,-2.5500000000000025
Australia,CHN->Partner,2013-03,-1.1828584115709173
Australia,CHN->Partner,2013-04,2.287625420444595
Australia,CHN->Partner,2013-05,-3.601724912767133
Australia,CHN->Partner,2013-06,-1.0228045612090337
Australia,CHN->Partner,2013-07,1.7098132919538482
Australia,CHN->Partner,2013-08,2.5
Australia,CHN->Partner,2013-09,2.53288151016514
Australia,CHN->Partner,2013-10,3.4345226904028667
Australia,CHN->Partner,2013-11,-1.0430076196388374
Australia,CHN->Partner,2013-12,-3.091115573217124
Australia,CHN->Partner,2014-01,-2.563178332983096
Australia,CHN->Partner,2014-02,-1.9999999999999982
Australia,CHN->Partner,2014-03,2.6042314932334207
Australia,CHN->Partner,2014-04,2.324272576978906
Australia,CHN->Partner,2014-05,2.205907510408661
Australia,CHN->Partner,2014-06,-1.901915701604942
Australia,CHN->Partner,2014-07,1.2181872675809835
Australia,CHN->Partner,2014-08,-0.3668964466962663
Australia,CHN->Partner,2014-09,1.2384355904519015
Australia,CHN->Partner,2014-10,3.610891120641311
Australia,CHN->Partner,2014-11,2.4329351787739792
Australia,CHN->Partner,2014-12,2.6255794274806927
Australia,CHN->Partner,2015-01,4.066666666666665
Australia,CHN->Partner,2015-02,1.7777529527544296
Australia,CHN->Partner,2015-03,1.8522563316255702
Australia,CHN->Partner,2015-04,-2.139920016945954
Australia,CHN->Partner,2015-05,4.049999999999997
Australia,CHN->Partner,2015-06,4.1179134076877855
Australia,CHN->Partner,2015-07,1.6220614352873302
Australia,CHN->Partner,2015-08,0.329962499428774
Australia,CHN->Partner,2015-09,3.7744648609700473
Australia,CHN->Partner,2015-10,3.119999999999999
Australia,CHN->Partner,2015-11,2.0802392165703036
Australia,CHN->Partner,2015-12,-0.26492808336531404
Australia,CHN->Partner,2016-01,-2.049999999999999
Australia,CHN->Partner,2016-02,1.4593511959390106
Australia,CHN->Partner,2016-03,-1.5785893755619718
Australia,CHN->Partner,2016-04,2.8755977468886584
Australia,CHN->Partner,2016-05,2.8000000000000025
Australia,CHN->Partner,2016-06,-1.0250000000000021
Australia,CHN->Partner,2016-07,2.6456305756438656
Australia,CHN->Partner,2016-08,0.20556317157550552
Australia,CHN->Partner,2016-09,2.585159540096493
Australia,CHN->Partner,2016-10,0.04925908983089933
Australia,CHN->Partner,2016-11,-2.1525958875194853
Australia,CHN->Partner,2016-12,7.9999999999999964
Australia,CHN->Partner,2017-01,2.860000000000001
Australia,CHN->Partner,2017-02,3.9312540541706706
Australia,CHN->Partner,2017-03,1.328011997221413
Australia,CHN->Partner,2017-04,1.4816171259913613
Australia,CHN->Partner,2017-05,2.9800000000000004
Australia,CHN->Partner,2017-06,0.3529229917430001
Australia,CHN->Partner,2017-07,1.2500000000000018
Australia,CHN->Partner,2017-08,-0.4127955477552927
Australia,CHN->Partner,2017-09,0.6753552468013773
Australia,CHN->Partner,2017-10,0.2583236658802601
