country,avg_shock,db,node,config
India,-0.19156282824495685,GDELT,Pivot to Asia announced,longer_pre
Indonesia,0.25512766820070665,GDELT,Pivot to Asia announced,longer_pre
Iran,-0.059866281031449,GDELT,Pivot to Asia announced,longer_pre
Italy,-0.6768204051594106,GDELT,Pivot to Asia announced,longer_pre
Japan,0.2888855357968727,GDELT,Pivot to Asia announced,longer_pre
Malaysia,-0.402514915166375,GDELT,Pivot to Asia announced,longer_pre
Mexico,0.04453055519837325,GDELT,Pivot to Asia announced,longer_pre
Netherlands,0.02782851084870588,GDELT,Pivot to Asia announced,longer_pre
Philippines,-0.4159771327978526,GDELT,Pivot to Asia announced,longer_pre
Russia,-0.6653161328583644,GDELT,Pivot to Asia announced,longer_pre
Saudi Arabia,-0.15182401390192982,GDELT,Pivot to Asia announced,longer_pre
Singapore,-1.0352723592380437,GDELT,Pivot to Asia announced,longer_pre
South Korea,-0.12279810403572983,GDELT,Pivot to Asia announced,longer_pre
Spain,-0.8595353240618054,GDELT,Pivot to Asia announced,longer_pre
Thailand,-0.6796680604940323,GDELT,Pivot to Asia announced,longer_pre
United Arab Emirates,-0.36804103202531074,GDELT,Pivot to Asia announced,longer_pre
United Kingdom,-0.43996317745990465,GDELT,Pivot to Asia announced,longer_pre
Vietnam,0.2149950930618114,GDELT,Pivot to Asia announced,longer_pre
Australia,-0.7373173594851009,GDELT,South China Sea Arbitration Ruling,longer_pre
Belgium,0.35413363837109246,GDELT,South China Sea Arbitration Ruling,longer_pre
Brazil,0.01902152092408252,GDELT,South China Sea Arbitration Ruling,longer_pre
Canada,0.35004078014192636,GDELT,South China Sea Arbitration Ruling,longer_pre
France,-0.19592884051124368,GDELT,South China Sea Arbitration Ruling,longer_pre
Germany,-0.9343126625330944,GDELT,South China Sea Arbitration Ruling,longer_pre
India,-0.48141453618103713,GDELT,South China Sea Arbitration Ruling,longer_pre
Indonesia,-0.581331487195729,GDELT,South China Sea Arbitration Ruling,longer_pre
Iran,-0.6509057767233033,GDELT,South China Sea Arbitration Ruling,longer_pre
Italy,-0.35893445563410475,GDELT,South China Sea Arbitration Ruling,longer_pre
Japan,-0.3537809069281564,GDELT,South China Sea Arbitration Ruling,longer_pre
Malaysia,0.4056396278733257,GDELT,South China Sea Arbitration Ruling,longer_pre
Mexico,-0.7372966425126708,GDELT,South China Sea Arbitration Ruling,longer_pre
Netherlands,-0.47620809092444505,GDELT,South China Sea Arbitration Ruling,longer_pre
Philippines,0.8061756682801678,GDELT,South China Sea Arbitration Ruling,longer_pre
Russia,-0.48955622713434094,GDELT,South China Sea Arbitration Ruling,longer_pre
Saudi Arabia,-0.04616647544754294,GDELT,South China Sea Arbitration Ruling,longer_pre
Singapore,-0.42057203325360004,GDELT,South China Sea Arbitration Ruling,longer_pre
South Korea,-1.2050294146998881,GDELT,South China Sea Arbitration Ruling,longer_pre
Spain,0.574689920354867,GDELT,South China Sea Arbitration Ruling,longer_pre
Thailand,0.2160318251349742,GDELT,South China Sea Arbitration Ruling,longer_pre
United Arab Emirates,0.43720063011341254,GDELT,South China Sea Arbitration Ruling,longer_pre
United Kingdom,-0.033756376848920966,GDELT,South China Sea Arbitration Ruling,longer_pre
Vietnam,0.3574971314219246,GDELT,South China Sea Arbitration Ruling,longer_pre
Australia,-0.4634368324076028,GDELT,Steel/aluminum tariffs imposed,longer_pre
Belgium,-0.45411218964523015,GDELT,Steel/aluminum tariffs imposed,longer_pre
Brazil,0.27234431042434787,GDELT,Steel/aluminum tariffs imposed,longer_pre
Canada,-0.21746165860866606,GDELT,Steel/aluminum tariffs imposed,longer_pre
France,0.6144048345115674,GDELT,Steel/aluminum tariffs imposed,longer_pre
Germany,0.9387878359488742,GDELT,Steel/aluminum tariffs imposed,longer_pre
India,0.5920764895769477,GDELT,Steel/aluminum tariffs imposed,longer_pre
Indonesia,0.026017283251809752,GDELT,Steel/aluminum tariffs imposed,longer_pre
Iran,0.12104694967291303,GDELT,Steel/aluminum tariffs imposed,longer_pre
Italy,0.047045054820420706,GDELT,Steel/aluminum tariffs imposed,longer_pre
Japan,0.6582571712361883,GDELT,Steel/aluminum tariffs imposed,longer_pre
Malaysia,0.38183036688554445,GDELT,Steel/aluminum tariffs imposed,longer_pre
Mexico,-0.09811713280383058,GDELT,Steel/aluminum tariffs imposed,longer_pre
Netherlands,-0.11977125914260155,GDELT,Steel/aluminum tariffs imposed,longer_pre
Philippines,-0.09765537871120647,GDELT,Steel/aluminum tariffs imposed,longer_pre
Russia,0.47452263084344953,GDELT,Steel/aluminum tariffs imposed,longer_pre
Saudi Arabia,0.1318614534950234,GDELT,Steel/aluminum tariffs imposed,longer_pre
Singapore,0.185044008266332,GDELT,Steel/aluminum tariffs imposed,longer_pre
South Korea,1.288873520383664,GDELT,Steel/aluminum tariffs imposed,longer_pre
Spain,-0.26680457444327205,GDELT,Steel/aluminum tariffs imposed,longer_pre
Thailand,-0.0057705440671364586,GDELT,Steel/aluminum tariffs imposed,longer_pre
United Arab Emirates,-0.4380847950594198,GDELT,Steel/aluminum tariffs imposed,longer_pre
United Kingdom,0.5403863579504485,GDELT,Steel/aluminum tariffs imposed,longer_pre
Vietnam,0.040406936195794836,GDELT,Steel/aluminum tariffs imposed,longer_pre
Australia,-0.4036392771648173,GDELT,US bans ZTE from tech exports,longer_pre
Belgium,-0.4663225889415155,GDELT,US bans ZTE from tech exports,longer_pre
Brazil,0.06266497944159542,GDELT,US bans ZTE from tech exports,longer_pre
Canada,0.0384833934629004,GDELT,US bans ZTE from tech exports,longer_pre
France,0.32838814909685954,GDELT,US bans ZTE from tech exports,longer_pre
Germany,0.6582484970489872,GDELT,US bans ZTE from tech exports,longer_pre
India,0.5406139052668093,GDELT,US bans ZTE from tech exports,longer_pre
Indonesia,0.24856763863802328,GDELT,US bans ZTE from tech exports,longer_pre
Iran,-0.15907568313705436,GDELT,US bans ZTE from tech exports,longer_pre
Italy,-0.0025186390838870193,GDELT,US bans ZTE from tech exports,longer_pre
Japan,0.5902516413334379,GDELT,US bans ZTE from tech exports,longer_pre
Malaysia,0.35841562501099405,GDELT,US bans ZTE from tech exports,longer_pre
Mexico,-0.09876414928268071,GDELT,US bans ZTE from tech exports,longer_pre
Netherlands,-0.16959819284276315,GDELT,US bans ZTE from tech exports,longer_pre
Philippines,-0.11879441201519299,GDELT,US bans ZTE from tech exports,longer_pre
Russia,0.3943804271021475,GDELT,US bans ZTE from tech exports,longer_pre
Saudi Arabia,0.18795806770897416,GDELT,US bans ZTE from tech exports,longer_pre
Singapore,0.22614478000919033,GDELT,US bans ZTE from tech exports,longer_pre
South Korea,0.9877155583446173,GDELT,US bans ZTE from tech exports,longer_pre
Spain,0.01334871959926284,GDELT,US bans ZTE from tech exports,longer_pre
Thailand,0.19310545188183195,GDELT,US bans ZTE from tech exports,longer_pre
United Arab Emirates,-0.5316113236844584,GDELT,US bans ZTE from tech exports,longer_pre
United Kingdom,0.38509169978502766,GDELT,US bans ZTE from tech exports,longer_pre
Vietnam,-0.15391695899148036,GDELT,US bans ZTE from tech exports,longer_pre
Australia,-0.26158744549996404,GDELT,Trade War Begins,longer_pre
Belgium,-0.5281220867154329,GDELT,Trade War Begins,longer_pre
Brazil,-0.06430457211218281,GDELT,Trade War Begins,longer_pre
Canada,-0.644536256143725,GDELT,Trade War Begins,longer_pre
France,-0.43892346948609146,GDELT,Trade War Begins,longer_pre
Germany,-0.06322772710798437,GDELT,Trade War Begins,longer_pre
India,0.3939882329479156,GDELT,Trade War Begins,longer_pre
Indonesia,0.08026720539433084,GDELT,Trade War Begins,longer_pre
Iran,-0.665296577789016,GDELT,Trade War Begins,longer_pre
Italy,-0.10582587480356692,GDELT,Trade War Begins,longer_pre
Japan,0.07113855415346723,GDELT,Trade War Begins,longer_pre
Malaysia,0.7115577372785429,GDELT,Trade War Begins,longer_pre
Mexico,-0.31555015806418707,GDELT,Trade War Begins,longer_pre
Netherlands,-0.18583867867611986,GDELT,Trade War Begins,longer_pre
Philippines,0.2149293120085095,GDELT,Trade War Begins,longer_pre
Russia,-0.38552438889678226,GDELT,Trade War Begins,longer_pre
Saudi Arabia,0.06974535391010107,GDELT,Trade War Begins,longer_pre
Singapore,-0.09243342205297735,GDELT,Trade War Begins,longer_pre
South Korea,-0.14074813825633326,GDELT,Trade War Begins,longer_pre
Spain,0.8415884648521531,GDELT,Trade War Begins,longer_pre
Thailand,-0.2108586986819711,GDELT,Trade War Begins,longer_pre
United Arab Emirates,-0.15728439449342108,GDELT,Trade War Begins,longer_pre
United Kingdom,-0.45396811458636993,GDELT,Trade War Begins,longer_pre
Vietnam,0.23334984777915577,GDELT,Trade War Begins,longer_pre
Australia,-0.28176895486767567,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
Belgium,0.07298117722351784,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
Brazil,-0.2789262305916907,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
Canada,-1.9338223707732927,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
France,-0.681155092671233,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
Germany,-0.5290040321569464,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
India,-0.11072443846516519,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
Indonesia,-0.19962642818636278,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
Iran,-0.5490426326169721,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
Italy,0.41005917282465076,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
Japan,-0.22650709559794382,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
Malaysia,0.4367850595378747,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
Mexico,0.04432273930077667,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
Netherlands,-0.10334728944964869,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
Philippines,-0.40031844776289566,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
Russia,-0.190374121878264,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
Saudi Arabia,0.3240355042890658,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
Singapore,-0.32000855971203923,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
South Korea,-0.28477647258012506,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
Spain,0.052803554432574284,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
Thailand,-0.09400146050573145,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
United Arab Emirates,0.4025368177004178,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
United Kingdom,-1.2275913652801358,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
Vietnam,-0.03961960876173037,GDELT,Huawei CFO Meng Wanzhou arrested,longer_pre
Australia,-0.4502790476911212,GDELT,US hikes tariffs on $200B goods,longer_pre
Belgium,0.06262040655970989,GDELT,US hikes tariffs on $200B goods,longer_pre
Brazil,-0.13445234773003364,GDELT,US hikes tariffs on $200B goods,longer_pre
Canada,-0.72210767767706,GDELT,US hikes tariffs on $200B goods,longer_pre
France,0.1646084924888221,GDELT,US hikes tariffs on $200B goods,longer_pre
Germany,0.3080714423425337,GDELT,US hikes tariffs on $200B goods,longer_pre
India,-0.12514749849204,GDELT,US hikes tariffs on $200B goods,longer_pre
Indonesia,0.363806166434344,GDELT,US hikes tariffs on $200B goods,longer_pre
Iran,-0.11105300791248712,GDELT,US hikes tariffs on $200B goods,longer_pre
Italy,-0.11688090131861584,GDELT,US hikes tariffs on $200B goods,longer_pre
Japan,0.23820845576148295,GDELT,US hikes tariffs on $200B goods,longer_pre
Malaysia,-0.7122959864210313,GDELT,US hikes tariffs on $200B goods,longer_pre
Mexico,0.1245911575815623,GDELT,US hikes tariffs on $200B goods,longer_pre
Netherlands,-0.025814215611529728,GDELT,US hikes tariffs on $200B goods,longer_pre
Philippines,-0.4458775367023535,GDELT,US hikes tariffs on $200B goods,longer_pre
Russia,0.524649973604213,GDELT,US hikes tariffs on $200B goods,longer_pre
Saudi Arabia,-0.17074997839984565,GDELT,US hikes tariffs on $200B goods,longer_pre
Singapore,0.1221851916134344,GDELT,US hikes tariffs on $200B goods,longer_pre
South Korea,-0.2904650485962509,GDELT,US hikes tariffs on $200B goods,longer_pre
Spain,-0.31440964733732135,GDELT,US hikes tariffs on $200B goods,longer_pre
Thailand,0.22869152466422896,GDELT,US hikes tariffs on $200B goods,longer_pre
United Arab Emirates,0.2764313376784102,GDELT,US hikes tariffs on $200B goods,longer_pre
United Kingdom,-0.5729916758917684,GDELT,US hikes tariffs on $200B goods,longer_pre
Vietnam,-0.13194140161003548,GDELT,US hikes tariffs on $200B goods,longer_pre
Australia,-0.45880503701149183,GDELT,US-China Phase One deal signed,longer_pre
Belgium,-0.21425981857006618,GDELT,US-China Phase One deal signed,longer_pre
Brazil,-0.6552698248704255,GDELT,US-China Phase One deal signed,longer_pre
Canada,0.5619005854196272,GDELT,US-China Phase One deal signed,longer_pre
France,-1.0064957133058117,GDELT,US-China Phase One deal signed,longer_pre
Germany,-0.700099555775225,GDELT,US-China Phase One deal signed,longer_pre
India,-0.8825528093321795,GDELT,US-China Phase One deal signed,longer_pre
Indonesia,-0.6755276239724398,GDELT,US-China Phase One deal signed,longer_pre
Iran,-0.6063501930054839,GDELT,US-China Phase One deal signed,longer_pre
Italy,-0.38395077179000736,GDELT,US-China Phase One deal signed,longer_pre
Japan,-0.5731963965207426,GDELT,US-China Phase One deal signed,longer_pre
Malaysia,-0.3072179962637689,GDELT,US-China Phase One deal signed,longer_pre
Mexico,-0.6121823788819402,GDELT,US-China Phase One deal signed,longer_pre
Netherlands,-0.06004412399161989,GDELT,US-China Phase One deal signed,longer_pre
Philippines,-0.13224036901231107,GDELT,US-China Phase One deal signed,longer_pre
Russia,-1.072539824775673,GDELT,US-China Phase One deal signed,longer_pre
Saudi Arabia,-0.03745247279227115,GDELT,US-China Phase One deal signed,longer_pre
Singapore,-0.6456466092440809,GDELT,US-China Phase One deal signed,longer_pre
South Korea,-0.26989354635547286,GDELT,US-China Phase One deal signed,longer_pre
Spain,0.2401869963999775,GDELT,US-China Phase One deal signed,longer_pre
Thailand,-0.283080202931609,GDELT,US-China Phase One deal signed,longer_pre
United Arab Emirates,-0.38102424052807654,GDELT,US-China Phase One deal signed,longer_pre
United Kingdom,-0.37812154103083934,GDELT,US-China Phase One deal signed,longer_pre
Vietnam,-0.3623175339465585,GDELT,US-China Phase One deal signed,longer_pre
Australia,-0.8654080192464373,GDELT,COVID-19 Blame,longer_pre
Belgium,-0.6030084727531613,GDELT,COVID-19 Blame,longer_pre
Brazil,-0.6625313584722448,GDELT,COVID-19 Blame,longer_pre
Canada,0.15485460369565113,GDELT,COVID-19 Blame,longer_pre
France,-0.9499076718602881,GDELT,COVID-19 Blame,longer_pre
Germany,-0.5274906123175304,GDELT,COVID-19 Blame,longer_pre
India,-1.372243166499693,GDELT,COVID-19 Blame,longer_pre
Indonesia,-0.4029015950856979,GDELT,COVID-19 Blame,longer_pre
Iran,-0.31552869043700493,GDELT,COVID-19 Blame,longer_pre
Italy,0.21320373131636858,GDELT,COVID-19 Blame,longer_pre
Japan,-0.8499292809470819,GDELT,COVID-19 Blame,longer_pre
Malaysia,-0.2338971106413736,GDELT,COVID-19 Blame,longer_pre
Mexico,-0.9652113103577985,GDELT,COVID-19 Blame,longer_pre
Netherlands,0.05040648405708859,GDELT,COVID-19 Blame,longer_pre
Philippines,-0.16844593339506378,GDELT,COVID-19 Blame,longer_pre
Russia,-0.7950157488023165,GDELT,COVID-19 Blame,longer_pre
Saudi Arabia,0.6654770203741508,GDELT,COVID-19 Blame,longer_pre
Singapore,-0.31153476452340756,GDELT,COVID-19 Blame,longer_pre
South Korea,-0.12556044106959466,GDELT,COVID-19 Blame,longer_pre
Spain,0.6160476988786058,GDELT,COVID-19 Blame,longer_pre
Thailand,-0.7665298104043093,GDELT,COVID-19 Blame,longer_pre
United Arab Emirates,-0.39080670892006913,GDELT,COVID-19 Blame,longer_pre
United Kingdom,-0.47273428631092196,GDELT,COVID-19 Blame,longer_pre
Vietnam,-0.5910488470169802,GDELT,COVID-19 Blame,longer_pre
Australia,0.006137429505428203,GDELT,Anchorage Talks,longer_pre
Belgium,-0.16235050124897513,GDELT,Anchorage Talks,longer_pre
Brazil,0.18041244397727055,GDELT,Anchorage Talks,longer_pre
Canada,-0.5275157253731202,GDELT,Anchorage Talks,longer_pre
France,0.44019927166177675,GDELT,Anchorage Talks,longer_pre
Germany,0.28948661477376914,GDELT,Anchorage Talks,longer_pre
India,0.550613512810365,GDELT,Anchorage Talks,longer_pre
Indonesia,0.3405094297441784,GDELT,Anchorage Talks,longer_pre
Iran,0.7996508620283791,GDELT,Anchorage Talks,longer_pre
Italy,-0.1418176875810065,GDELT,Anchorage Talks,longer_pre
Japan,-0.48628498674967086,GDELT,Anchorage Talks,longer_pre
Malaysia,-0.12788169478469538,GDELT,Anchorage Talks,longer_pre
Mexico,0.2686912165427414,GDELT,Anchorage Talks,longer_pre
Netherlands,-0.33165428974570793,GDELT,Anchorage Talks,longer_pre
Philippines,-0.046452467667947174,GDELT,Anchorage Talks,longer_pre
Russia,0.9950638930830047,GDELT,Anchorage Talks,longer_pre
Saudi Arabia,0.002997516225015376,GDELT,Anchorage Talks,longer_pre
Singapore,-0.07424864853654921,GDELT,Anchorage Talks,longer_pre
South Korea,0.009837422649743336,GDELT,Anchorage Talks,longer_pre
Spain,-0.19734900979132167,GDELT,Anchorage Talks,longer_pre
Thailand,-0.43502222049853695,GDELT,Anchorage Talks,longer_pre
United Arab Emirates,-0.45866842022045656,GDELT,Anchorage Talks,longer_pre
United Kingdom,0.09962760401280203,GDELT,Anchorage Talks,longer_pre
Vietnam,-0.24452406293659928,GDELT,Anchorage Talks,longer_pre
Australia,0.8661837595171616,GDELT,Pelosi visits Taiwan,longer_pre
Belgium,0.3028819342544353,GDELT,Pelosi visits Taiwan,longer_pre
Brazil,0.38520922571115895,GDELT,Pelosi visits Taiwan,longer_pre
Canada,0.5299193808651532,GDELT,Pelosi visits Taiwan,longer_pre
France,-0.07493819264616818,GDELT,Pelosi visits Taiwan,longer_pre
Germany,-0.6096134290585337,GDELT,Pelosi visits Taiwan,longer_pre
India,-0.26097811114427466,GDELT,Pelosi visits Taiwan,longer_pre
Indonesia,0.3267715680783907,GDELT,Pelosi visits Taiwan,longer_pre
Iran,-0.7719078079171255,GDELT,Pelosi visits Taiwan,longer_pre
Italy,0.24503115769591305,GDELT,Pelosi visits Taiwan,longer_pre
Japan,-0.2600110382416708,GDELT,Pelosi visits Taiwan,longer_pre
Malaysia,0.11466805763761004,GDELT,Pelosi visits Taiwan,longer_pre
Mexico,0.22655049558149545,GDELT,Pelosi visits Taiwan,longer_pre
Netherlands,0.40986954811513054,GDELT,Pelosi visits Taiwan,longer_pre
Philippines,0.20766088215369205,GDELT,Pelosi visits Taiwan,longer_pre
Russia,-0.0030294428426637893,GDELT,Pelosi visits Taiwan,longer_pre
Saudi Arabia,0.13202094699359018,GDELT,Pelosi visits Taiwan,longer_pre
Singapore,0.39634068135563977,GDELT,Pelosi visits Taiwan,longer_pre
South Korea,-0.07308495012773696,GDELT,Pelosi visits Taiwan,longer_pre
Spain,0.2813004546508215,GDELT,Pelosi visits Taiwan,longer_pre
Thailand,1.8477010320710114,GDELT,Pelosi visits Taiwan,longer_pre
United Arab Emirates,0.5456584296342919,GDELT,Pelosi visits Taiwan,longer_pre
United Kingdom,-0.03817126988988011,GDELT,Pelosi visits Taiwan,longer_pre
Vietnam,0.6710803049840881,GDELT,Pelosi visits Taiwan,longer_pre
Australia,0.2089909396790079,GDELT,Biden hikes tariffs on China EVs,longer_pre
Belgium,-0.1572490530794827,GDELT,Biden hikes tariffs on China EVs,longer_pre
Brazil,-0.47110743560473745,GDELT,Biden hikes tariffs on China EVs,longer_pre
Canada,-0.013239549550077787,GDELT,Biden hikes tariffs on China EVs,longer_pre
France,-0.6433979010219651,GDELT,Biden hikes tariffs on China EVs,longer_pre
Germany,-0.8707671355690224,GDELT,Biden hikes tariffs on China EVs,longer_pre
India,0.15144858719370646,GDELT,Biden hikes tariffs on China EVs,longer_pre
Indonesia,-0.36462321070512976,GDELT,Biden hikes tariffs on China EVs,longer_pre
Iran,0.0011526043456161167,GDELT,Biden hikes tariffs on China EVs,longer_pre
Italy,-0.43805781572724845,GDELT,Biden hikes tariffs on China EVs,longer_pre
Japan,-0.03175278451692692,GDELT,Biden hikes tariffs on China EVs,longer_pre
Malaysia,0.0530768390377772,GDELT,Biden hikes tariffs on China EVs,longer_pre
Mexico,0.20670469280860934,GDELT,Biden hikes tariffs on China EVs,longer_pre
Netherlands,-0.518472489000281,GDELT,Biden hikes tariffs on China EVs,longer_pre
Philippines,-0.7442860186623085,GDELT,Biden hikes tariffs on China EVs,longer_pre
Russia,0.047911159506944447,GDELT,Biden hikes tariffs on China EVs,longer_pre
Saudi Arabia,0.19304257633117472,GDELT,Biden hikes tariffs on China EVs,longer_pre
Singapore,-0.22003336100239967,GDELT,Biden hikes tariffs on China EVs,longer_pre
South Korea,0.5757046392962767,GDELT,Biden hikes tariffs on China EVs,longer_pre
Spain,-0.03490622436161105,GDELT,Biden hikes tariffs on China EVs,longer_pre
Thailand,0.1342100478301645,GDELT,Biden hikes tariffs on China EVs,longer_pre
United Arab Emirates,-0.30029485107423143,GDELT,Biden hikes tariffs on China EVs,longer_pre
United Kingdom,-0.16116733637385444,GDELT,Biden hikes tariffs on China EVs,longer_pre
Vietnam,-0.2967863018969341,GDELT,Biden hikes tariffs on China EVs,longer_pre
Australia,-0.13604936907499968,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
Belgium,0.267960450415322,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
Brazil,-0.15420250849034237,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
Canada,0.43914354506492154,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
France,-0.16755845241669792,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
Germany,-0.08850157802549109,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
India,0.0447236293420868,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
Indonesia,0.2663093624835297,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
Iran,-0.20191614079627657,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
Italy,-0.0749371089136554,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
Japan,-0.029400318411456516,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
Malaysia,0.36697639956834727,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
Mexico,0.455102780349673,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
Netherlands,0.07529782835037876,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
Philippines,0.007658251865921585,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
Russia,-0.24745758185790617,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
Saudi Arabia,-0.1503320504064802,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
Singapore,-0.18689469005701068,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
South Korea,0.027671489609267273,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
Spain,0.06952082095787307,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
Thailand,-0.7036090941575929,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
United Arab Emirates,-0.1287257800932543,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
United Kingdom,0.34477454406190555,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
Vietnam,0.3453234978405489,GDELT,US-China reciprocal tariff war escalates in April 2025,longer_pre
Australia,-0.2504154233223577,GDELT,China-US economic and trade talks held in Madrid,longer_pre
Belgium,0.424732683258442,GDELT,China-US economic and trade talks held in Madrid,longer_pre
Brazil,0.11999586006753135,GDELT,China-US economic and trade talks held in Madrid,longer_pre
Canada,0.649056287760112,GDELT,China-US economic and trade talks held in Madrid,longer_pre
France,-0.6201300443592019,GDELT,China-US economic and trade talks held in Madrid,longer_pre
Germany,-0.258445458983252,GDELT,China-US economic and trade talks held in Madrid,longer_pre
India,-0.10564891912251033,GDELT,China-US economic and trade talks held in Madrid,longer_pre
Indonesia,0.0030791868493802166,GDELT,China-US economic and trade talks held in Madrid,longer_pre
Iran,0.5044159550571319,GDELT,China-US economic and trade talks held in Madrid,longer_pre
Italy,-0.3189051354235291,GDELT,China-US economic and trade talks held in Madrid,longer_pre
Japan,-0.3475954493395052,GDELT,China-US economic and trade talks held in Madrid,longer_pre
Malaysia,0.28760105761866467,GDELT,China-US economic and trade talks held in Madrid,longer_pre
Mexico,-0.010058239976895101,GDELT,China-US economic and trade talks held in Madrid,longer_pre
Netherlands,-0.4842988163290153,GDELT,China-US economic and trade talks held in Madrid,longer_pre
Philippines,-0.0685125509533141,GDELT,China-US economic and trade talks held in Madrid,longer_pre
Russia,-0.07646550684552708,GDELT,China-US economic and trade talks held in Madrid,longer_pre
Saudi Arabia,-0.3560586155531834,GDELT,China-US economic and trade talks held in Madrid,longer_pre
Singapore,0.8635185442298441,GDELT,China-US economic and trade talks held in Madrid,longer_pre
South Korea,0.5736528718211724,GDELT,China-US economic and trade talks held in Madrid,longer_pre
Spain,0.06736578842089748,GDELT,China-US economic and trade talks held in Madrid,longer_pre
Thailand,-0.2786283769143001,GDELT,China-US economic and trade talks held in Madrid,longer_pre
United Arab Emirates,0.1649644141955764,GDELT,China-US economic and trade talks held in Madrid,longer_pre
United Kingdom,-0.41535522462742624,GDELT,China-US economic and trade talks held in Madrid,longer_pre
Vietnam,0.15246648188947706,GDELT,China-US economic and trade talks held in Madrid,longer_pre
Australia,-0.24384818854279477,ICEWS,Financial Crisis Cooperation,longer_pre
Belgium,0.39486753660182944,ICEWS,Financial Crisis Cooperation,longer_pre
Brazil,0.3568024627363669,ICEWS,Financial Crisis Cooperation,longer_pre
Canada,-0.2968459160462152,ICEWS,Financial Crisis Cooperation,longer_pre
France,-0.38973917170044925,ICEWS,Financial Crisis Cooperation,longer_pre
Germany,0.8517961423951333,ICEWS,Financial Crisis Cooperation,longer_pre
India,-0.005975453630250578,ICEWS,Financial Crisis Cooperation,longer_pre
Indonesia,0.4595980467739178,ICEWS,Financial Crisis Cooperation,longer_pre
Iran,0.2042824451762013,ICEWS,Financial Crisis Cooperation,longer_pre
Italy,-0.0034422674465108194,ICEWS,Financial Crisis Cooperation,longer_pre
Japan,-0.16133562740451377,ICEWS,Financial Crisis Cooperation,longer_pre
Malaysia,-0.06224703478921732,ICEWS,Financial Crisis Cooperation,longer_pre
Mexico,-0.7720120233829466,ICEWS,Financial Crisis Cooperation,longer_pre
Netherlands,0.2064872551336631,ICEWS,Financial Crisis Cooperation,longer_pre
Philippines,-0.42804073014734906,ICEWS,Financial Crisis Cooperation,longer_pre
Russia,-0.2087481500415092,ICEWS,Financial Crisis Cooperation,longer_pre
Saudi Arabia,-0.06160520056236888,ICEWS,Financial Crisis Cooperation,longer_pre
Singapore,-0.07296409595239046,ICEWS,Financial Crisis Cooperation,longer_pre
South Korea,-0.05445480910995414,ICEWS,Financial Crisis Cooperation,longer_pre
Spain,0.7287957444540623,ICEWS,Financial Crisis Cooperation,longer_pre
Thailand,-0.4033790696003525,ICEWS,Financial Crisis Cooperation,longer_pre
United Arab Emirates,0.1754728903389182,ICEWS,Financial Crisis Cooperation,longer_pre
United Kingdom,0.048122105496412125,ICEWS,Financial Crisis Cooperation,longer_pre
