country,avg_shock,db,node,config
Mexico,-1.4004112049864672,ICEWS,Financial Crisis Cooperation,baseline
Netherlands,-0.14119033850953086,ICEWS,Financial Crisis Cooperation,baseline
Philippines,-0.16789173970811147,ICEWS,Financial Crisis Cooperation,baseline
Russia,0.08963141152755814,ICEWS,Financial Crisis Cooperation,baseline
Saudi Arabia,-0.5200101993993606,ICEWS,Financial Crisis Cooperation,baseline
Singapore,0.3750650589570918,ICEWS,Financial Crisis Cooperation,baseline
South Korea,-0.018258874152967165,ICEWS,Financial Crisis Cooperation,baseline
Spain,0.6653653143579359,ICEWS,Financial Crisis Cooperation,baseline
Thailand,-0.08759155794890196,ICEWS,Financial Crisis Cooperation,baseline
United Arab Emirates,0.8424098782568136,ICEWS,Financial Crisis Cooperation,baseline
United Kingdom,0.08887140891853314,ICEWS,Financial Crisis Cooperation,baseline
Vietnam,0.09077754700150999,ICEWS,Financial Crisis Cooperation,baseline
Australia,-0.8132123566611126,ICEWS,Pivot to Asia announced,baseline
Belgium,-0.08643768380411479,ICEWS,Pivot to Asia announced,baseline
Brazil,-0.3174220639418471,ICEWS,Pivot to Asia announced,baseline
Canada,-0.009446811817236587,ICEWS,Pivot to Asia announced,baseline
France,0.24191662665375896,ICEWS,Pivot to Asia announced,baseline
Germany,1.3253903710316393,ICEWS,Pivot to Asia announced,baseline
India,0.07109043062148143,ICEWS,Pivot to Asia announced,baseline
Indonesia,0.5720442045788742,ICEWS,Pivot to Asia announced,baseline
Iran,-0.3472233482974123,ICEWS,Pivot to Asia announced,baseline
Italy,-0.6525367238378513,ICEWS,Pivot to Asia announced,baseline
Japan,-0.15093429632111288,ICEWS,Pivot to Asia announced,baseline
Malaysia,0.004109035647604461,ICEWS,Pivot to Asia announced,baseline
Mexico,0.8155808762073304,ICEWS,Pivot to Asia announced,baseline
Netherlands,-1.5211254022829697,ICEWS,Pivot to Asia announced,baseline
Philippines,-0.6896015579242553,ICEWS,Pivot to Asia announced,baseline
Russia,-0.35640177207348134,ICEWS,Pivot to Asia announced,baseline
Saudi Arabia,0.13897803015675458,ICEWS,Pivot to Asia announced,baseline
Singapore,-0.6078858273368235,ICEWS,Pivot to Asia announced,baseline
South Korea,-0.7463515740633453,ICEWS,Pivot to Asia announced,baseline
Spain,0.39190886449786344,ICEWS,Pivot to Asia announced,baseline
Thailand,1.3621193676816725,ICEWS,Pivot to Asia announced,baseline
United Arab Emirates,0.22757699529286732,ICEWS,Pivot to Asia announced,baseline
United Kingdom,0.5243800719869525,ICEWS,Pivot to Asia announced,baseline
Vietnam,0.7563907451684094,ICEWS,Pivot to Asia announced,baseline
Australia,0.9688776821850981,ICEWS,South China Sea Arbitration Ruling,baseline
Belgium,1.1471974044500859,ICEWS,South China Sea Arbitration Ruling,baseline
Brazil,0.12335989622254578,ICEWS,South China Sea Arbitration Ruling,baseline
Canada,0.5669984920781266,ICEWS,South China Sea Arbitration Ruling,baseline
France,0.7837599046929038,ICEWS,South China Sea Arbitration Ruling,baseline
Germany,0.8358422039160671,ICEWS,South China Sea Arbitration Ruling,baseline
India,0.278462707054525,ICEWS,South China Sea Arbitration Ruling,baseline
Indonesia,0.545895502791833,ICEWS,South China Sea Arbitration Ruling,baseline
Iran,-0.0766918694261842,ICEWS,South China Sea Arbitration Ruling,baseline
Italy,-0.1479763958694447,ICEWS,South China Sea Arbitration Ruling,baseline
Japan,-0.7858863839269782,ICEWS,South China Sea Arbitration Ruling,baseline
Malaysia,-0.049318832308794296,ICEWS,South China Sea Arbitration Ruling,baseline
Mexico,0.16777840763373875,ICEWS,South China Sea Arbitration Ruling,baseline
Netherlands,-2.394626822375868,ICEWS,South China Sea Arbitration Ruling,baseline
Philippines,1.191551065750599,ICEWS,South China Sea Arbitration Ruling,baseline
Russia,-0.4435040201609746,ICEWS,South China Sea Arbitration Ruling,baseline
Saudi Arabia,0.3483414168593157,ICEWS,South China Sea Arbitration Ruling,baseline
Singapore,-0.5420435441922807,ICEWS,South China Sea Arbitration Ruling,baseline
South Korea,-0.7112300224665581,ICEWS,South China Sea Arbitration Ruling,baseline
Spain,0.6775467535640054,ICEWS,South China Sea Arbitration Ruling,baseline
Thailand,1.938762564517022,ICEWS,South China Sea Arbitration Ruling,baseline
United Arab Emirates,0.20390721842635592,ICEWS,South China Sea Arbitration Ruling,baseline
United Kingdom,0.24097403458558012,ICEWS,South China Sea Arbitration Ruling,baseline
Vietnam,0.40625406210292364,ICEWS,South China Sea Arbitration Ruling,baseline
Australia,-0.21662507101712675,ICEWS,Steel/aluminum tariffs imposed,baseline
Belgium,0.3435167263965739,ICEWS,Steel/aluminum tariffs imposed,baseline
Brazil,-0.9702240553766651,ICEWS,Steel/aluminum tariffs imposed,baseline
Canada,-0.9774681264916845,ICEWS,Steel/aluminum tariffs imposed,baseline
France,-0.26115265903732315,ICEWS,Steel/aluminum tariffs imposed,baseline
Germany,0.7482834310001408,ICEWS,Steel/aluminum tariffs imposed,baseline
India,0.57995996781162,ICEWS,Steel/aluminum tariffs imposed,baseline
Indonesia,0.28760972266314794,ICEWS,Steel/aluminum tariffs imposed,baseline
Iran,-0.03554211575645501,ICEWS,Steel/aluminum tariffs imposed,baseline
Italy,0.050628265399172666,ICEWS,Steel/aluminum tariffs imposed,baseline
Japan,0.062110070658100903,ICEWS,Steel/aluminum tariffs imposed,baseline
Malaysia,0.7768176512750679,ICEWS,Steel/aluminum tariffs imposed,baseline
Mexico,-0.2616299566909083,ICEWS,Steel/aluminum tariffs imposed,baseline
Netherlands,-0.4640688800903863,ICEWS,Steel/aluminum tariffs imposed,baseline
Philippines,-0.3025422793227554,ICEWS,Steel/aluminum tariffs imposed,baseline
Russia,0.1914485584480839,ICEWS,Steel/aluminum tariffs imposed,baseline
Saudi Arabia,1.225493312913173,ICEWS,Steel/aluminum tariffs imposed,baseline
Singapore,0.344448756133828,ICEWS,Steel/aluminum tariffs imposed,baseline
South Korea,0.2581193218432334,ICEWS,Steel/aluminum tariffs imposed,baseline
Spain,-1.2259201048210797,ICEWS,Steel/aluminum tariffs imposed,baseline
Thailand,-0.8326586926462022,ICEWS,Steel/aluminum tariffs imposed,baseline
United Arab Emirates,-0.7119034530715352,ICEWS,Steel/aluminum tariffs imposed,baseline
United Kingdom,-0.35687057859555094,ICEWS,Steel/aluminum tariffs imposed,baseline
Vietnam,-0.3165441997797271,ICEWS,Steel/aluminum tariffs imposed,baseline
Australia,0.1436427648476091,ICEWS,US bans ZTE from tech exports,baseline
Belgium,0.43859345796183147,ICEWS,US bans ZTE from tech exports,baseline
Brazil,-0.7996788621271728,ICEWS,US bans ZTE from tech exports,baseline
Canada,-0.47052164011846526,ICEWS,US bans ZTE from tech exports,baseline
France,-0.6277015701354883,ICEWS,US bans ZTE from tech exports,baseline
Germany,0.9233387631904625,ICEWS,US bans ZTE from tech exports,baseline
India,0.4837169096207058,ICEWS,US bans ZTE from tech exports,baseline
Indonesia,-0.031229172128305314,ICEWS,US bans ZTE from tech exports,baseline
Iran,0.012855667021146353,ICEWS,US bans ZTE from tech exports,baseline
Italy,0.29631957191600633,ICEWS,US bans ZTE from tech exports,baseline
Japan,0.15051741702987137,ICEWS,US bans ZTE from tech exports,baseline
Malaysia,0.8655297402846669,ICEWS,US bans ZTE from tech exports,baseline
Mexico,-0.12954046763053326,ICEWS,US bans ZTE from tech exports,baseline
Netherlands,-0.36055156809125727,ICEWS,US bans ZTE from tech exports,baseline
Philippines,-0.35769480120007197,ICEWS,US bans ZTE from tech exports,baseline
Russia,0.3004422188244906,ICEWS,US bans ZTE from tech exports,baseline
Saudi Arabia,1.0941790666802833,ICEWS,US bans ZTE from tech exports,baseline
Singapore,0.0023223805895624277,ICEWS,US bans ZTE from tech exports,baseline
South Korea,0.06634096512214858,ICEWS,US bans ZTE from tech exports,baseline
Spain,-1.221371542675379,ICEWS,US bans ZTE from tech exports,baseline
Thailand,-0.5855262352763995,ICEWS,US bans ZTE from tech exports,baseline
United Arab Emirates,-0.3936519853938935,ICEWS,US bans ZTE from tech exports,baseline
United Kingdom,-0.9359755793814195,ICEWS,US bans ZTE from tech exports,baseline
Vietnam,-0.2157387776929814,ICEWS,US bans ZTE from tech exports,baseline
Australia,0.5082807158044816,ICEWS,Trade War Begins,baseline
Belgium,0.2841610696665614,ICEWS,Trade War Begins,baseline
Brazil,-0.2970392658927511,ICEWS,Trade War Begins,baseline
Canada,0.13684923132184162,ICEWS,Trade War Begins,baseline
France,-0.7396584477615881,ICEWS,Trade War Begins,baseline
Germany,-0.3650180535409421,ICEWS,Trade War Begins,baseline
India,-0.38834394435547354,ICEWS,Trade War Begins,baseline
Indonesia,0.5491986022731133,ICEWS,Trade War Begins,baseline
Iran,-0.5003695936480322,ICEWS,Trade War Begins,baseline
Italy,0.40514723624618976,ICEWS,Trade War Begins,baseline
Japan,-0.5507756459682027,ICEWS,Trade War Begins,baseline
Malaysia,-0.6179846536391473,ICEWS,Trade War Begins,baseline
Mexico,-0.15966861699172633,ICEWS,Trade War Begins,baseline
Netherlands,-0.15573577957587226,ICEWS,Trade War Begins,baseline
Philippines,0.23508954373282853,ICEWS,Trade War Begins,baseline
Russia,0.07131690547934856,ICEWS,Trade War Begins,baseline
Saudi Arabia,0.9148753814252681,ICEWS,Trade War Begins,baseline
Singapore,0.1981404918606462,ICEWS,Trade War Begins,baseline
South Korea,-0.6301160896138819,ICEWS,Trade War Begins,baseline
Spain,-0.255086399494125,ICEWS,Trade War Begins,baseline
Thailand,-0.2690733479950035,ICEWS,Trade War Begins,baseline
United Arab Emirates,0.5049281394886139,ICEWS,Trade War Begins,baseline
United Kingdom,-1.618444585354435,ICEWS,Trade War Begins,baseline
Vietnam,0.5460485281509991,ICEWS,Trade War Begins,baseline
Australia,-0.35739519027949546,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
Belgium,0.47510249905947427,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
Brazil,-0.47122813317945805,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
Canada,-1.5991984533660042,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
France,-0.25765514421466734,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
Germany,-0.9023121177379219,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
India,-0.30583254076230665,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
Indonesia,-0.027017214691117224,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
Iran,-0.22585903491474912,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
Italy,0.1286084353644083,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
Japan,-0.16018390371063626,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
Malaysia,0.4708774739989018,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
Mexico,0.42373687592277137,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
Netherlands,0.19561910271986124,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
Philippines,-0.23082077352226588,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
Russia,-0.35767626218271087,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
Saudi Arabia,0.6976239652844424,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
Singapore,-0.12163737179284596,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
South Korea,0.05336074502016043,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
Spain,0.2478167881575079,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
Thailand,0.5089493518307677,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
United Arab Emirates,-0.4371623293745506,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
United Kingdom,-0.45557675188945046,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
Vietnam,0.049059020528493244,ICEWS,Huawei CFO Meng Wanzhou arrested,baseline
Australia,-0.4293731075491597,ICEWS,US hikes tariffs on $200B goods,baseline
Belgium,0.20097296941587764,ICEWS,US hikes tariffs on $200B goods,baseline
Brazil,0.08450279208743695,ICEWS,US hikes tariffs on $200B goods,baseline
Canada,-0.675308566748521,ICEWS,US hikes tariffs on $200B goods,baseline
France,0.3784250348465426,ICEWS,US hikes tariffs on $200B goods,baseline
Germany,0.4058209244271932,ICEWS,US hikes tariffs on $200B goods,baseline
India,0.5154707951718738,ICEWS,US hikes tariffs on $200B goods,baseline
Indonesia,-0.7255958315991559,ICEWS,US hikes tariffs on $200B goods,baseline
Iran,1.0419237704594955,ICEWS,US hikes tariffs on $200B goods,baseline
Italy,-0.36762406561658945,ICEWS,US hikes tariffs on $200B goods,baseline
Japan,1.3133845980577294,ICEWS,US hikes tariffs on $200B goods,baseline
Malaysia,-0.4334961090329777,ICEWS,US hikes tariffs on $200B goods,baseline
Mexico,0.24707242926076053,ICEWS,US hikes tariffs on $200B goods,baseline
Netherlands,-0.37490008423931126,ICEWS,US hikes tariffs on $200B goods,baseline
Philippines,-0.3406464275046533,ICEWS,US hikes tariffs on $200B goods,baseline
Russia,0.1421887162745206,ICEWS,US hikes tariffs on $200B goods,baseline
Saudi Arabia,0.2825709073260506,ICEWS,US hikes tariffs on $200B goods,baseline
Singapore,-0.1603775439088103,ICEWS,US hikes tariffs on $200B goods,baseline
South Korea,0.3681386543250093,ICEWS,US hikes tariffs on $200B goods,baseline
Spain,-0.6769043425340511,ICEWS,US hikes tariffs on $200B goods,baseline
Thailand,-0.4511741238388857,ICEWS,US hikes tariffs on $200B goods,baseline
United Arab Emirates,-0.8940876603440426,ICEWS,US hikes tariffs on $200B goods,baseline
United Kingdom,0.4020977734729277,ICEWS,US hikes tariffs on $200B goods,baseline
Vietnam,-0.6426520980812771,ICEWS,US hikes tariffs on $200B goods,baseline
Australia,-0.8464205925927235,ICEWS,US-China Phase One deal signed,baseline
Belgium,0.19584721585698334,ICEWS,US-China Phase One deal signed,baseline
Brazil,-0.7893673210520478,ICEWS,US-China Phase One deal signed,baseline
Canada,1.0147132386687479,ICEWS,US-China Phase One deal signed,baseline
France,-0.5254798961943531,ICEWS,US-China Phase One deal signed,baseline
Germany,-0.5995969062933588,ICEWS,US-China Phase One deal signed,baseline
India,-0.7177876276199657,ICEWS,US-China Phase One deal signed,baseline
Indonesia,-0.5013312840877601,ICEWS,US-China Phase One deal signed,baseline
Iran,-0.0754377133580069,ICEWS,US-China Phase One deal signed,baseline
Italy,0.1292246200095997,ICEWS,US-China Phase One deal signed,baseline
Japan,-0.35750888541608505,ICEWS,US-China Phase One deal signed,baseline
Malaysia,-0.1413014807282707,ICEWS,US-China Phase One deal signed,baseline
Mexico,0.2752778018407168,ICEWS,US-China Phase One deal signed,baseline
Netherlands,-0.484143104041379,ICEWS,US-China Phase One deal signed,baseline
Philippines,-0.33794343217048795,ICEWS,US-China Phase One deal signed,baseline
Russia,0.007593337060056438,ICEWS,US-China Phase One deal signed,baseline
Saudi Arabia,0.8506098598572892,ICEWS,US-China Phase One deal signed,baseline
Singapore,-0.29759588313151336,ICEWS,US-China Phase One deal signed,baseline
South Korea,-0.06881940302798713,ICEWS,US-China Phase One deal signed,baseline
Spain,-0.19680701483216126,ICEWS,US-China Phase One deal signed,baseline
Thailand,-0.004627217932291467,ICEWS,US-China Phase One deal signed,baseline
United Arab Emirates,0.6605236733761904,ICEWS,US-China Phase One deal signed,baseline
United Kingdom,0.15784337835343565,ICEWS,US-China Phase One deal signed,baseline
Vietnam,-0.6905799429403523,ICEWS,US-China Phase One deal signed,baseline
Australia,-1.2194476112176025,ICEWS,COVID-19 Blame,baseline
Belgium,0.2048600852146778,ICEWS,COVID-19 Blame,baseline
Brazil,-1.3004691198980396,ICEWS,COVID-19 Blame,baseline
Canada,0.551945414337419,ICEWS,COVID-19 Blame,baseline
France,-0.3226063149409584,ICEWS,COVID-19 Blame,baseline
Germany,-0.9283635586249843,ICEWS,COVID-19 Blame,baseline
India,-1.0605634727676432,ICEWS,COVID-19 Blame,baseline
Indonesia,9.843227443186839e-4,ICEWS,COVID-19 Blame,baseline
Iran,-0.26897560111784163,ICEWS,COVID-19 Blame,baseline
Italy,0.5497232053904737,ICEWS,COVID-19 Blame,baseline
Japan,-0.2802468019685094,ICEWS,COVID-19 Blame,baseline
Malaysia,0.08221939058464246,ICEWS,COVID-19 Blame,baseline
Mexico,-0.25237629507302806,ICEWS,COVID-19 Blame,baseline
Netherlands,0.02104288009593924,ICEWS,COVID-19 Blame,baseline
Philippines,-0.14919394798138577,ICEWS,COVID-19 Blame,baseline
Russia,-0.3345176071562678,ICEWS,COVID-19 Blame,baseline
Saudi Arabia,0.2806917585788277,ICEWS,COVID-19 Blame,baseline
Singapore,-0.545887042214239,ICEWS,COVID-19 Blame,baseline
South Korea,0.008166316380424208,ICEWS,COVID-19 Blame,baseline
Spain,-0.2533264795647773,ICEWS,COVID-19 Blame,baseline
Thailand,-0.3683226365196178,ICEWS,COVID-19 Blame,baseline
United Arab Emirates,1.2762003581800019,ICEWS,COVID-19 Blame,baseline
United Kingdom,-0.5445073715223108,ICEWS,COVID-19 Blame,baseline
Vietnam,-1.452621526535904,ICEWS,COVID-19 Blame,baseline
Australia,0.6028795554889023,ICEWS,Anchorage Talks,baseline
Belgium,-1.1573745729885379,ICEWS,Anchorage Talks,baseline
Brazil,-0.240934761818213,ICEWS,Anchorage Talks,baseline
Canada,-0.3232825710220342,ICEWS,Anchorage Talks,baseline
France,0.32870504830049796,ICEWS,Anchorage Talks,baseline
Germany,1.019100650166637,ICEWS,Anchorage Talks,baseline
India,0.49492246835611314,ICEWS,Anchorage Talks,baseline
Indonesia,-0.554051278751127,ICEWS,Anchorage Talks,baseline
Iran,-0.3630625508173284,ICEWS,Anchorage Talks,baseline
Italy,-0.3374083181539196,ICEWS,Anchorage Talks,baseline
Japan,-0.9316599264178467,ICEWS,Anchorage Talks,baseline
Malaysia,-0.6894326321147536,ICEWS,Anchorage Talks,baseline
Mexico,0.5349893104914906,ICEWS,Anchorage Talks,baseline
Netherlands,0.42930398391880464,ICEWS,Anchorage Talks,baseline
Philippines,-0.5305588649132083,ICEWS,Anchorage Talks,baseline
Russia,0.34761165924488374,ICEWS,Anchorage Talks,baseline
Saudi Arabia,1.3604738104021643,ICEWS,Anchorage Talks,baseline
Singapore,-0.05983476009306,ICEWS,Anchorage Talks,baseline
South Korea,-0.24578356551066247,ICEWS,Anchorage Talks,baseline
Spain,0.44752219395197623,ICEWS,Anchorage Talks,baseline
Thailand,1.0994748338331919,ICEWS,Anchorage Talks,baseline
United Arab Emirates,-0.47950016675702983,ICEWS,Anchorage Talks,baseline
United Kingdom,0.5169460740101581,ICEWS,Anchorage Talks,baseline
Vietnam,0.05056169004371048,ICEWS,Anchorage Talks,baseline
Australia,1.1807729317392543,ICEWS,Pelosi visits Taiwan,baseline
Belgium,0.35843655661332924,ICEWS,Pelosi visits Taiwan,baseline
Brazil,-0.2922680556308547,ICEWS,Pelosi visits Taiwan,baseline
Canada,-0.2957960189729482,ICEWS,Pelosi visits Taiwan,baseline
France,-0.012998845343308404,ICEWS,Pelosi visits Taiwan,baseline
Germany,-0.650570426105149,ICEWS,Pelosi visits Taiwan,baseline
India,-0.7657792186732539,ICEWS,Pelosi visits Taiwan,baseline
Indonesia,-0.5476374264412791,ICEWS,Pelosi visits Taiwan,baseline
Iran,0.46738557670298764,ICEWS,Pelosi visits Taiwan,baseline
Italy,-0.9743832127268776,ICEWS,Pelosi visits Taiwan,baseline
Japan,0.4569418765067648,ICEWS,Pelosi visits Taiwan,baseline
Malaysia,-1.6860022805540502,ICEWS,Pelosi visits Taiwan,baseline
Mexico,-0.12258883931645465,ICEWS,Pelosi visits Taiwan,baseline
Netherlands,-0.10768132959963463,ICEWS,Pelosi visits Taiwan,baseline
Philippines,-0.01215485935460319,ICEWS,Pelosi visits Taiwan,baseline
Russia,0.9170701081496522,ICEWS,Pelosi visits Taiwan,baseline
Saudi Arabia,-0.15370387338181743,ICEWS,Pelosi visits Taiwan,baseline
Singapore,-1.1073101476004343,ICEWS,Pelosi visits Taiwan,baseline
South Korea,0.4852600715052768,ICEWS,Pelosi visits Taiwan,baseline
Spain,0.043095327217823234,ICEWS,Pelosi visits Taiwan,baseline
Thailand,-0.6192550609330147,ICEWS,Pelosi visits Taiwan,baseline
United Arab Emirates,0.49718065916797566,ICEWS,Pelosi visits Taiwan,baseline
United Kingdom,-0.3143740773418005,ICEWS,Pelosi visits Taiwan,baseline
Vietnam,1.4555426298892231,ICEWS,Pelosi visits Taiwan,baseline
Australia,0,ICEWS,Biden hikes tariffs on China EVs,baseline
Belgium,0,ICEWS,Biden hikes tariffs on China EVs,baseline
Brazil,0,ICEWS,Biden hikes tariffs on China EVs,baseline
Canada,0,ICEWS,Biden hikes tariffs on China EVs,baseline
France,0,ICEWS,Biden hikes tariffs on China EVs,baseline
Germany,0,ICEWS,Biden hikes tariffs on China EVs,baseline
India,0,ICEWS,Biden hikes tariffs on China EVs,baseline
Indonesia,0,ICEWS,Biden hikes tariffs on China EVs,baseline
Iran,0,ICEWS,Biden hikes tariffs on China EVs,baseline
Italy,0,ICEWS,Biden hikes tariffs on China EVs,baseline
Japan,0,ICEWS,Biden hikes tariffs on China EVs,baseline
Malaysia,0,ICEWS,Biden hikes tariffs on China EVs,baseline
Mexico,0,ICEWS,Biden hikes tariffs on China EVs,baseline
Netherlands,0,ICEWS,Biden hikes tariffs on China EVs,baseline
Philippines,0,ICEWS,Biden hikes tariffs on China EVs,baseline
Russia,0,ICEWS,Biden hikes tariffs on China EVs,baseline
Saudi Arabia,0,ICEWS,Biden hikes tariffs on China EVs,baseline
Singapore,0,ICEWS,Biden hikes tariffs on China EVs,baseline
South Korea,0,ICEWS,Biden hikes tariffs on China EVs,baseline
Spain,0,ICEWS,Biden hikes tariffs on China EVs,baseline
Thailand,0,ICEWS,Biden hikes tariffs on China EVs,baseline
United Arab Emirates,0,ICEWS,Biden hikes tariffs on China EVs,baseline
United Kingdom,0,ICEWS,Biden hikes tariffs on China EVs,baseline
Vietnam,0,ICEWS,Biden hikes tariffs on China EVs,baseline
Australia,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
Belgium,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
Brazil,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
Canada,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
France,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
Germany,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
India,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
Indonesia,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
Iran,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
Italy,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
Japan,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
Malaysia,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
Mexico,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
Netherlands,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
Philippines,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
Russia,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
Saudi Arabia,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
Singapore,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
South Korea,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
Spain,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
Thailand,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
United Arab Emirates,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
United Kingdom,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
Vietnam,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,baseline
Australia,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
Belgium,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
Brazil,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
Canada,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
France,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
Germany,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
India,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
Indonesia,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
Iran,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
Italy,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
Japan,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
Malaysia,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
Mexico,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
Netherlands,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
Philippines,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
Russia,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
Saudi Arabia,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
Singapore,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
South Korea,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
Spain,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
Thailand,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
United Arab Emirates,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
United Kingdom,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
Vietnam,0,ICEWS,China-US economic and trade talks held in Madrid,baseline
Australia,0.35228602893467603,GDELT,Financial Crisis Cooperation,longer_pre
Belgium,-0.31798738673052007,GDELT,Financial Crisis Cooperation,longer_pre
Brazil,0.2560280956990156,GDELT,Financial Crisis Cooperation,longer_pre
Canada,0.390630391380221,GDELT,Financial Crisis Cooperation,longer_pre
France,-1.2773460482605665,GDELT,Financial Crisis Cooperation,longer_pre
Germany,0.40823962290634896,GDELT,Financial Crisis Cooperation,longer_pre
India,-0.047425320222776846,GDELT,Financial Crisis Cooperation,longer_pre
Indonesia,-0.6554698763405675,GDELT,Financial Crisis Cooperation,longer_pre
Iran,-0.2022491895814373,GDELT,Financial Crisis Cooperation,longer_pre
Italy,-0.3087807765788034,GDELT,Financial Crisis Cooperation,longer_pre
Japan,0.19056006537228581,GDELT,Financial Crisis Cooperation,longer_pre
Malaysia,-0.4754921522105478,GDELT,Financial Crisis Cooperation,longer_pre
Mexico,0.6359059448989572,GDELT,Financial Crisis Cooperation,longer_pre
Netherlands,-0.07657117226615187,GDELT,Financial Crisis Cooperation,longer_pre
Philippines,0.19119047812670173,GDELT,Financial Crisis Cooperation,longer_pre
Russia,0.0722753913494117,GDELT,Financial Crisis Cooperation,longer_pre
Saudi Arabia,-0.5079465440985428,GDELT,Financial Crisis Cooperation,longer_pre
Singapore,-0.46878937227940787,GDELT,Financial Crisis Cooperation,longer_pre
South Korea,-0.4106285219015788,GDELT,Financial Crisis Cooperation,longer_pre
Spain,0.5976252470627532,GDELT,Financial Crisis Cooperation,longer_pre
Thailand,-0.15943396873680812,GDELT,Financial Crisis Cooperation,longer_pre
United Arab Emirates,-0.2680588771674414,GDELT,Financial Crisis Cooperation,longer_pre
United Kingdom,0.4989622988898511,GDELT,Financial Crisis Cooperation,longer_pre
Vietnam,0.32752817632373976,GDELT,Financial Crisis Cooperation,longer_pre
Australia,-0.4293404027393871,GDELT,Pivot to Asia announced,longer_pre
Belgium,0.37605763393800573,GDELT,Pivot to Asia announced,longer_pre
Brazil,0.22680033947950357,GDELT,Pivot to Asia announced,longer_pre
Canada,0.3290619403219319,GDELT,Pivot to Asia announced,longer_pre
France,-0.33581400237651304,GDELT,Pivot to Asia announced,longer_pre
Germany,-0.3070582928298,GDELT,Pivot to Asia announced,longer_pre
