db,spec,trade,h,Est,SE,pv,cum,n
Phoenix,PH-Export,Trade_Total,1,-0.000735576784574761,0.00249947754843398,0.768534620779269,0.0159498534122579,4740
Phoenix,PH-Export,Trade_Total,2,0.00221791810823309,0.00286034099888242,0.438101332358579,0.0159498534122579,4715
Phoenix,PH-Export,Trade_Total,3,0.00201315011087381,0.00232375071673215,0.386305644246338,0.0159498534122579,4690
Phoenix,PH-Export,Trade_Total,4,0.00334174223619075,0.00237823104065962,0.159980317729651,0.0159498534122579,4665
Phoenix,PH-Export,Trade_Total,5,0.00195216181135778,0.00243532628262581,0.42278336467808,0.0159498534122579,4640
Phoenix,PH-Export,Trade_Total,6,0.00338869691185836,0.00252928888173624,0.180316075597771,0.0159498534122579,4615
Phoenix,PH-Export,Trade_Exports,0,-0.000874858868772311,0.00318163805138819,0.783338356147599,-0.0115962701455409,4765
Phoenix,PH-Export,Trade_Exports,1,-0.00460050065962796,0.00287588529732438,0.109669246138719,-0.0115962701455409,4740
Phoenix,PH-Export,Trade_Exports,2,-0.00291187604409215,0.00329440723670262,0.376758474963345,-0.0115962701455409,4715
Phoenix,PH-Export,Trade_Exports,3,-0.00126444798499382,0.00296149708120727,0.669406693795535,-0.0115962701455409,4690
Phoenix,PH-Export,Trade_Exports,4,-0.000783148518281914,0.00285449981787196,0.783811223612112,-0.0115962701455409,4665
Phoenix,PH-Export,Trade_Exports,5,-0.00129889865056543,0.00348369326840249,0.709259314629551,-0.0115962701455409,4640
Phoenix,PH-Export,Trade_Exports,6,0.000137460580792727,0.00332730813066233,0.967046489217008,-0.0115962701455409,4615
Phoenix,PH-Export,Trade_Imports,0,0.00925668087936388,0.00466162636970369,0.0470645144036502,0.0491736130812817,4765
Phoenix,PH-Export,Trade_Imports,1,0.00380161356624355,0.00331691114741246,0.251741092692327,0.0491736130812817,4740
Phoenix,PH-Export,Trade_Imports,2,0.00874556226326056,0.0041367507853103,0.0345055417675798,0.0491736130812817,4715
Phoenix,PH-Export,Trade_Imports,3,0.00650453845740531,0.0032304737377867,0.0440627190841773,0.0491736130812817,4690
Phoenix,PH-Export,Trade_Imports,4,0.00716822979578044,0.00388330762391167,0.0649055205180936,0.0491736130812817,4665
Phoenix,PH-Export,Trade_Imports,5,0.00691384753277763,0.0033126798406836,0.036880366400799,0.0491736130812817,4640
Phoenix,PH-Export,Trade_Imports,6,0.00678314058645035,0.00351684400485605,0.0537609270533692,0.0491736130812817,4615
Phoenix,PH-Import,Trade_Total,0,-9.73134679664436e-05,0.00219640273352918,0.964660616644731,0.00637980650137083,4723
Phoenix,PH-Import,Trade_Total,1,0.00106163848480109,0.0020171280825545,0.598671526166166,0.00637980650137083,4698
Phoenix,PH-Import,Trade_Total,2,0.000580260898900673,0.00191681263134415,0.76210191113891,0.00637980650137083,4673
Phoenix,PH-Import,Trade_Total,3,0.0025031815072513,0.00209040828101569,0.231127084499265,0.00637980650137083,4648
Phoenix,PH-Import,Trade_Total,4,0.00186806321450512,0.0017282524366256,0.2797428456199,0.00637980650137083,4623
Phoenix,PH-Import,Trade_Total,5,0.00302847472538105,0.00251434394656907,0.228404456647158,0.00637980650137083,4598
Phoenix,PH-Import,Trade_Total,6,-0.00256449886150196,0.00297516726573077,0.388705148787933,0.00637980650137083,4573
Phoenix,PH-Import,Trade_Exports,0,-0.000853003374784379,0.00208294015462551,0.682158894760639,-0.0235869496730554,4723
Phoenix,PH-Import,Trade_Exports,1,-0.00326301843497898,0.00274922597745896,0.235272502520636,-0.0235869496730554,4698
Phoenix,PH-Import,Trade_Exports,2,-0.0047058632895992,0.00262068135949143,0.072547963508026,-0.0235869496730554,4673
Phoenix,PH-Import,Trade_Exports,3,-0.00215312194891093,0.00266544021139107,0.41921018658955,-0.0235869496730554,4648
Phoenix,PH-Import,Trade_Exports,4,-0.00339222544568945,0.00205245015302174,0.0983779391290121,-0.0235869496730554,4623
Phoenix,PH-Import,Trade_Exports,5,-0.00296766758898628,0.00248017188361959,0.231479180969747,-0.0235869496730554,4598
Phoenix,PH-Import,Trade_Exports,6,-0.00625204959010615,0.00282809910225328,0.0270573314454413,-0.0235869496730554,4573
Phoenix,PH-Import,Trade_Imports,0,0.00234515622586983,0.00325463863940454,0.471181442604097,0.0488129506775039,4723
Phoenix,PH-Import,Trade_Imports,1,0.00630014476329162,0.00246457566492908,0.0105798036682019,0.0488129506775039,4698
Phoenix,PH-Import,Trade_Imports,2,0.00668947068339713,0.00267454602024775,0.0123786826200133,0.0488129506775039,4673
Phoenix,PH-Import,Trade_Imports,3,0.00885440659448575,0.0032051755465254,0.00573545784607508,0.0488129506775039,4648
Phoenix,PH-Import,Trade_Imports,4,0.00954523549308806,0.00308693350035726,0.00198718033496932,0.0488129506775039,4623
Phoenix,PH-Import,Trade_Imports,5,0.010917873220093,0.00470885547553435,0.0204176466389485,0.0488129506775039,4598
Phoenix,PH-Import,Trade_Imports,6,0.00416066369727854,0.00483169051857866,0.389172142156772,0.0488129506775039,4573
