db,version,country,event_name,category,post_month,shock
GDELT,v3,Netherlands,"Netherlands recalls 600,000 face masks purchased from China",Pandemic / disaster shock,0,-0.44072096587498166
GDELT,v3,Netherlands,"Netherlands recalls 600,000 face masks purchased from China",Pandemic / disaster shock,1,0.2571085234154633
GDELT,v3,Netherlands,"Netherlands recalls 600,000 face masks purchased from China",Pandemic / disaster shock,3,0.03317092211341882
GDELT,v3,Netherlands,"Netherlands recalls 600,000 face masks purchased from China",Pandemic / disaster shock,6,0.8760727368751052
GDELT,v3,Netherlands,"Netherlands recalls 600,000 face masks purchased from China",Pandemic / disaster shock,12,-0.29974359335862116
GDELT,v3,Netherlands,Netherlands announces export controls on advanced semiconductor equipment,Tech control / export restriction,0,-1.231041804253714
GDELT,v3,Netherlands,Netherlands announces export controls on advanced semiconductor equipment,Tech control / export restriction,1,-0.4489597173283494
GDELT,v3,Netherlands,Netherlands announces export controls on advanced semiconductor equipment,Tech control / export restriction,3,-0.22329197630070313
GDELT,v3,Netherlands,Netherlands announces export controls on advanced semiconductor equipment,Tech control / export restriction,6,-0.10451949185575436
GDELT,v3,Netherlands,Netherlands announces export controls on advanced semiconductor equipment,Tech control / export restriction,12,-0.9547125640702055
GDELT,v3,Philippines,"Tripartite Joint Marine Seismic Undertaking (JMSU) signed in Manila by China, Philippines and Vietnam",Sovereignty dispute,0,1.8032394066312736
GDELT,v3,Philippines,"Tripartite Joint Marine Seismic Undertaking (JMSU) signed in Manila by China, Philippines and Vietnam",Sovereignty dispute,1,0.021244895981267886
GDELT,v3,Philippines,"Tripartite Joint Marine Seismic Undertaking (JMSU) signed in Manila by China, Philippines and Vietnam",Sovereignty dispute,3,-0.5068454757534541
GDELT,v3,Philippines,"Tripartite Joint Marine Seismic Undertaking (JMSU) signed in Manila by China, Philippines and Vietnam",Sovereignty dispute,6,-0.8944179626658579
GDELT,v3,Philippines,"Tripartite Joint Marine Seismic Undertaking (JMSU) signed in Manila by China, Philippines and Vietnam",Sovereignty dispute,12,0.26993026218787397
GDELT,v3,Philippines,China and Philippines sign MOU on broadening agriculture and fisheries cooperation,Economic win-win cooperation,0,1.0702203963686556
GDELT,v3,Philippines,China and Philippines sign MOU on broadening agriculture and fisheries cooperation,Economic win-win cooperation,1,-0.2508612763654886
GDELT,v3,Philippines,China and Philippines sign MOU on broadening agriculture and fisheries cooperation,Economic win-win cooperation,3,1.0219858398930532
GDELT,v3,Philippines,China and Philippines sign MOU on broadening agriculture and fisheries cooperation,Economic win-win cooperation,6,-0.5622518641242993
GDELT,v3,Philippines,China and Philippines sign MOU on broadening agriculture and fisheries cooperation,Economic win-win cooperation,12,0.22042754562496025
GDELT,v3,Philippines,Philippines signs Republic Act 9522 baselines law; China protests,Sovereignty dispute,0,-0.21816023787054326
GDELT,v3,Philippines,Philippines signs Republic Act 9522 baselines law; China protests,Sovereignty dispute,1,-0.7205079399433025
GDELT,v3,Philippines,Philippines signs Republic Act 9522 baselines law; China protests,Sovereignty dispute,3,-0.6412295160965056
GDELT,v3,Philippines,Philippines signs Republic Act 9522 baselines law; China protests,Sovereignty dispute,6,0.02291863360945612
GDELT,v3,Philippines,Philippines signs Republic Act 9522 baselines law; China protests,Sovereignty dispute,12,0.2504892987285173
GDELT,v3,Philippines,Chinese patrol boats harass Philippine survey vessel at Reed Bank,Sovereignty dispute,0,-0.934418075682683
GDELT,v3,Philippines,Chinese patrol boats harass Philippine survey vessel at Reed Bank,Sovereignty dispute,1,-1.7082791606891707
GDELT,v3,Philippines,Chinese patrol boats harass Philippine survey vessel at Reed Bank,Sovereignty dispute,3,-1.1618645338709184
GDELT,v3,Philippines,Chinese patrol boats harass Philippine survey vessel at Reed Bank,Sovereignty dispute,6,0.12441458399749583
GDELT,v3,Philippines,Chinese patrol boats harass Philippine survey vessel at Reed Bank,Sovereignty dispute,12,-1.4557417380454807
GDELT,v3,Philippines,Scarborough Shoal standoff,Sovereignty dispute,0,-0.04293253726136248
GDELT,v3,Philippines,Scarborough Shoal standoff,Sovereignty dispute,1,0.14174826387081574
GDELT,v3,Philippines,Scarborough Shoal standoff,Sovereignty dispute,3,-0.10002543508053774
GDELT,v3,Philippines,Scarborough Shoal standoff,Sovereignty dispute,6,0.06971528119853632
GDELT,v3,Philippines,Scarborough Shoal standoff,Sovereignty dispute,12,0.039033408606579
GDELT,v3,Philippines,Philippines files SCS arbitration,Sovereignty dispute,0,-0.5610248757364495
GDELT,v3,Philippines,Philippines files SCS arbitration,Sovereignty dispute,1,0.003964120917662739
GDELT,v3,Philippines,Philippines files SCS arbitration,Sovereignty dispute,3,0.14639897129949797
GDELT,v3,Philippines,Philippines files SCS arbitration,Sovereignty dispute,6,-0.21819276503295826
GDELT,v3,Philippines,Philippines files SCS arbitration,Sovereignty dispute,12,0.46108197321224326
GDELT,v3,Philippines,South China Sea tribunal ruling,Sovereignty dispute,0,0.578117935687247
GDELT,v3,Philippines,South China Sea tribunal ruling,Sovereignty dispute,1,0.4976085680215677
GDELT,v3,Philippines,South China Sea tribunal ruling,Sovereignty dispute,3,0.9295789403615429
GDELT,v3,Philippines,South China Sea tribunal ruling,Sovereignty dispute,6,1.0792627708817788
GDELT,v3,Philippines,South China Sea tribunal ruling,Sovereignty dispute,12,0.9561750370655739
GDELT,v3,Philippines,China-Philippines BCM launched,Strategic partnership upgrade,0,0.24844467878497578
GDELT,v3,Philippines,China-Philippines BCM launched,Strategic partnership upgrade,1,-0.2018763027537006
GDELT,v3,Philippines,China-Philippines BCM launched,Strategic partnership upgrade,3,-0.08718653117565323
GDELT,v3,Philippines,China-Philippines BCM launched,Strategic partnership upgrade,6,0.3702428256702138
GDELT,v3,Philippines,China-Philippines BCM launched,Strategic partnership upgrade,12,-0.6625028451310053
GDELT,v3,Philippines,Philippines-China MoU on oil and gas development in West Philippine Sea,Economic win-win cooperation,0,0.5809098198976086
GDELT,v3,Philippines,Philippines-China MoU on oil and gas development in West Philippine Sea,Economic win-win cooperation,1,0.43481097490371634
GDELT,v3,Philippines,Philippines-China MoU on oil and gas development in West Philippine Sea,Economic win-win cooperation,3,-1.000156951350483
GDELT,v3,Philippines,Philippines-China MoU on oil and gas development in West Philippine Sea,Economic win-win cooperation,6,-0.2656949018137717
GDELT,v3,Philippines,Philippines-China MoU on oil and gas development in West Philippine Sea,Economic win-win cooperation,12,-0.6526051016734424
GDELT,v3,Philippines,Reed Bank/Gem-Ver collision,Sovereignty dispute,0,-0.2479577776333454
GDELT,v3,Philippines,Reed Bank/Gem-Ver collision,Sovereignty dispute,1,-0.15209056087606776
GDELT,v3,Philippines,Reed Bank/Gem-Ver collision,Sovereignty dispute,3,-0.22924462149090874
GDELT,v3,Philippines,Reed Bank/Gem-Ver collision,Sovereignty dispute,6,-0.1228115091161163
GDELT,v3,Philippines,Reed Bank/Gem-Ver collision,Sovereignty dispute,12,-0.12162282408949945
GDELT,v3,Philippines,US Base Expansion,Sovereignty dispute,0,-0.8907597130046393
GDELT,v3,Philippines,US Base Expansion,Sovereignty dispute,1,-0.9700341234691809
GDELT,v3,Philippines,US Base Expansion,Sovereignty dispute,3,-0.9320695015593956
GDELT,v3,Philippines,US Base Expansion,Sovereignty dispute,6,-1.287052878251735
GDELT,v3,Philippines,US Base Expansion,Sovereignty dispute,12,-1.3875630341975442
GDELT,v3,Philippines,Second Thomas Shoal water cannon,Sovereignty dispute,0,-0.8587690376492197
GDELT,v3,Philippines,Second Thomas Shoal water cannon,Sovereignty dispute,1,-1.051012448520189
GDELT,v3,Philippines,Second Thomas Shoal water cannon,Sovereignty dispute,3,-1.3136225961626442
GDELT,v3,Philippines,Second Thomas Shoal water cannon,Sovereignty dispute,6,-0.959279193595029
GDELT,v3,Philippines,Second Thomas Shoal water cannon,Sovereignty dispute,12,-1.5163215664507026
GDELT,v3,Russia,Supplementary agreement on China-Russia eastern border signed,Strategic partnership upgrade,0,0.14401878937577473
GDELT,v3,Russia,Supplementary agreement on China-Russia eastern border signed,Strategic partnership upgrade,1,-0.6187134679105394
GDELT,v3,Russia,Supplementary agreement on China-Russia eastern border signed,Strategic partnership upgrade,3,0.4741206017238411
GDELT,v3,Russia,Supplementary agreement on China-Russia eastern border signed,Strategic partnership upgrade,6,-2.226757209015033
GDELT,v3,Russia,Supplementary agreement on China-Russia eastern border signed,Strategic partnership upgrade,12,0.9511670266106036
GDELT,v3,Russia,Peace Mission 2005 joint military exercise,Military / security cooperation,0,-1.3338230064426186
GDELT,v3,Russia,Peace Mission 2005 joint military exercise,Military / security cooperation,1,-0.18414186835833773
GDELT,v3,Russia,Peace Mission 2005 joint military exercise,Military / security cooperation,3,0.2319150976530161
GDELT,v3,Russia,Peace Mission 2005 joint military exercise,Military / security cooperation,6,-0.3739686032012264
GDELT,v3,Russia,Peace Mission 2005 joint military exercise,Military / security cooperation,12,-0.5443635739812103
GDELT,v3,Russia,Russia Year in China launched,Cultural / people-to-people cooperation,0,-0.3339390958106626
GDELT,v3,Russia,Russia Year in China launched,Cultural / people-to-people cooperation,1,-0.7535347912839101
GDELT,v3,Russia,Russia Year in China launched,Cultural / people-to-people cooperation,3,-1.6240438719075474
GDELT,v3,Russia,Russia Year in China launched,Cultural / people-to-people cooperation,6,-0.5115474534894331
GDELT,v3,Russia,Russia Year in China launched,Cultural / people-to-people cooperation,12,-2.540664462458931
GDELT,v3,Russia,Heixiazi Island handover and border marker unveiling,Strategic partnership upgrade,0,0.033368427701471526
GDELT,v3,Russia,Heixiazi Island handover and border marker unveiling,Strategic partnership upgrade,1,1.2214856659898696
GDELT,v3,Russia,Heixiazi Island handover and border marker unveiling,Strategic partnership upgrade,3,0.539164876083985
GDELT,v3,Russia,Heixiazi Island handover and border marker unveiling,Strategic partnership upgrade,6,1.372871812858126
GDELT,v3,Russia,Heixiazi Island handover and border marker unveiling,Strategic partnership upgrade,12,1.0959695316072353
GDELT,v3,Russia,New Star cargo ship sunk by Russian coast guard,Diplomatic protest / friction,0,-0.5673995207236707
GDELT,v3,Russia,New Star cargo ship sunk by Russian coast guard,Diplomatic protest / friction,1,-0.651731519916662
GDELT,v3,Russia,New Star cargo ship sunk by Russian coast guard,Diplomatic protest / friction,3,0.1515066065774736
GDELT,v3,Russia,New Star cargo ship sunk by Russian coast guard,Diplomatic protest / friction,6,-0.21562833029405531
GDELT,v3,Russia,New Star cargo ship sunk by Russian coast guard,Diplomatic protest / friction,12,-1.3208168396571325
GDELT,v3,Russia,China-Russia crude oil pipeline completed,Economic win-win cooperation,0,0.17615458878074375
GDELT,v3,Russia,China-Russia crude oil pipeline completed,Economic win-win cooperation,1,1.0830065074120028
GDELT,v3,Russia,China-Russia crude oil pipeline completed,Economic win-win cooperation,3,0.06641721866406453
GDELT,v3,Russia,China-Russia crude oil pipeline completed,Economic win-win cooperation,6,-2.27139091836447
GDELT,v3,Russia,China-Russia crude oil pipeline completed,Economic win-win cooperation,12,-1.3160719835128192
GDELT,v3,Russia,Treaty of Good-Neighborliness 10th anniversary joint statement,Strategic partnership upgrade,0,1.1240469871015502
GDELT,v3,Russia,Treaty of Good-Neighborliness 10th anniversary joint statement,Strategic partnership upgrade,1,-0.3334103482789258
GDELT,v3,Russia,Treaty of Good-Neighborliness 10th anniversary joint statement,Strategic partnership upgrade,3,-0.226170245849439
GDELT,v3,Russia,Treaty of Good-Neighborliness 10th anniversary joint statement,Strategic partnership upgrade,6,-0.20592367952062696
GDELT,v3,Russia,Treaty of Good-Neighborliness 10th anniversary joint statement,Strategic partnership upgrade,12,1.7754555343141711
GDELT,v3,Russia,Russian coast guard fires on Chinese fishing vessel,Diplomatic protest / friction,0,-2.857902530868585
GDELT,v3,Russia,Russian coast guard fires on Chinese fishing vessel,Diplomatic protest / friction,1,-1.3925870480599722
GDELT,v3,Russia,Russian coast guard fires on Chinese fishing vessel,Diplomatic protest / friction,3,-2.481197384488322
GDELT,v3,Russia,Russian coast guard fires on Chinese fishing vessel,Diplomatic protest / friction,6,0.18538034946681203
GDELT,v3,Russia,Russian coast guard fires on Chinese fishing vessel,Diplomatic protest / friction,12,-0.49374974906901037
GDELT,v3,Russia,East-route gas supply contract signed,Economic win-win cooperation,0,1.4759948080817746
GDELT,v3,Russia,East-route gas supply contract signed,Economic win-win cooperation,1,1.4873600998471537
GDELT,v3,Russia,East-route gas supply contract signed,Economic win-win cooperation,3,0.11789264191669507
GDELT,v3,Russia,East-route gas supply contract signed,Economic win-win cooperation,6,-0.22236087663280202
GDELT,v3,Russia,East-route gas supply contract signed,Economic win-win cooperation,12,0.23620328035374666
GDELT,v3,Russia,Joint statement on Silk Road Economic Belt and EEU alignment,Strategic partnership upgrade,0,0.12153817972001568
GDELT,v3,Russia,Joint statement on Silk Road Economic Belt and EEU alignment,Strategic partnership upgrade,1,-0.22026290583942776
GDELT,v3,Russia,Joint statement on Silk Road Economic Belt and EEU alignment,Strategic partnership upgrade,3,-0.28880381601889316
GDELT,v3,Russia,Joint statement on Silk Road Economic Belt and EEU alignment,Strategic partnership upgrade,6,-0.8111206453610077
GDELT,v3,Russia,Joint statement on Silk Road Economic Belt and EEU alignment,Strategic partnership upgrade,12,-0.18199142887340403
GDELT,v3,Russia,Relations elevated to comprehensive strategic partnership of coordination for a new era,Strategic partnership upgrade,0,1.8273504171950585
GDELT,v3,Russia,Relations elevated to comprehensive strategic partnership of coordination for a new era,Strategic partnership upgrade,1,1.2488969183578864
GDELT,v3,Russia,Relations elevated to comprehensive strategic partnership of coordination for a new era,Strategic partnership upgrade,3,0.764399378788813
GDELT,v3,Russia,Relations elevated to comprehensive strategic partnership of coordination for a new era,Strategic partnership upgrade,6,0.14969842215731033
GDELT,v3,Russia,Relations elevated to comprehensive strategic partnership of coordination for a new era,Strategic partnership upgrade,12,-0.31397172736996304
GDELT,v3,Russia,Power of Siberia gas pipeline begins deliveries,Economic win-win cooperation,0,-0.35460737916286944
GDELT,v3,Russia,Power of Siberia gas pipeline begins deliveries,Economic win-win cooperation,1,-0.7560563002351678
GDELT,v3,Russia,Power of Siberia gas pipeline begins deliveries,Economic win-win cooperation,3,-1.2890546114452466
GDELT,v3,Russia,Power of Siberia gas pipeline begins deliveries,Economic win-win cooperation,6,-0.8182775286901428
GDELT,v3,Russia,Power of Siberia gas pipeline begins deliveries,Economic win-win cooperation,12,-0.4067730067637113
GDELT,v3,Russia,Joint statement on international relations entering a new era,Strategic partnership upgrade,0,-0.36861568759530977
GDELT,v3,Russia,Joint statement on international relations entering a new era,Strategic partnership upgrade,1,-1.1827227222123466
GDELT,v3,Russia,Joint statement on international relations entering a new era,Strategic partnership upgrade,3,-2.0140372794665717
GDELT,v3,Russia,Joint statement on international relations entering a new era,Strategic partnership upgrade,6,-0.05410121966118886
GDELT,v3,Russia,Joint statement on international relations entering a new era,Strategic partnership upgrade,12,-0.4089256740262838
GDELT,v3,Saudi Arabia,China and Saudi Arabia establish comprehensive strategic partnership,Strategic partnership upgrade,0,-0.42863648714381103
GDELT,v3,Saudi Arabia,China and Saudi Arabia establish comprehensive strategic partnership,Strategic partnership upgrade,1,-0.054296207429817014
GDELT,v3,Saudi Arabia,China and Saudi Arabia establish comprehensive strategic partnership,Strategic partnership upgrade,3,0.46019862285514196
GDELT,v3,Saudi Arabia,China and Saudi Arabia establish comprehensive strategic partnership,Strategic partnership upgrade,6,-0.37032433799730724
GDELT,v3,Saudi Arabia,China and Saudi Arabia establish comprehensive strategic partnership,Strategic partnership upgrade,12,-0.6196413075344193
GDELT,v3,Saudi Arabia,Saudi Arabia donates over US$60 million for Wenchuan earthquake relief,Pandemic / crisis aid,0,0.3978208834967837
GDELT,v3,Saudi Arabia,Saudi Arabia donates over US$60 million for Wenchuan earthquake relief,Pandemic / crisis aid,1,1.6599014513751484
GDELT,v3,Saudi Arabia,Saudi Arabia donates over US$60 million for Wenchuan earthquake relief,Pandemic / crisis aid,3,-0.04084065923244712
GDELT,v3,Saudi Arabia,Saudi Arabia donates over US$60 million for Wenchuan earthquake relief,Pandemic / crisis aid,6,0.17086713577106863
GDELT,v3,Saudi Arabia,Saudi Arabia donates over US$60 million for Wenchuan earthquake relief,Pandemic / crisis aid,12,-0.6862491300868685
GDELT,v3,Saudi Arabia,China and Saudi Arabia establish strategic friendly relations,Strategic partnership upgrade,0,1.2814116726150546
GDELT,v3,Saudi Arabia,China and Saudi Arabia establish strategic friendly relations,Strategic partnership upgrade,1,-0.33543479325312303
GDELT,v3,Saudi Arabia,China and Saudi Arabia establish strategic friendly relations,Strategic partnership upgrade,3,-0.8816205530466028
GDELT,v3,Saudi Arabia,China and Saudi Arabia establish strategic friendly relations,Strategic partnership upgrade,6,0.2497156465119773
GDELT,v3,Saudi Arabia,China and Saudi Arabia establish strategic friendly relations,Strategic partnership upgrade,12,-1.6203290814753948
GDELT,v3,Saudi Arabia,Mina Hajj stampede kills Chinese pilgrims,Pandemic / disaster shock,0,-1.6625824088508108
GDELT,v3,Saudi Arabia,Mina Hajj stampede kills Chinese pilgrims,Pandemic / disaster shock,1,-0.015427616326297203
GDELT,v3,Saudi Arabia,Mina Hajj stampede kills Chinese pilgrims,Pandemic / disaster shock,3,-0.21159073479523813
GDELT,v3,Saudi Arabia,Mina Hajj stampede kills Chinese pilgrims,Pandemic / disaster shock,6,0.5492823194400462
GDELT,v3,Saudi Arabia,Mina Hajj stampede kills Chinese pilgrims,Pandemic / disaster shock,12,0.09313288499587064
GDELT,v3,Saudi Arabia,Abqaiq-Khurais attack disrupts Saudi oil supply,Security threat,0,-0.23932637111510283
GDELT,v3,Saudi Arabia,Abqaiq-Khurais attack disrupts Saudi oil supply,Security threat,1,-0.3003414772097692
GDELT,v3,Saudi Arabia,Abqaiq-Khurais attack disrupts Saudi oil supply,Security threat,3,-1.3582196059245946
GDELT,v3,Saudi Arabia,Abqaiq-Khurais attack disrupts Saudi oil supply,Security threat,6,-0.8352784823060811
GDELT,v3,Saudi Arabia,Abqaiq-Khurais attack disrupts Saudi oil supply,Security threat,12,-0.007958240950779114
GDELT,v3,Saudi Arabia,COVID-19 pandemic and oil price war slash China oil demand,Pandemic / disaster shock,0,0.3956925057358103
GDELT,v3,Saudi Arabia,COVID-19 pandemic and oil price war slash China oil demand,Pandemic / disaster shock,1,1.9974973472286193
GDELT,v3,Saudi Arabia,COVID-19 pandemic and oil price war slash China oil demand,Pandemic / disaster shock,3,1.0758687967028777
GDELT,v3,Saudi Arabia,COVID-19 pandemic and oil price war slash China oil demand,Pandemic / disaster shock,6,1.2230127470911123
GDELT,v3,Saudi Arabia,COVID-19 pandemic and oil price war slash China oil demand,Pandemic / disaster shock,12,0.5113993387226184
GDELT,v3,Saudi Arabia,Saudi Arabia becomes Chinese group tourism destination,Economic win-win cooperation,0,-0.33827868736875644
GDELT,v3,Saudi Arabia,Saudi Arabia becomes Chinese group tourism destination,Economic win-win cooperation,1,0.15318007505353126
GDELT,v3,Saudi Arabia,Saudi Arabia becomes Chinese group tourism destination,Economic win-win cooperation,3,-0.4731642391555532
GDELT,v3,Saudi Arabia,Saudi Arabia becomes Chinese group tourism destination,Economic win-win cooperation,6,0.2581463357379148
GDELT,v3,Saudi Arabia,Saudi Arabia becomes Chinese group tourism destination,Economic win-win cooperation,12,0.2505821756201878
GDELT,v3,Saudi Arabia,Saudi Aramco acquires 10% stake in Rongsheng Petrochemical,Economic win-win cooperation,0,0.20432564136376996
GDELT,v3,Saudi Arabia,Saudi Aramco acquires 10% stake in Rongsheng Petrochemical,Economic win-win cooperation,1,0.4670034143543509
GDELT,v3,Saudi Arabia,Saudi Aramco acquires 10% stake in Rongsheng Petrochemical,Economic win-win cooperation,3,0.1311990113606294
GDELT,v3,Saudi Arabia,Saudi Aramco acquires 10% stake in Rongsheng Petrochemical,Economic win-win cooperation,6,-0.31866433137195677
GDELT,v3,Saudi Arabia,Saudi Aramco acquires 10% stake in Rongsheng Petrochemical,Economic win-win cooperation,12,0.38029917910193256
GDELT,v3,Saudi Arabia,PBOC and SAMA sign bilateral currency swap agreement,Economic win-win cooperation,0,0.20054042427975505
GDELT,v3,Saudi Arabia,PBOC and SAMA sign bilateral currency swap agreement,Economic win-win cooperation,1,-0.1961798054945904
GDELT,v3,Saudi Arabia,PBOC and SAMA sign bilateral currency swap agreement,Economic win-win cooperation,3,-0.2261500427649228
GDELT,v3,Saudi Arabia,PBOC and SAMA sign bilateral currency swap agreement,Economic win-win cooperation,6,-0.10442259422176237
GDELT,v3,Saudi Arabia,PBOC and SAMA sign bilateral currency swap agreement,Economic win-win cooperation,12,0.19616330233761003
GDELT,v3,Saudi Arabia,China launches unilateral visa-free trial for Saudi citizens,Cultural / people-to-people cooperation,0,0.03343399881760345
GDELT,v3,Saudi Arabia,China launches unilateral visa-free trial for Saudi citizens,Cultural / people-to-people cooperation,1,0.29488127926484464
GDELT,v3,Saudi Arabia,China launches unilateral visa-free trial for Saudi citizens,Cultural / people-to-people cooperation,3,0.5694231065234845
GDELT,v3,Saudi Arabia,China launches unilateral visa-free trial for Saudi citizens,Cultural / people-to-people cooperation,6,-0.37435239747949384
GDELT,v3,Saudi Arabia,China and Saudi Arabia sign mutual visa exemption for diplomatic passport holders,Cultural / people-to-people cooperation,0,0.03471928278243677
GDELT,v3,Singapore,Joint Council for Bilateral Cooperation launched,Economic win-win cooperation,0,1.173701861504538
GDELT,v3,Singapore,Joint Council for Bilateral Cooperation launched,Economic win-win cooperation,1,-3.885977634101055
GDELT,v3,Singapore,Joint Council for Bilateral Cooperation launched,Economic win-win cooperation,3,0.824151145550424
GDELT,v3,Singapore,Joint Council for Bilateral Cooperation launched,Economic win-win cooperation,6,-0.1549350562960573
GDELT,v3,Singapore,Joint Council for Bilateral Cooperation launched,Economic win-win cooperation,12,1.0248841128690191
GDELT,v3,Singapore,Deputy PM Lee Hsien Loong visit to Taiwan sparks Chinese protest,Sovereignty dispute,0,-1.5893838774816802
GDELT,v3,Singapore,Deputy PM Lee Hsien Loong visit to Taiwan sparks Chinese protest,Sovereignty dispute,1,-0.7197738023625165
GDELT,v3,Singapore,Deputy PM Lee Hsien Loong visit to Taiwan sparks Chinese protest,Sovereignty dispute,3,-1.5121894780269423
GDELT,v3,Singapore,Deputy PM Lee Hsien Loong visit to Taiwan sparks Chinese protest,Sovereignty dispute,6,-0.7126524182487095
GDELT,v3,Singapore,Deputy PM Lee Hsien Loong visit to Taiwan sparks Chinese protest,Sovereignty dispute,12,-2.2174813560507376
GDELT,v3,Singapore,Tianjin Eco-City Framework Agreement signed,Economic win-win cooperation,0,-0.8722233465288959
GDELT,v3,Singapore,Tianjin Eco-City Framework Agreement signed,Economic win-win cooperation,1,-1.8965123249136213
GDELT,v3,Singapore,Tianjin Eco-City Framework Agreement signed,Economic win-win cooperation,3,-0.6780205387903113
GDELT,v3,Singapore,Tianjin Eco-City Framework Agreement signed,Economic win-win cooperation,6,-0.008523038865824395
GDELT,v3,Singapore,Tianjin Eco-City Framework Agreement signed,Economic win-win cooperation,12,-0.46663574670754526
GDELT,v3,Singapore,China-Singapore Free Trade Agreement signed,Economic win-win cooperation,0,1.495684004986879
GDELT,v3,Singapore,China-Singapore Free Trade Agreement signed,Economic win-win cooperation,1,1.6201514280288127
GDELT,v3,Singapore,China-Singapore Free Trade Agreement signed,Economic win-win cooperation,3,-0.2610226596216362
GDELT,v3,Singapore,China-Singapore Free Trade Agreement signed,Economic win-win cooperation,6,0.1464016712154318
GDELT,v3,Singapore,China-Singapore Free Trade Agreement signed,Economic win-win cooperation,12,1.4323193493896382
GDELT,v3,Singapore,Singapore and China establish bilateral currency swap arrangement,Economic win-win cooperation,0,-0.06429430218176635
GDELT,v3,Singapore,Singapore and China establish bilateral currency swap arrangement,Economic win-win cooperation,1,0.33416929865301703
GDELT,v3,Singapore,Singapore and China establish bilateral currency swap arrangement,Economic win-win cooperation,3,0.32437808114181277
GDELT,v3,Singapore,Singapore and China establish bilateral currency swap arrangement,Economic win-win cooperation,6,-0.13202625873762563
GDELT,v3,Singapore,Singapore and China establish bilateral currency swap arrangement,Economic win-win cooperation,12,0.40964431941075075
GDELT,v3,Singapore,Singapore military vehicles detained in Hong Kong,Detention / judicial dispute,0,-0.9389689135902759
GDELT,v3,Singapore,Singapore military vehicles detained in Hong Kong,Detention / judicial dispute,1,0.28495887428887817
GDELT,v3,Singapore,Singapore military vehicles detained in Hong Kong,Detention / judicial dispute,3,0.3297978995451797
GDELT,v3,Singapore,Singapore military vehicles detained in Hong Kong,Detention / judicial dispute,6,-0.5645422015388868
GDELT,v3,Singapore,Singapore military vehicles detained in Hong Kong,Detention / judicial dispute,12,0.763531822242551
GDELT,v3,Singapore,China-Singapore Chongqing Connectivity Initiative Southern Transport Corridor launched,Economic win-win cooperation,0,0.20540149307009636
GDELT,v3,Singapore,China-Singapore Chongqing Connectivity Initiative Southern Transport Corridor launched,Economic win-win cooperation,1,0.838332465443606
GDELT,v3,Singapore,China-Singapore Chongqing Connectivity Initiative Southern Transport Corridor launched,Economic win-win cooperation,3,0.8357424872991867
GDELT,v3,Singapore,China-Singapore Chongqing Connectivity Initiative Southern Transport Corridor launched,Economic win-win cooperation,6,0.8447347575849095
GDELT,v3,Singapore,China-Singapore Chongqing Connectivity Initiative Southern Transport Corridor launched,Economic win-win cooperation,12,0.0845514274645443
GDELT,v3,Singapore,China-Singapore FTA upgrade protocol signed,Economic win-win cooperation,0,0.328022060760284
GDELT,v3,Singapore,China-Singapore FTA upgrade protocol signed,Economic win-win cooperation,1,0.7800716117872861
GDELT,v3,Singapore,China-Singapore FTA upgrade protocol signed,Economic win-win cooperation,3,0.3435957208394512
GDELT,v3,Singapore,China-Singapore FTA upgrade protocol signed,Economic win-win cooperation,6,-0.3951879046914811
GDELT,v3,Singapore,China-Singapore FTA upgrade protocol signed,Economic win-win cooperation,12,0.8612197846755194
GDELT,v3,Singapore,Relations elevated to all-round high-quality future-oriented partnership,Strategic partnership upgrade,0,0.3279970829091496
GDELT,v3,Singapore,Relations elevated to all-round high-quality future-oriented partnership,Strategic partnership upgrade,1,-0.11465960686517868
GDELT,v3,Singapore,Relations elevated to all-round high-quality future-oriented partnership,Strategic partnership upgrade,3,-0.6222026266755518
GDELT,v3,Singapore,Relations elevated to all-round high-quality future-oriented partnership,Strategic partnership upgrade,6,-0.5074935926916064
GDELT,v3,Singapore,Relations elevated to all-round high-quality future-oriented partnership,Strategic partnership upgrade,12,-1.2609157243131253
GDELT,v3,Singapore,30-day mutual visa exemption,Cultural / people-to-people cooperation,0,0.4645542999735433
GDELT,v3,Singapore,30-day mutual visa exemption,Cultural / people-to-people cooperation,1,0.6777773032540142
GDELT,v3,Singapore,30-day mutual visa exemption,Cultural / people-to-people cooperation,3,0.024775934733761468
GDELT,v3,Singapore,30-day mutual visa exemption,Cultural / people-to-people cooperation,6,-1.1421154417791937
GDELT,v3,Singapore,30-day mutual visa exemption,Cultural / people-to-people cooperation,12,-0.6840127667808307
GDELT,v3,Singapore,China-Singapore FTA further upgraded,Economic win-win cooperation,0,0.06859830135797991
GDELT,v3,Singapore,China-Singapore FTA further upgraded,Economic win-win cooperation,1,-0.8662111867211231
GDELT,v3,Singapore,China-Singapore FTA further upgraded,Economic win-win cooperation,3,-1.214459047156063
GDELT,v3,Singapore,China-Singapore FTA further upgraded,Economic win-win cooperation,6,-1.0380879341466425
GDELT,v3,Singapore,China-Singapore FTA further upgraded,Economic win-win cooperation,12,-0.07323831936192937
GDELT,v3,South Korea,Kimchi import dispute with South Korea,Economic sanction / tariff barrier,0,-1.1649795033705126
GDELT,v3,South Korea,Kimchi import dispute with South Korea,Economic sanction / tariff barrier,1,-0.48384245355078714
GDELT,v3,South Korea,Kimchi import dispute with South Korea,Economic sanction / tariff barrier,3,-1.3327609068608721
