country,year,indicator_type,favorable,unfavorable,n_sample,source,wave,gdelt_mean,gdelt_std,gdelt_n_months,icews_mean,icews_std,icews_n_months,phoenix_mean,phoenix_std,phoenix_n_months,tsinghua_mean,tsinghua_std,tsinghua_n_months,polling_z,polling_z_by_source,n_obs,polling_z_pew,n_events_total,n_positive,n_negative,n_neutral,has_negative,has_positive,has_any_event,n_visit_total,n_visit_state_head,n_visit_gov_head,n_visit_china_to_partner,n_visit_partner_to_china,n_visit_third_party,n_conflict,n_cooperative,has_conflict,n_high_level_visit,n_economic_win_win_cooperation,n_multilateral___third_party_meeting,n_strategic_partnership_upgrade,n_sovereignty_dispute
Indonesia,2011,好感度%（四级题，1-2档）,66.8,27.8,946,Pew Research Center,Pew_2011_23国,2.02834345479391,0.731005593276608,12,1.35964920074605,1.17160451589471,12,2.41629120359057,1.50057505605613,12,4.28333333333333,0.174945879077104,12,1.64966732991897,1.64966732991897,11,1.72430780297311,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
Indonesia,2013,好感度%（四级题，1-2档）,70,24.5,945,Pew Research Center,Pew_2013_39国,1.07574427605307,0.788311364243833,12,1.14773947490465,1.34540720343718,12,2.83875718979806,2.77232453722843,12,4.78333333333333,0.133711584684304,12,1.86184136813921,1.86184136813921,11,1.95598717582861,3,2,0,1,0,1,1,3,1,0,1,0,0,0,2,0,1,1,0,1,0
Indonesia,2014,好感度%（四级题，1-2档）,66.4,25.9,923,Pew Research Center,Pew_2014_44国,1.03848755053806,0.775854247376592,12,1.56552037444019,0.880701668975899,12,2.5663957517413,1.55852736787504,12,5,0,12,1.62314557514144,1.62314557514144,11,1.69534788136617,2,1,0,1,0,1,1,2,1,0,0,1,0,0,1,0,1,1,0,0,0
Indonesia,2017,好感度%（四级题，1-2档）,59.5,33.5,930,Pew Research Center,Pew_2017_38国,0.653463995494577,0.708714354850701,12,0.914203104971612,2.53143423354195,12,1.31065675961409,3.23955381194844,12,5,0,12,1.16564530522903,1.16564530522903,11,1.19578923364648,2,0,0,2,0,0,1,2,2,0,0,1,1,0,0,0,0,0,2,0,0
Indonesia,2018,好感度%（四级题，1-2档）,55,31.6,951,Pew Research Center,Pew_2018_27国,1.00566757502953,0.678952795337931,12,1.57879644950868,2.14312026006914,12,-0.277664536909164,4.86678393323851,12,5.06666666666667,0.049236596391733,12,0.867275563981815,0.867275563981815,11,0.86999011556843,2,1,0,1,0,1,1,2,1,0,0,0,1,0,1,0,0,0,1,0,0
Indonesia,2019,好感度%（四级题，1-2档）,38.2,34.7,883,Pew Research Center,Pew_2019_34国,1.06775468827824,0.664889880169057,12,1.10951039169947,1.91117546025012,12,1.77635683940025e-15,0,3,4.63333333333333,0.844590630621329,12,-0.246638136674469,-0.246638136674469,11,-0.346326591922972,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Italy,2012,好感度%（四级题，1-2档）,31.4,62.9,1013,Pew Research Center,Pew_2012_21国,0.897918509721482,1.26520599787669,12,1.05117534661024,1.73214485326008,12,-1.05062812724949,5.12174896144679,12,,,,-0.697507967892488,-0.697507967892488,8,-0.838645259240921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,2013,好感度%（四级题，1-2档）,30,62.4,1022,Pew Research Center,Pew_2013_39国,0.678669711187255,0.569611823619605,12,2.27741078943582,2.36248173253653,12,1.73171067996688,3.53167530877278,12,,,,-0.790334109613845,-0.790334109613845,8,-0.940004984865204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,2014,好感度%（四级题，1-2档）,26.1,70.6,967,Pew Research Center,Pew_2014_44国,1.20037270690902,1.02325233399038,12,2.22904469772139,2.9311551535945,12,4.02403942496145,1.59234039362671,12,,,,-1.04892121869477,-1.04892121869477,8,-1.22236422053285,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
Italy,2016,好感度%（四级题，1-2档）,31.2,62.1,948,Pew Research Center,Pew_2016_19国,1.45048833475709,0.658929917843393,12,2.24525576227729,1.39226703696806,12,0.939474135867255,0.775612108744744,12,,,,-0.710768845281254,-0.710768845281254,8,-0.85312522004439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,2017,好感度%（四级题，1-2档）,29.2,61.8,823,Pew Research Center,Pew_2017_38国,1.19224538382414,0.557115614305271,12,1.93924443023053,1.28114194037315,12,-2.13320771725524,4.19768351216279,12,,,,-0.843377619168906,-0.843377619168906,8,-0.997924828079081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,2018,好感度%（四级题，1-2档）,30.1,60,940,Pew Research Center,Pew_2018_27国,1.19113626480112,0.415308909559909,12,2.08827331964447,1.11649312029491,12,-4.21255339793405,5.71687501864574,12,,,,-0.783703670919462,-0.783703670919462,8,-0.93276500446347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,2019,好感度%（四级题，1-2档）,36.6,56.4,956,Pew Research Center,Pew_2019_34国,1.69256553097487,0.675826694326671,12,2.77268375142629,1.06622738142762,12,4.84069819545644,0.735677579258766,3,,,,-0.352725155784591,-0.352725155784591,8,-0.462166278350725,3,3,0,0,0,1,1,3,1,0,1,0,0,0,2,0,1,1,0,1,0
Japan,2006,好感度%（四级题，1-2档）,29.8,68.8,493,Pew Research Center,Pew_2006_15国,1.24277064425745,0.89838790989599,12,1.12906755253508,0.776154519126807,12,1.07025652106501,0.618844686319903,12,-2.31666666666667,0.337997668989631,12,-0.80359498700261,-0.80359498700261,13,-0.954484945668673,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
Japan,2008,好感度%（四级题，1-2档）,12.9,85.5,696,Pew Research Center,Pew_2008_24国,1.65101309700871,0.617810407499078,12,2.33175545725224,0.395054274248162,12,1.5721995349895,1.10510374422203,12,1.55833333333333,0.507145905728292,12,-1.92413912635328,-1.92413912635328,13,-2.17804163356181,5,2,0,3,0,1,1,5,4,0,2,0,2,0,1,0,2,0,2,1,0
Japan,2009,好感度%（四级题，1-2档）,25,70.6,669,Pew Research Center,Pew_2009春_25国,1.33882475868672,0.32741802027818,12,1.90243812054037,0.657125489192209,12,1.82422336612924,0.720763608523876,12,2.11666666666667,0.164224532179869,12,-1.12185604433298,-1.12185604433298,13,-1.30200400495193,4,1,0,3,0,1,1,4,2,1,0,1,2,0,1,0,1,0,2,1,0
Japan,2010,好感度%（四级题，1-2档）,25.9,70.4,674,Pew Research Center,Pew_2010_22国,0.673834715800946,0.769039998815176,12,1.05621477759549,1.11292774201439,12,0.319628727947527,1.44143445551658,12,2.225,0.681075352926265,12,-1.06218209608353,-1.06218209608353,13,-1.23684418133632,7,1,1,5,1,1,1,7,2,3,1,0,4,1,0,1,1,0,5,0,1
Japan,2011,好感度%（四级题，1-2档）,32,63.7,670,Pew Research Center,Pew_2011_23国,0.923201770973439,0.679801087725341,12,1.71199723130273,0.607754068830952,12,0.846526421628735,1.12054659581875,12,1.25,0.188293774338254,12,-0.657725335726192,-0.657725335726192,13,-0.795205376830514,4,0,0,4,0,0,1,4,2,2,1,2,1,0,0,0,3,0,1,0,0
Japan,2012,好感度%（四级题，1-2档）,13.6,85.6,694,Pew Research Center,Pew_2012_21国,-0.0167127294284971,0.964865648939257,12,0.414680950537742,0.926553827400916,12,-0.0271675167827226,1.37468239359183,12,-0.291666666666667,2.13262890832092,12,-1.8777260554926,-1.8777260554926,13,-2.12736177074967,3,0,1,2,1,0,1,3,1,1,0,1,1,1,0,1,0,0,2,0,1
Japan,2013,好感度%（四级题，1-2档）,5.7,92.7,689,Pew Research Center,Pew_2013_39国,-0.337666043844412,0.561726122090447,12,0.327192330488386,0.67354137520201,12,-0.228293634993635,0.56482874234544,12,-3.75833333333333,0.326018218490745,12,-2.40153071234883,-2.40153071234883,13,-2.6993202224867,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
Japan,2014,好感度%（四级题，1-2档）,6.9,90.6,975,Pew Research Center,Pew_2014_44国,-0.239962247264941,0.642556566377709,12,0.701119121637276,1.17282857951655,12,-0.364955174145971,1.1598117617034,12,-4.86666666666667,0.143548112513054,12,-2.32196544801624,-2.32196544801624,13,-2.61244045766588,3,1,1,1,1,1,1,3,2,0,0,0,2,0,0,0,0,0,2,0,0
Japan,2016,好感度%（四级题，1-2档）,10.6,86.5,971,Pew Research Center,Pew_2016_19国,-0.0452205423541821,0.372456551110612,12,0.92080090356746,0.913492218617659,12,0.0675432145093291,0.792529705175491,12,-4.06666666666667,0.270801280154532,12,-2.07663921632408,-2.07663921632408,13,-2.3445611828017,2,0,0,2,0,0,1,2,2,0,0,0,2,0,0,0,0,0,2,0,0
Japan,2017,好感度%（四级题，1-2档）,13.2,83.5,976,Pew Research Center,Pew_2017_38国,0.120401906668324,0.569124729582662,12,1.04007441797901,0.723441433852399,12,0.675266385459672,1.25083514869798,12,-4.125,0.128805702866407,12,-1.90424781027013,-1.90424781027013,13,-2.15632169235661,2,0,0,2,0,0,1,2,2,0,0,0,2,0,0,0,0,0,2,0,0
Japan,2018,好感度%（四级题，1-2档）,16.1,80.5,982,Pew Research Center,Pew_2018_27国,0.692872919685938,0.527204200239703,12,1.03155544611945,1.28645560424366,12,0.185052466851977,2.05455870931453,12,-2.89166666666667,0.674817596005608,12,-1.71196508813303,-1.71196508813303,13,-1.94636226070631,6,2,0,4,0,1,1,6,2,3,1,2,2,0,1,0,3,0,2,0,0
Japan,2019,好感度%（四级题，1-2档）,13.2,84.9,1017,Pew Research Center,Pew_2019_34国,0.622253973269817,0.499381780337697,12,1.36706331285594,0.903397175853617,12,-0.51665490568038,1.88780604147617,3,-1.625,0.653834841531101,12,-1.90424781027013,-1.90424781027013,13,-2.15632169235661,2,0,0,2,0,0,1,2,1,1,0,0,2,0,0,0,0,0,2,0,0
Mexico,2008,好感度%（四级题，1-2档）,38.3,38.8,620,Pew Research Center,Pew_2008_24国,1.54857950123952,1.21000809852925,12,1.65943934919811,2.7449168849248,12,2.66709988154125,1.71624649653887,12,,,,-0.240007697980086,-0.240007697980086,10,-0.339086611521238,2,1,1,0,1,1,1,2,1,0,0,1,0,1,0,1,1,0,0,0,0
Mexico,2009,好感度%（四级题，1-2档）,39.4,43.1,825,Pew Research Center,Pew_2009春_25国,1.19784893985565,1.5967364703106,12,1.61309137277344,3.31417095308078,12,1.02621567824187,1.4378889382432,12,,,,-0.167072872341877,-0.167072872341877,10,-0.259446827102158,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
Mexico,2010,好感度%（四级题，1-2档）,38.9,30.4,901,Pew Research Center,Pew_2010_22国,1.37463446953091,1.12957489533125,12,1.58730064539073,1.24276269026679,12,1.26779263940635,0.935731082440747,12,,,,-0.20022506581379,-0.20022506581379,10,-0.295646729110831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,2011,好感度%（四级题，1-2档）,38.5,46.5,680,Pew Research Center,Pew_2011_23国,1.57060662667736,0.772534438230127,12,-2.02996503578346,3.14167447748714,12,-0.426336550858507,2.6395422624577,12,,,,-0.226746820591321,-0.226746820591321,10,-0.324606650717769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,2012,好感度%（四级题，1-2档）,40.2,36.2,918,Pew Research Center,Pew_2012_21国,1.76857265240081,1.1196765870374,12,2.45059260483281,2.26135366311066,12,2.40029574344868,2.15681166909344,12,,,,-0.114029362786816,-0.114029362786816,10,-0.201526983888281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,2013,好感度%（四级题，1-2档）,44.7,33.1,778,Pew Research Center,Pew_2013_39国,2.09564385236451,0.830389796029074,12,2.55415310098762,0.962759704596251,12,3.36076464682495,2.18322031632775,12,,,,0.184340378460403,0.184340378460403,10,0.124272134189773,2,2,0,0,0,1,1,2,2,0,1,1,0,0,0,0,1,0,1,0,0
Mexico,2014,好感度%（四级题，1-2档）,43.5,37.8,813,Pew Research Center,Pew_2014_44国,1.74015443874387,0.616788804200062,12,2.66016209359125,2.46892257669806,12,2.72411448185849,1.5906918038261,12,,,,0.104775114127811,0.104775114127811,10,0.0373923693689583,2,0,1,1,1,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0
Mexico,2017,好感度%（四级题，1-2档）,43.6,23.3,669,Pew Research Center,Pew_2017_38国,1.74484741407244,0.921106687540917,12,1.45162525853699,2.24132423605155,12,-2.07401134281366,4.98461930022516,12,,,,0.111405552822194,0.111405552822194,10,0.044632349770693,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Mexico,2018,好感度%（四级题，1-2档）,41.6,27.1,616,Pew Research Center,Pew_2018_27国,1.81213678928825,0.494850228786174,12,1.52009195669318,1.14146275340683,12,1.36559110760766,0.916805270821626,12,,,,-0.021203221065459,-0.021203221065459,10,-0.100167258263998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,2019,好感度%（四级题，1-2档）,47.4,22.5,718,Pew Research Center,Pew_2019_34国,2.00793597271613,0.677710299878911,12,1.91947564463865,1.0964012978556,12,3.4,0,3,,,,0.363362223208734,0.363362223208734,10,0.319751605036605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,2005,好感度%（四级题，1-2档）,55.6,35,683,Pew Research Center,Pew_2005_22国,2.15087489340808,2.94414471617017,12,3.04792151992267,2.46565134807876,12,3.28964056302637,2.22740024357592,12,,,,0.907058196148111,0.907058196148111,6,0.913429997978838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,2016,好感度%（四级题，1-2档）,44.4,45.5,899,Pew Research Center,Pew_2016_19国,0.130518548767659,0.816036269028115,12,-0.315047902355538,3.27519341678798,12,-0.314680431331994,2.48206813728294,12,,,,0.164449062377255,0.164449062377255,6,0.102552192984569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,2017,好感度%（四级题，1-2档）,49.1,43.3,930,Pew Research Center,Pew_2017_38国,0.927440669183684,0.939249602793315,12,1.0586229628133,3.15011353497651,12,0.296486861559113,1.79112395547576,12,,,,0.476079681013239,0.476079681013239,6,0.442831271866093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,2018,好感度%（四级题，1-2档）,48.4,45.2,942,Pew Research Center,Pew_2018_27国,1.21265862124894,0.527184854297891,12,2.26533342067173,1.04786628578873,12,2.42144416664163,2.17164864710188,12,,,,0.42966661015256,0.42966661015256,6,0.392151409053951,2,0,0,2,0,0,1,2,1,1,1,1,0,0,0,0,2,0,0,0,0
Netherlands,2019,好感度%（四级题，1-2档）,36.8,58.5,953,Pew Research Center,Pew_2019_34国,1.02417198118111,0.659547609204118,12,2.11917885549113,3.57853438103895,12,1.77635683940025e-15,0,3,,,,-0.339464278395826,-0.339464278395826,6,-0.447686317547256,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Philippines,2013,好感度%（四级题，1-2档）,47.9,48.6,776,Pew Research Center,Pew_2013_39国,-1.65809719521547,0.802580698474162,12,-0.406797640800686,1.50577605819188,12,-1.74146671081381,2.67405770449449,12,,,,0.396514416680647,0.396514416680647,5,0.355951507045278,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
Philippines,2014,好感度%（四级题，1-2档）,38.7,58,975,Pew Research Center,Pew_2014_44国,-1.58214475887831,0.75872341627305,12,-1.22419693764348,0.969195883331853,12,-0.934870431723157,1.77929103036975,12,,,,-0.213485943202555,-0.213485943202555,5,-0.310126689914299,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Philippines,2017,好感度%（四级题，1-2档）,53.1,41.6,947,Pew Research Center,Pew_2017_38国,0.806728562045574,0.3861101163319,12,1.85507703105067,0.793335410877729,12,-0.159381221900082,2.33625090855608,12,,,,0.741297228788544,0.741297228788544,5,0.732430487935474,3,1,0,2,0,1,1,3,1,1,1,1,0,0,1,0,0,0,2,1,0
Philippines,2018,好感度%（四级题，1-2档）,51.3,44.5,1131,Pew Research Center,Pew_2018_27国,0.706338195629895,0.641849096357802,12,1.41372990757216,0.735510848514681,12,0.430691314000081,3.20667600258977,12,,,,0.621949332289657,0.621949332289657,5,0.602110840704252,3,2,0,1,0,1,1,3,2,0,1,1,0,0,1,0,1,1,1,0,0
Philippines,2019,好感度%（四级题，1-2档）,40.6,55.4,993,Pew Research Center,Pew_2019_34国,-0.306052157142289,0.406577159782818,12,0.851995720132642,1.23287502905314,12,-0.742174945106343,4.25707787119158,3,,,,-0.0875076080092853,-0.0875076080092853,5,-0.172567062281343,3,0,1,2,1,0,1,3,2,0,0,2,0,1,0,1,0,0,2,0,1
Russia,2005,好感度%（四级题，1-2档）,59.8,28.5,885,Pew Research Center,Pew_2005_22国,1.74548877806453,0.757118626364458,12,2.58346135397939,0.296019339933284,12,2.33181358070407,0.713105974102231,12,7.91666666666667,0.038924947208076,12,1.18553662131218,1.18553662131218,12,1.21750917485169,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Russia,2006,好感度%（四级题，1-2档）,63.2,27,902,Pew Research Center,Pew_2006_15国,1.88295249482834,0.574183618141333,12,2.48621301983435,0.427380590573193,12,2.40093320919124,0.559075705971352,12,7.9,0,12,1.41097153692119,1.41097153692119,12,1.46366850851066,2,1,0,1,0,1,1,2,1,0,0,1,0,0,1,0,1,0,0,0,0
Russia,2008,好感度%（四级题，1-2档）,59,29.9,889,Pew Research Center,Pew_2008_24国,1.4326946381922,0.800929610857759,12,2.79749113084163,0.485517322983645,12,2.26110653048371,0.923459640429108,12,8.1,0,12,1.13249311175712,1.13249311175712,12,1.15958933163781,2,1,0,1,0,1,1,2,1,0,0,1,0,0,1,0,1,0,0,1,0
Russia,2009,好感度%（四级题，1-2档）,58.6,29.2,879,Pew Research Center,Pew_2009春_25国,1.7058059229284,0.426917138380421,12,2.29879405029937,0.463417005587946,12,2.13439141318281,1.06478869860592,12,7.91666666666667,0.0577350269189624,12,1.10597135697959,1.10597135697959,12,1.13062941003087,2,0,1,1,1,0,1,2,1,0,1,0,0,1,0,1,1,0,0,0,0
Russia,2010,好感度%（四级题，1-2档）,59.1,29.5,887,Pew Research Center,Pew_2010_22国,1.76266318681089,0.542304914434132,12,2.20082363664946,0.698650771820513,12,1.68014193385959,1.24740543555364,12,7.93333333333333,0.0492365963917331,12,1.1391235504515,1.1391235504515,12,1.16682931203955,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Russia,2011,好感度%（四级题，1-2档）,63.6,25.1,887,Pew Research Center,Pew_2011_23国,0.881803139247322,0.568706085027221,12,2.186545909914,0.70048108000191,12,1.97336408687997,1.44031491847475,12,8,0,12,1.43749329169872,1.43749329169872,12,1.4926284301176,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Russia,2012,好感度%（四级题，1-2档）,62.2,25.5,877,Pew Research Center,Pew_2012_21国,1.07121528239063,0.994077369994866,12,2.21684088062116,0.771868904291931,12,1.22909435180617,1.76477412184135,12,7.95,0.052223296786709,12,1.34466714997736,1.34466714997736,12,1.39126870449332,2,0,1,1,1,0,1,2,1,0,0,1,0,1,0,1,1,0,0,0,0
Russia,2013,好感度%（四级题，1-2档）,63.6,27.8,910,Pew Research Center,Pew_2013_39国,1.80519267398457,0.595041810338047,12,2.48456902088004,0.595029374878057,12,2.28557923140007,0.86812558530531,12,7.95,0.052223296786709,12,1.43749329169872,1.43749329169872,12,1.4926284301176,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
Russia,2014,好感度%（四级题，1-2档）,63.4,28.4,918,Pew Research Center,Pew_2014_44国,2.03082387334881,0.495237224577834,12,2.89077210169999,0.847213651176053,12,2.28621712763736,0.646524003503126,12,8,0,12,1.42423241430996,1.42423241430996,12,1.47814846931413,2,1,0,1,0,1,1,2,1,0,0,1,0,0,1,0,1,1,0,0,0
Russia,2017,好感度%（四级题，1-2档）,72.4,22,945,Pew Research Center,Pew_2017_38国,0.922885267792522,0.206596261310416,12,2.65459495586845,0.468788606275414,12,1.23205111147564,1.05033136769133,12,8.2,0,12,2.02097189680439,2.02097189680439,12,2.12974670547024,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
Russia,2018,好感度%（四级题，1-2档）,67.2,20.3,875,Pew Research Center,Pew_2018_27国,0.921630042901885,0.728304529052581,12,2.75044006556423,0.43531889052821,12,1.59399545356433,2.07789047278637,12,8.2,0,12,1.6761890846965,1.6761890846965,12,1.75326772458004,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Russia,2019,好感度%（四级题，1-2档）,71.5,17.1,921,Pew Research Center,Pew_2019_34国,0.876787889746515,0.609037478944328,12,2.58415827661337,0.433519000142508,12,3.98333333333333,1.7250603854165,3,8.24166666666667,0.051492865054445,12,1.96129794855495,1.96129794855495,12,2.06458688185463,3,3,0,0,0,1,1,3,1,0,1,0,0,0,2,0,1,1,0,1,0
South Korea,2008,好感度%（四级题，1-2档）,48.5,48.7,694,Pew Research Center,Pew_2008_24国,1.8586887612059,0.797776613098119,12,2.46378433671369,0.629160544247805,12,1.7101605546607,1.25996141270567,12,6.00833333333333,0.0900336637378517,12,0.436297048846943,0.436297048846943,9,0.399391389455685,3,1,0,2,0,1,1,3,3,0,1,2,0,0,0,0,2,0,1,0,0
South Korea,2009,好感度%（四级题，1-2档）,42.2,53.3,670,Pew Research Center,Pew_2009春_25国,2.05352341514864,0.721641498085632,12,2.58029283546894,0.757259567176063,12,2.36765081646633,1.37654679027064,12,6.1,0,12,0.018579411100837,0.018579411100837,9,-0.0567273758535905,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
South Korea,2010,好感度%（四级题，1-2档）,39.1,56.1,672,Pew Research Center,Pew_2010_22国,1.25174254465307,0.935710243017975,12,1.71812525275568,0.880047727489644,12,1.58320496635862,1.58984022996426,12,6.09166666666667,0.0792961461098756,12,-0.186964188425025,-0.186964188425025,9,-0.281166768307361,4,0,2,2,1,0,1,4,1,1,1,0,1,2,0,1,1,0,1,0,0
South Korea,2013,好感度%（四级题，1-2档）,48.8,47.6,780,Pew Research Center,Pew_2013_39国,1.0245612530133,0.648152267840523,12,2.35979807147313,0.472766854726215,12,1.7254301157859,1.57378477113173,12,6.21666666666667,0.102985730108887,12,0.456188364930091,0.456188364930091,9,0.421111330660889,2,1,1,0,1,1,1,2,1,0,0,1,0,1,0,1,1,0,0,0,1
South Korea,2014,好感度%（四级题，1-2档）,56.3,42.1,993,Pew Research Center,Pew_2014_44国,1.03386032480771,0.730712602483329,12,2.40153063082115,0.620686573784914,12,2.0152608817546,0.903465232090737,12,6.325,0.0452267016866648,12,0.953471267008789,0.953471267008789,9,0.964109860790979,2,1,0,1,0,1,1,2,2,0,1,0,1,0,0,0,1,0,1,0,0
South Korea,2017,好感度%（四级题，1-2档）,33.7,61.4,960,Pew Research Center,Pew_2017_38国,-0.295224810263869,0.882348311443133,12,0.521584316080965,1.06572813048646,12,-0.262354233761128,1.99628999636331,12,3.70833333333333,0.394181161242883,12,-0.545007877921687,-0.545007877921687,9,-0.672125710001026,5,2,1,2,1,1,1,5,3,0,0,1,2,1,1,1,1,0,2,1,0
South Korea,2018,好感度%（四级题，1-2档）,38.5,59.8,990,Pew Research Center,Pew_2018_27国,0.907489494897246,0.636539018241242,12,2.14174579122663,0.741758577360884,12,2.08000350224859,0.979915936475881,12,3.76666666666667,0.143548112513054,12,-0.226746820591321,-0.226746820591321,9,-0.324606650717769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Korea,2019,好感度%（四级题，1-2档）,34.1,63.6,983,Pew Research Center,Pew_2019_34国,0.737434725648523,0.552072748170263,12,2.32583357329663,0.6712908790331,12,1.93171419369373,1.48794411095971,3,3.91666666666667,0.0577350269189625,12,-0.518486123144157,-0.518486123144157,9,-0.643165788394088,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Spain,2005,好感度%（四级题，1-2档）,56.6,20.6,580,Pew Research Center,Pew_2005_22国,1.33176108628509,1.24082615085354,12,2.68943771361981,1.80742152546715,12,2.28127142396662,0.8432073177156,12,,,,0.973362583091937,0.973362583091937,14,0.985829801996183,3,2,0,1,0,1,1,3,1,1,1,1,0,0,1,0,2,0,0,1,0
Spain,2006,好感度%（四级题，1-2档）,48.5,32.4,792,Pew Research Center,Pew_2006_15国,0.898453047870221,2.1034748222913,12,2.43011527067007,1.60229568240686,12,2.55499861893611,1.53873844369297,12,,,,0.436297048846943,0.436297048846943,14,0.399391389455685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2008,好感度%（四级题，1-2档）,30.3,56.4,652,Pew Research Center,Pew_2008_24国,1.14408917498534,1.45837206637962,12,1.52052586023384,2.63772307914441,12,1.76177793077374,2.54221333807426,12,,,,-0.770442793530697,-0.770442793530697,14,-0.918285043660001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2009,好感度%（四级题，1-2档）,40.3,41.1,610,Pew Research Center,Pew_2009春_25国,0.855428030456385,1.16808599287332,12,0.447399042881537,2.03998934868595,12,1.7508829436786,3.40814377232275,12,,,,-0.107398924092434,-0.107398924092434,14,-0.194287003486547,2,1,0,1,0,1,1,2,0,1,1,0,0,0,1,0,1,0,0,1,0
Spain,2010,好感度%（四级题，1-2档）,46.8,37.2,634,Pew Research Center,Pew_2010_22国,1.35149704905788,1.31769067549074,12,2.1839645622626,1.00986327222907,12,3.42045146169863,0.559598238830693,12,,,,0.323579591042438,0.323579591042438,14,0.276311722626198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2011,好感度%（四级题，1-2档）,55.3,39.5,948,Pew Research Center,Pew_2011_23国,1.91792779612722,0.971843662030693,12,0.799268341836302,1.44740114496934,12,3.24560611958522,1.34828169696679,12,,,,0.887166880064962,0.887166880064962,14,0.891710056773634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2012,好感度%（四级题，1-2档）,47.9,46.2,941,Pew Research Center,Pew_2012_21国,0.990604045976885,0.960390587828268,12,-0.101609898526915,3.48525774973065,12,3.06879137709451,0.916231996489078,12,,,,0.396514416680647,0.396514416680647,14,0.355951507045278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2013,好感度%（四级题，1-2档）,47.3,46.7,940,Pew Research Center,Pew_2013_39国,0.521344753494284,1.63310531676127,12,0.108343159732868,1.72446255248812,12,1.58521961470574,2.49038756962832,12,,,,0.356731784514351,0.356731784514351,14,0.312511624634871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2014,好感度%（四级题，1-2档）,38.1,54.8,937,Pew Research Center,Pew_2014_44国,0.818626935455659,1.53083348361483,12,-0.104184239324007,1.99965166763717,12,-0.0393547638195209,3.60788898351092,12,,,,-0.253268575368851,-0.253268575368851,14,-0.353566572324707,3,2,0,1,0,1,1,3,0,1,0,1,0,0,2,0,1,2,0,0,0
