dimension,group,trade,event,horizon,estimate,se,pvalue,n,n_country,sig,ci_lower,ci_upper,trade_label
trade_dep,高依存,Trade_Exports,Event_Positive,1,-0.0189621254078186,0.0347947790143785,0.585773860476553,2098,8,"",-0.0871598922760004,0.0492356414603632,出口
trade_dep,高依存,Trade_Exports,Event_Positive,3,0.0078086264726577,0.0258672347510691,0.762748681062899,2082,8,"",-0.0428911536394376,0.0585084065847531,出口
trade_dep,高依存,Trade_Exports,Event_Positive,6,0.012738942130583,0.0191691319256372,0.506335170810397,2058,8,"",-0.0248325564436659,0.050310440704832,出口
trade_dep,高依存,Trade_Exports,Event_Positive,12,0.00557778058664917,0.0203840066723514,0.784365023943498,2010,8,"",-0.0343748724911596,0.0455304336644579,出口
trade_dep,高依存,Trade_Exports,Event_Negative,0,-0.0306333210213558,0.0161533781846152,0.0579067250085944,2106,8,*,-0.0622939422632017,0.00102730022049008,出口
trade_dep,高依存,Trade_Exports,Event_Negative,1,-0.0342970733942138,0.0107026308770345,0.00135275653369559,2098,8,***,-0.0552742299132013,-0.0133199168752262,出口
trade_dep,高依存,Trade_Exports,Event_Negative,3,-0.00829945912319018,0.0188669641273282,0.660014081128813,2082,8,"",-0.0452787088127534,0.028679790566373,出口
trade_dep,高依存,Trade_Exports,Event_Negative,6,0.0135550583118774,0.0198578345130414,0.494856436086521,2058,8,"",-0.0253662973336838,0.0524764139574386,出口
trade_dep,高依存,Trade_Exports,Event_Negative,12,-0.0516057836512958,0.0224833803109676,0.0217167506344857,2010,8,**,-0.0956732090607922,-0.0075383582417994,出口
trade_dep,高依存,Trade_Exports,Event_Neutral,0,0.000483344445320484,0.0103457918824498,0.962737233726051,2106,8,"",-0.0197944076442812,0.0207610965349221,出口
trade_dep,高依存,Trade_Exports,Event_Neutral,1,-0.0164477431958029,0.0147092707357512,0.263486325980816,2098,8,"",-0.0452779138378753,0.0123824274462695,出口
trade_dep,高依存,Trade_Exports,Event_Neutral,3,-0.00272723487788996,0.0148536826989154,0.854322048122421,2082,8,"",-0.0318404529677642,0.0263859832119843,出口
trade_dep,高依存,Trade_Exports,Event_Neutral,6,0.0121661964468942,0.0108689237101854,0.262988236119107,2058,8,"",-0.00913689402506917,0.0334692869188575,出口
trade_dep,高依存,Trade_Exports,Event_Neutral,12,0.0278153424589392,0.00765848294793009,0.000281271214598924,2010,8,***,0.0128047158809962,0.0428259690368822,出口
trade_dep,低依存,Trade_Exports,Event_Positive,0,-0.0366421492415428,0.0335011634653079,0.27406134256519,2354,9,"",-0.102304429633546,0.0290201311504606,出口
trade_dep,低依存,Trade_Exports,Event_Positive,1,-0.0514957289346647,0.0338525962460843,0.128215884085604,2345,9,"",-0.11784681757699,0.0148553597076606,出口
trade_dep,低依存,Trade_Exports,Event_Positive,3,-0.0416542688982414,0.0282741994011953,0.140690266625908,2327,9,"",-0.0970716997245842,0.0137631619281014,出口
trade_dep,低依存,Trade_Exports,Event_Positive,6,-0.02541275106744,0.0237453761414245,0.284520775114389,2300,9,"",-0.071953688304632,0.021128186169752,出口
trade_dep,低依存,Trade_Exports,Event_Positive,12,-0.0187763096222177,0.0159700018558314,0.239705306007501,2246,9,"",-0.0500775132596472,0.0125248940152118,出口
trade_dep,低依存,Trade_Exports,Event_Negative,0,0.0671254769506922,0.0578404446953707,0.245833750359205,2354,9,"",-0.0462417946522344,0.180492748553619,出口
trade_dep,低依存,Trade_Exports,Event_Negative,1,0.0633011117493759,0.0504361808184714,0.209452095500092,2345,9,"",-0.035553802654828,0.16215602615358,出口
trade_dep,低依存,Trade_Exports,Event_Negative,3,0.037444637339224,0.0518269213070058,0.469990840716613,2327,9,"",-0.0641361284225073,0.139025403100955,出口
trade_dep,低依存,Trade_Exports,Event_Negative,6,0.00478589459363896,0.0481773284168139,0.920868999219926,2300,9,"",-0.0896416691033163,0.0992134582905942,出口
trade_dep,低依存,Trade_Exports,Event_Negative,12,0.0131352914016952,0.0457718638266275,0.774132955112764,2246,9,"",-0.0765775616984947,0.102848144501885,出口
trade_dep,低依存,Trade_Exports,Event_Neutral,0,0.0344264297043873,0.0359476288973371,0.338222679079152,2354,9,"",-0.0360309229343934,0.104883782343168,出口
trade_dep,低依存,Trade_Exports,Event_Neutral,1,0.0129645262029632,0.0137857845760796,0.346998497386537,2345,9,"",-0.0140556115661528,0.0399846639720792,出口
trade_dep,低依存,Trade_Exports,Event_Neutral,3,0.0082619263894662,0.0192463808367852,0.667725518079798,2327,9,"",-0.0294609800506327,0.0459848328295651,出口
trade_dep,低依存,Trade_Exports,Event_Neutral,6,0.0268675446233223,0.0200202307159553,0.179589598446129,2300,9,"",-0.0123721075799501,0.0661071968265947,出口
trade_dep,低依存,Trade_Exports,Event_Neutral,12,0.0182056362579306,0.0191623350398759,0.34207465433163,2246,9,"",-0.0193525404202262,0.0557638129360874,出口
trade_dep,中依存,Trade_Exports,Event_Positive,0,0.0244271148652469,0.0155512283074108,0.116240386495354,2225,8,"",-0.00605329261727824,0.0549075223477721,出口
trade_dep,中依存,Trade_Exports,Event_Positive,1,0.020810504062682,0.0233082586597862,0.371943817990386,2217,8,"",-0.0248736829104989,0.066494691035863,出口
trade_dep,中依存,Trade_Exports,Event_Positive,3,0.0537977884064024,0.0172434265294323,0.00180911663054099,2201,8,***,0.0200006724087151,0.0875949044040897,出口
trade_dep,中依存,Trade_Exports,Event_Positive,6,0.0302765789080071,0.029741993998681,0.308690275359422,2177,8,"",-0.0280177293294077,0.0885708871454219,出口
trade_dep,中依存,Trade_Exports,Event_Positive,12,0.0352949212129402,0.0168651110531573,0.0363690410123311,2129,8,**,0.00223930354875201,0.0683505388771285,出口
trade_dep,中依存,Trade_Exports,Event_Negative,0,-0.000922256603391414,0.0279225263901447,0.973651362231729,2225,8,"",-0.0556504083280751,0.0538058951212923,出口
trade_dep,中依存,Trade_Exports,Event_Negative,1,0.0362440234457684,0.0228037634435906,0.11197286690393,2217,8,"",-0.00845135290366927,0.080939399795206,出口
trade_dep,中依存,Trade_Exports,Event_Negative,3,0.0248574418889804,0.0262749194828093,0.344122030144044,2201,8,"",-0.0266414002973257,0.0763562840752866,出口
trade_dep,中依存,Trade_Exports,Event_Negative,6,-0.0131257911790695,0.0246749417357066,0.594761863175198,2177,8,"",-0.0614886769810544,0.0352370946229153,出口
trade_dep,中依存,Trade_Exports,Event_Negative,12,-0.0222115261625671,0.0290835176028881,0.445036945853889,2129,8,"",-0.0792152206642278,0.0347921683390935,出口
trade_dep,中依存,Trade_Exports,Event_Neutral,0,-0.0110264806173761,0.0194244801601809,0.57026654928199,2225,8,"",-0.0490984617313307,0.0270455004965785,出口
trade_dep,中依存,Trade_Exports,Event_Neutral,1,-0.00564705638099619,0.0239067797405172,0.813268553735435,2217,8,"",-0.05250434467241,0.0412102319104176,出口
trade_dep,中依存,Trade_Exports,Event_Neutral,3,-0.00157219982297088,0.0235658147602004,0.946808373354294,2201,8,"",-0.0477611967529637,0.0446167971070219,出口
trade_dep,中依存,Trade_Exports,Event_Neutral,6,-0.0139250337666073,0.023442780032409,0.552511473104619,2177,8,"",-0.0598728826301289,0.0320228150969144,出口
trade_dep,中依存,Trade_Exports,Event_Neutral,12,0.00781187915713308,0.0263079872860152,0.766512740424129,2129,8,"",-0.0437517759234566,0.0593755342377228,出口
developed,发展中,Trade_Imports,Event_Positive,0,-0.0180625280749129,0.0350380229207624,0.606195150649659,2967,12,"",-0.0867370529996071,0.0506119968497814,进口
developed,发展中,Trade_Imports,Event_Positive,1,-0.0171081175706383,0.0335705314119331,0.610319726745055,2955,12,"",-0.0829063591380272,0.0486901239967506,进口
developed,发展中,Trade_Imports,Event_Positive,3,0.0113494562324093,0.0311527436589063,0.715621735249939,2931,12,"",-0.049709921339047,0.0724088338038657,进口
developed,发展中,Trade_Imports,Event_Positive,6,0.00691166512750992,0.0288094923631306,0.810400571526375,2895,12,"",-0.049554939904226,0.0633782701592458,进口
developed,发展中,Trade_Imports,Event_Positive,12,0.0282237579988802,0.0260226000361081,0.278104882752011,2823,12,"",-0.0227805380718917,0.079228054069652,进口
developed,发展中,Trade_Imports,Event_Negative,0,-0.0804552998414599,0.0427789780718008,0.0600099533037596,2967,12,*,-0.164302096862189,0.00339149717926956,进口
developed,发展中,Trade_Imports,Event_Negative,1,-0.067518108853699,0.0272207614498401,0.0131238691387202,2955,12,**,-0.120870801295386,-0.0141654164120124,进口
developed,发展中,Trade_Imports,Event_Negative,3,-0.0435323828678362,0.0297641745687112,0.143583291922581,2931,12,"",-0.10187016502251,0.0148053992868376,进口
developed,发展中,Trade_Imports,Event_Negative,6,-0.108406506431261,0.0388498980260788,0.00526440017474363,2895,12,***,-0.184552306562375,-0.0322607063001465,进口
developed,发展中,Trade_Imports,Event_Negative,12,-0.0774371106916511,0.0513364714957534,0.131446318317205,2823,12,"",-0.178056594823328,0.0231823734400256,进口
developed,发展中,Trade_Imports,Event_Neutral,0,0.0427236261097379,0.0278159164272094,0.124552678319427,2967,12,"",-0.0117955700875925,0.0972428223070684,进口
developed,发展中,Trade_Imports,Event_Neutral,1,0.0530780158738171,0.0295807389604346,0.0727583094144472,2955,12,*,-0.00490023248863466,0.111056264236269,进口
developed,发展中,Trade_Imports,Event_Neutral,3,0.0558952435935638,0.0366313243796591,0.127038131663857,2931,12,"",-0.015902152190568,0.127692639377695,进口
developed,发展中,Trade_Imports,Event_Neutral,6,0.0289857975848391,0.0217846891047736,0.183334411116928,2895,12,"",-0.0137121930605172,0.0716837882301954,进口
developed,发展中,Trade_Imports,Event_Neutral,12,-0.0184974551757945,0.0454125293381185,0.683772591718132,2823,12,"",-0.107506012678507,0.0705111023269177,进口
developed,发达,Trade_Imports,Event_Positive,0,-0.0136250266916032,0.0243966565298413,0.576517162874072,3718,13,"",-0.061442473490092,0.0341924201068857,进口
developed,发达,Trade_Imports,Event_Positive,1,-0.0127113693267296,0.0189009958314707,0.50125030098859,3705,13,"",-0.0497573211564122,0.0243345825029529,进口
developed,发达,Trade_Imports,Event_Positive,3,-0.00353938491717745,0.0157745140972895,0.822466591401159,3679,13,"",-0.0344574325478648,0.02737866271351,进口
developed,发达,Trade_Imports,Event_Positive,6,0.000911254735883827,0.023731730239138,0.969370229316454,3640,13,"",-0.0456029365328267,0.0474254460045943,进口
developed,发达,Trade_Imports,Event_Positive,12,-0.014208184708754,0.0223370782977213,0.524723815247506,3562,13,"",-0.0579888581722878,0.0295724887547798,进口
developed,发达,Trade_Imports,Event_Negative,0,0.000988084549098496,0.0198072235352603,0.960213982285482,3718,13,"",-0.0378340735800117,0.0398102426782087,进口
developed,发达,Trade_Imports,Event_Negative,1,-0.010106922683407,0.0237983141513856,0.671062164606384,3705,13,"",-0.0567516184201229,0.0365377730533088,进口
developed,发达,Trade_Imports,Event_Negative,3,-0.00624819137453992,0.0227237742601252,0.783344859724251,3679,13,"",-0.0507867889243852,0.0382904061753054,进口
developed,发达,Trade_Imports,Event_Negative,6,-0.0259136972886831,0.0336749358674331,0.44158184552391,3640,13,"",-0.0919165715888521,0.0400891770114858,进口
developed,发达,Trade_Imports,Event_Negative,12,0.00108253557972111,0.035133923801943,0.975419717324549,3562,13,"",-0.0677799550720872,0.0699450262315294,进口
developed,发达,Trade_Imports,Event_Neutral,0,0.013939826926395,0.010367647213907,0.178770385392127,3718,13,"",-0.00638076161286267,0.0342604154656526,进口
developed,发达,Trade_Imports,Event_Neutral,1,0.013090016814608,0.00977156290804555,0.180374387114581,3705,13,"",-0.00606224648516127,0.0322422801143773,进口
developed,发达,Trade_Imports,Event_Neutral,3,0.021268433242917,0.00897567857238765,0.017809134685277,3679,13,**,0.00367610324103725,0.0388607632447968,进口
developed,发达,Trade_Imports,Event_Neutral,6,0.0138301175247641,0.00981351746324568,0.158748666537711,3640,13,"",-0.0054043767031974,0.0330646117527257,进口
developed,发达,Trade_Imports,Event_Neutral,12,0.014571991421304,0.0101630396459346,0.151623020500133,3562,13,"",-0.00534756628472792,0.0344915491273359,进口
ever_fta,无FTA,Trade_Imports,Event_Positive,0,-0.0323050080050774,0.0237710334416968,0.174144275102112,4298,16,"",-0.0788962335508031,0.0142862175406483,进口
ever_fta,无FTA,Trade_Imports,Event_Positive,1,-0.0297630902000201,0.019301669649352,0.123074656172405,4282,16,"",-0.0675943627127501,0.00806818231270989,进口
ever_fta,无FTA,Trade_Imports,Event_Positive,3,0.0102295989810619,0.0167687327342947,0.541835260789837,4250,16,"",-0.0226371171781557,0.0430963151402796,进口
ever_fta,无FTA,Trade_Imports,Event_Positive,6,-0.00218880250811663,0.0212913494156369,0.918119774752677,4202,16,"",-0.0439198473627649,0.0395422423465316,进口
ever_fta,无FTA,Trade_Imports,Event_Positive,12,0.0118941746392588,0.0275250215499659,0.665652553710487,4106,16,"",-0.0420548675986744,0.065843216877192,进口
ever_fta,无FTA,Trade_Imports,Event_Negative,0,-0.0403043589940454,0.0165039911600098,0.0146021939333197,4298,16,**,-0.0726521816676646,-0.00795653632042624,进口
ever_fta,无FTA,Trade_Imports,Event_Negative,1,-0.0507571281970251,0.0184117026878229,0.00583725015529379,4282,16,***,-0.086844065465158,-0.0146701909288922,进口
ever_fta,无FTA,Trade_Imports,Event_Negative,3,-0.0280032425105291,0.0234353162546601,0.232119715004634,4250,16,"",-0.0739364623696629,0.0179299773486046,进口
ever_fta,无FTA,Trade_Imports,Event_Negative,6,-0.0635415274041485,0.0277600115898254,0.0220817367065639,4202,16,**,-0.117951150120206,-0.00913190468809065,进口
ever_fta,无FTA,Trade_Imports,Event_Negative,12,-0.0866485492352187,0.0258550469516499,0.000804271565176147,4106,16,***,-0.137324441260453,-0.0359726572099849,进口
ever_fta,无FTA,Trade_Imports,Event_Neutral,0,0.0147075915878405,0.0209544774825091,0.48275212944242,4298,16,"",-0.0263631842778774,0.0557783674535584,进口
ever_fta,无FTA,Trade_Imports,Event_Neutral,1,0.0288811074570656,0.0103061027193765,0.00507348464267295,4282,16,***,0.0086811461270877,0.0490810687870435,进口
ever_fta,无FTA,Trade_Imports,Event_Neutral,3,0.0410139768261068,0.0165507212254546,0.0132092294519485,4250,16,**,0.00857456322421585,0.0734533904279978,进口
ever_fta,无FTA,Trade_Imports,Event_Neutral,6,0.0150298943242703,0.0167263372228155,0.36887825625196,4202,16,"",-0.017753726632448,0.0478135152809886,进口
ever_fta,无FTA,Trade_Imports,Event_Neutral,12,0.00831390527769318,0.0165756464728918,0.615967552950295,4106,16,"",-0.0241743618091747,0.0408021723645611,进口
ever_fta,有FTA,Trade_Imports,Event_Positive,0,0.0231195674718685,0.0269365206908963,0.390727818029279,2387,9,"",-0.0296760130822883,0.0759151480260252,进口
ever_fta,有FTA,Trade_Imports,Event_Positive,1,0.0182590047875919,0.0273023286762727,0.503641588708529,2378,9,"",-0.0352535594179027,0.0717715689930864,进口
ever_fta,有FTA,Trade_Imports,Event_Positive,3,0.0255074687562024,0.0288375799005298,0.376414587049739,2360,9,"",-0.031014187848836,0.0820291253612408,进口
ever_fta,有FTA,Trade_Imports,Event_Positive,6,0.04290883036677,0.0303152820059269,0.156945641243232,2333,9,"",-0.0165091223648466,0.102326783098387,进口
ever_fta,有FTA,Trade_Imports,Event_Positive,12,-0.00947918152026744,0.0294428884737464,0.747489452300847,2279,9,"",-0.0671872429288103,0.0482288798882754,进口
ever_fta,有FTA,Trade_Imports,Event_Negative,0,0.0111809846489331,0.0183229542341778,0.541717835487853,2387,9,"",-0.0247320056500554,0.0470939749479216,进口
ever_fta,有FTA,Trade_Imports,Event_Negative,1,-0.00255337881381674,0.0213039997561264,0.904598461292187,2378,9,"",-0.0443092183358244,0.039202460708191,进口
ever_fta,有FTA,Trade_Imports,Event_Negative,3,-0.00561647818351476,0.0177853392270337,0.752159949473629,2360,9,"",-0.0404757430685009,0.0292427867014714,进口
ever_fta,有FTA,Trade_Imports,Event_Negative,6,-0.00735257922040044,0.0193014006571956,0.70325147459149,2333,9,"",-0.0451833245085039,0.030478166067703,进口
ever_fta,有FTA,Trade_Imports,Event_Negative,12,0.0481210788831184,0.0284766697903372,0.0910581442177163,2279,9,*,-0.00769319390594238,0.103935351672179,进口
ever_fta,有FTA,Trade_Imports,Event_Neutral,0,0.0136528325335781,0.0166677899368019,0.412720949022303,2387,9,"",-0.0190160357425536,0.0463217008097098,进口
ever_fta,有FTA,Trade_Imports,Event_Neutral,1,0.0174188732654663,0.0157216461026045,0.267881336995094,2378,9,"",-0.0133955530956386,0.0482332996265712,进口
ever_fta,有FTA,Trade_Imports,Event_Neutral,3,0.0275452267385421,0.0124546287231289,0.0269911513574139,2360,9,**,0.00313415444120942,0.0519562990358749,进口
ever_fta,有FTA,Trade_Imports,Event_Neutral,6,0.0148514496451493,0.012221087014812,0.224277817553594,2333,9,"",-0.00910188090388228,0.0388047801941808,进口
ever_fta,有FTA,Trade_Imports,Event_Neutral,12,-0.0042820700900481,0.0203677781609634,0.833482338481181,2279,9,"",-0.0442029152855363,0.0356387751054401,进口
trade_dep,高依存,Trade_Imports,Event_Positive,0,0.0110453415671063,0.0257561469419238,0.668037533286083,2106,8,"",-0.0394367064390644,0.0615273895732769,进口
trade_dep,高依存,Trade_Imports,Event_Positive,1,0.00417463263120567,0.0184501058582868,0.820994499477119,2098,8,"",-0.0319875748510364,0.0403368401134477,进口
trade_dep,高依存,Trade_Imports,Event_Positive,3,0.0193425079983428,0.0246817826090953,0.433230549780643,2082,8,"",-0.029033785915484,0.0677188019121696,进口
trade_dep,高依存,Trade_Imports,Event_Positive,6,0.028264937357705,0.0221533227317624,0.201998645018743,2058,8,"",-0.0151555751965495,0.0716854499119594,进口
trade_dep,高依存,Trade_Imports,Event_Positive,12,0.00396760472292098,0.0273286554339538,0.884567874393289,2010,8,"",-0.0495965599276284,0.0575317693734704,进口
trade_dep,高依存,Trade_Imports,Event_Negative,0,-0.0180525177569975,0.0272466244386897,0.507612530288535,2106,8,"",-0.0714559016568294,0.0353508661428344,进口
trade_dep,高依存,Trade_Imports,Event_Negative,1,-0.0295265471310012,0.0280443528381927,0.292408923678708,2098,8,"",-0.0844934786938589,0.0254403844318565,进口
trade_dep,高依存,Trade_Imports,Event_Negative,3,-0.0333696108292165,0.0250229180953157,0.182347468141186,2082,8,"",-0.0824145302960352,0.0156753086376023,进口
trade_dep,高依存,Trade_Imports,Event_Negative,6,-0.0616060834955788,0.0388012105480661,0.112346021678304,2058,8,"",-0.137656456169788,0.0144442891786307,进口
trade_dep,高依存,Trade_Imports,Event_Negative,12,-0.014513748093399,0.0437375874705807,0.740012373547816,2010,8,"",-0.100239419535737,0.0712119233489392,进口
trade_dep,高依存,Trade_Imports,Event_Neutral,0,0.00932044266584441,0.00745952969205331,0.211493998578366,2106,8,"",-0.00530023553058007,0.0239411208622689,进口
trade_dep,高依存,Trade_Imports,Event_Neutral,1,0.0112002784787671,0.00870512015247072,0.198222892004139,2098,8,"",-0.00586175702007554,0.0282623139776097,进口
trade_dep,高依存,Trade_Imports,Event_Neutral,3,0.0138666397408905,0.0109743399158112,0.206391179165638,2082,8,"",-0.00764306649409943,0.0353763459758804,进口
trade_dep,高依存,Trade_Imports,Event_Neutral,6,0.0210320711709529,0.0125838111273843,0.0946507077451032,2058,8,*,-0.00363219863872034,0.0456963409806261,进口
trade_dep,高依存,Trade_Imports,Event_Neutral,12,0.0105118341026184,0.0143049021100971,0.46243609847905,2010,8,"",-0.0175257740331719,0.0385494422384086,进口
trade_dep,低依存,Trade_Imports,Event_Positive,0,-0.0420206146464299,0.0427805345766383,0.325983210413741,2354,9,"",-0.125870462416641,0.0418292331237812,进口
trade_dep,低依存,Trade_Imports,Event_Positive,1,-0.0393168474166403,0.0348470668496423,0.259206547592053,2345,9,"",-0.107617098441939,0.0289834036086585,进口
trade_dep,低依存,Trade_Imports,Event_Positive,3,-0.010351177459463,0.0319754576950321,0.74614807906032,2327,9,"",-0.0730230745417259,0.0523207196227999,进口
trade_dep,低依存,Trade_Imports,Event_Positive,6,-0.0365978618599141,0.0383302328985917,0.339676795611254,2300,9,"",-0.111725118341154,0.0385293946213257,进口
trade_dep,低依存,Trade_Imports,Event_Positive,12,0.00566459297521218,0.0358232789182333,0.874357487507742,2246,9,"",-0.0645490337045251,0.0758782196549495,进口
trade_dep,低依存,Trade_Imports,Event_Negative,0,-0.0194039678454314,0.0635814538462446,0.760226910800123,2354,9,"",-0.144023617384071,0.105215681693208,进口
trade_dep,低依存,Trade_Imports,Event_Negative,1,0.0193141039172031,0.0540949088704446,0.721061063041311,2345,9,"",-0.0867119174688682,0.125340125303274,进口
trade_dep,低依存,Trade_Imports,Event_Negative,3,0.0657900129944309,0.0609198523212964,0.280167235092229,2327,9,"",-0.05361289755531,0.185192923544172,进口
trade_dep,低依存,Trade_Imports,Event_Negative,6,0.0530166368742453,0.0785550401931936,0.499740592649882,2300,9,"",-0.100951241904414,0.206984515652905,进口
trade_dep,低依存,Trade_Imports,Event_Negative,12,0.0142138577654309,0.0336600964122212,0.672823424431945,2246,9,"",-0.0517599312025227,0.0801876467333844,进口
trade_dep,低依存,Trade_Imports,Event_Neutral,0,0.0460860884723653,0.0322527878709371,0.153032265476658,2354,9,"",-0.0171293757546714,0.109301552699402,进口
trade_dep,低依存,Trade_Imports,Event_Neutral,1,0.0334187554327239,0.033409097229172,0.317170625920335,2345,9,"",-0.0320630751364532,0.098900586001901,进口
trade_dep,低依存,Trade_Imports,Event_Neutral,3,0.0301999944719957,0.0604317181071417,0.617259938508118,2327,9,"",-0.088246173018002,0.148646161961993,进口
trade_dep,低依存,Trade_Imports,Event_Neutral,6,0.0788994736663339,0.0577363309032288,0.171766992418213,2300,9,"",-0.0342637349039945,0.192062682236662,进口
trade_dep,低依存,Trade_Imports,Event_Neutral,12,0.0282147248305161,0.028506631981639,0.322291427285644,2246,9,"",-0.0276582738534963,0.0840877235145285,进口
trade_dep,中依存,Trade_Imports,Event_Positive,0,-0.0177041225522745,0.0313193516076299,0.571885078506644,2225,8,"",-0.079090051703229,0.04368180659868,进口
trade_dep,中依存,Trade_Imports,Event_Positive,1,0.00116647853985034,0.0258004781392668,0.963938721077635,2217,8,"",-0.0494024586131127,0.0517354156928133,进口
trade_dep,中依存,Trade_Imports,Event_Positive,3,0.0327885720882236,0.0222512000236155,0.140598962367279,2201,8,"",-0.0108237799580627,0.0764009241345099,进口
trade_dep,中依存,Trade_Imports,Event_Positive,6,0.0133189884976104,0.0269230770405231,0.620808170463348,2177,8,"",-0.0394502425018148,0.0660882194970356,进口
trade_dep,中依存,Trade_Imports,Event_Positive,12,0.0476090114297571,0.0237879127911466,0.045349831352102,2129,8,**,0.000984702359109656,0.0942333205004044,进口
trade_dep,中依存,Trade_Imports,Event_Negative,0,0.00663522254171727,0.0401328636717332,0.868683145168824,2225,8,"",-0.0720251902548798,0.0852956353383143,进口
trade_dep,中依存,Trade_Imports,Event_Negative,1,-0.0346672335752115,0.0448443666085508,0.439488884522255,2217,8,"",-0.122562192127971,0.0532277249775482,进口
trade_dep,中依存,Trade_Imports,Event_Negative,3,-0.0348727981865347,0.0411506753458373,0.396748970903519,2201,8,"",-0.115528121864376,0.0457825254913064,进口
trade_dep,中依存,Trade_Imports,Event_Negative,6,-0.0428332596134393,0.0324613857392085,0.186997264185054,2177,8,"",-0.106457575662288,0.0207910564354094,进口
trade_dep,中依存,Trade_Imports,Event_Negative,12,-0.0800331549321925,0.0440154870259084,0.0690190047170183,2129,8,*,-0.166303509502973,0.0062371996385879,进口
trade_dep,中依存,Trade_Imports,Event_Neutral,0,0.0684987438033163,0.0237747179888338,0.00396215651241972,2225,8,***,0.0219002965452021,0.115097191061431,进口
trade_dep,中依存,Trade_Imports,Event_Neutral,1,0.0673830067923274,0.0323222340387749,0.0370941648117552,2217,8,**,0.00403142807632859,0.130734585508326,进口
trade_dep,中依存,Trade_Imports,Event_Neutral,3,0.0769659435787339,0.041105435841719,0.0611508629395727,2201,8,*,-0.0036007106710353,0.157532597828503,进口
trade_dep,中依存,Trade_Imports,Event_Neutral,6,0.00819687635108314,0.0264007135245759,0.756196461124689,2177,8,"",-0.0435485221570856,0.0599422748592519,进口
trade_dep,中依存,Trade_Imports,Event_Neutral,12,0.0306766474895942,0.0277994949462333,0.269811577635654,2129,8,"",-0.0238103626050232,0.0851636575842115,进口
