window_id,window_label,db,trade,trade_label,avg_response_lag_Pol_Agg,avg_response_lag_Pol_CHN_Partner,avg_response_lag_Pol_Partner_CHN,immediate_share_Pol_Agg,immediate_share_Pol_CHN_Partner,immediate_share_Pol_Partner_CHN,peak_lag_Pol_Agg,peak_lag_Pol_CHN_Partner,peak_lag_Pol_Partner_CHN,sig_lags_count_Pol_Agg,sig_lags_count_Pol_CHN_Partner,sig_lags_count_Pol_Partner_CHN
16,2019,GDELT,Trade_Exports,出口,3.40287559797401,3.60000120010162,3.70184178594627,0.082352145500814,0.104340337754004,0.0747564971203546,6,6,6,0,0,0
16,2019,GDELT,Trade_Imports,进口,3.91816959919009,3.78455447757699,3.98508450895615,0.124467959003683,0.114855572501173,0.0767423730906906,5,5,4,0,0,0
16,2019,GDELT,Trade_Total,总贸易,3.38525434608437,3.29666676731655,3.02275818315093,0.0215581106261669,0.15848837269353,0.0575993949273452,5,6,4,0,0,0
16,2019,ICEWS,Trade_Exports,出口,3.36432764105046,3.36954823282996,3.03989073635408,0.144512117922614,0.204777702618319,0.212478734534503,4,4,3,2,2,2
16,2019,ICEWS,Trade_Imports,进口,3.49645295645255,3.79404991563712,2.6470729483102,0.00359386434978194,0.0357591098370652,0.0314924991083987,4,4,2,3,0,1
16,2019,ICEWS,Trade_Total,总贸易,3.38115926099848,3.7479908647988,2.88377727642782,0.0173698202780147,0.0696166430006773,0.0240454934940301,4,4,3,3,2,1
16,2019,Phoenix,Trade_Exports,出口,2.36758120885205,2.4239622605395,2.48243694519809,0.338690408483473,0.208568349551471,0.271282391097712,0,1,0,0,1,2
16,2019,Phoenix,Trade_Imports,进口,2.76878006653204,2.47402237647273,3.18815222318371,0.280948589925867,0.117248647066403,0.149346580024636,0,1,6,0,1,1
16,2019,Phoenix,Trade_Total,总贸易,1.46015458642973,2.29319516459161,3.31915212503768,0.48616107655898,0.196486342775475,0.0391863800932809,0,1,1,0,1,0
16,2019,Tsinghua,Trade_Exports,出口,2.63995574496085,,,0.027011698627133,,,1,,,1,,
16,2019,Tsinghua,Trade_Imports,进口,1.74814302448632,,,0.266610803151586,,,1,,,1,,
16,2019,Tsinghua,Trade_Total,总贸易,2.9289961241321,,,0.171020203003733,,,5,,,0,,
17,2020,GDELT,Trade_Exports,出口,2.89233385660376,3.71391897200773,3.01364971738309,0.164263170292948,0.0939032669607508,0.118720460884997,1,6,6,0,0,0
17,2020,GDELT,Trade_Imports,进口,2.65891576776339,3.42349122959449,2.21037792854037,0.343521041950724,0.0762796260937575,0.367288948010839,0,5,4,0,0,0
17,2020,GDELT,Trade_Total,总贸易,2.83487567743464,3.6884873382483,2.64622915986477,0.179893084942001,0.00467945094019193,0.151374751718028,5,5,1,0,0,0
17,2020,ICEWS,Trade_Exports,出口,3.60556179682119,4.21375423052139,2.80529385692721,0.0048050346603528,0.0243144180727062,0.182780102428926,3,6,3,1,2,1
17,2020,ICEWS,Trade_Imports,进口,2.96287162535177,2.75001256102527,2.1429160489416,0.0461696361742045,0.123222119964332,0.0316655420663077,1,2,1,0,0,0
17,2020,ICEWS,Trade_Total,总贸易,3.08039433722785,3.48245736976253,2.25691707597791,0.0292182444367272,0.0117749951183289,0.016310175800678,3,3,1,1,1,1
17,2020,Phoenix,Trade_Exports,出口,2.55781822601006,2.5760657443301,2.7357576060984,0.259720263134382,0.163925138788924,0.248041145368311,0,1,0,1,1,1
17,2020,Phoenix,Trade_Imports,进口,2.11943739590796,2.78506693136417,2.58895398693088,0.359148057752786,0.0688180164629151,0.218325435979698,0,1,3,0,1,0
17,2020,Phoenix,Trade_Total,总贸易,2.13415348287712,2.71565857356024,3.43673117196627,0.347076498813005,0.112750776577202,0.00998594397631021,0,1,3,1,1,1
17,2020,Tsinghua,Trade_Exports,出口,2.52371518944808,,,0.0996406196387241,,,3,,,1,,
17,2020,Tsinghua,Trade_Imports,进口,2.45795238404854,,,0.163013369172168,,,3,,,0,,
17,2020,Tsinghua,Trade_Total,总贸易,2.08077172843986,,,0.186728215971237,,,4,,,0,,
18,2021,GDELT,Trade_Exports,出口,1.79641717103879,2.805488166755,1.96169085817094,0.311011439240347,0.14081257834115,0.381402645852664,0,4,0,0,0,0
18,2021,GDELT,Trade_Imports,进口,3.09115047098215,4.20031130757711,3.10143369926247,0.312350608591896,0.117452308074079,0.296517439822281,0,6,0,0,0,0
18,2021,GDELT,Trade_Total,总贸易,2.28580352419808,3.1626836200874,2.60681673040958,0.333781362158055,0.106659483805871,0.399201157076522,0,4,0,0,0,0
18,2021,ICEWS,Trade_Exports,出口,3.21999027004644,3.30366511016999,2.34791108025606,0.0320670662259197,0.0629449104071666,0.0606524439287888,3,3,3,1,0,1
18,2021,ICEWS,Trade_Imports,进口,2.64478062121128,2.93824614932285,1.78733325943631,0.0243559603679001,0.0844610336935024,0.144996664592085,4,2,1,0,0,1
18,2021,ICEWS,Trade_Total,总贸易,2.69348589520195,2.90655416802295,1.92160014522682,0.0503288437293083,0.0474401003250463,0.105360784052368,3,3,1,1,0,2
18,2021,Phoenix,Trade_Exports,出口,2.91783743618529,2.22790668405622,2.96160704171337,0.284015573003346,0.335383981318892,0.179533825840487,6,0,2,1,2,1
18,2021,Phoenix,Trade_Imports,进口,1.58132592826998,1.53908711980188,1.69761240109926,0.384305371706906,0.487618077951815,0.273868641713248,0,0,1,1,3,0
18,2021,Phoenix,Trade_Total,总贸易,2.61960970881217,1.85926914933124,2.65550210757831,0.282705510698936,0.402703359780179,0.116909108589103,0,0,2,0,4,0
18,2021,Tsinghua,Trade_Exports,出口,2.88214682945936,,,0.0263109755685574,,,1,,,2,,
18,2021,Tsinghua,Trade_Imports,进口,3.66938626867528,,,0.0206084941094677,,,3,,,0,,
18,2021,Tsinghua,Trade_Total,总贸易,3.24235655724645,,,0.0421713803376126,,,2,,,1,,
19,2022,GDELT,Trade_Exports,出口,2.26690089966544,2.4918794865035,2.63054536142421,0.39997971862467,0.377005441088098,0.365282295126371,0,0,0,0,0,0
19,2022,GDELT,Trade_Imports,进口,3.3379262579772,4.70604478751494,2.99890711326573,0.276498932250822,0.0793628389588484,0.275249697696926,6,6,0,0,0,0
19,2022,GDELT,Trade_Total,总贸易,2.85422916387521,3.32427831550295,2.98632772421253,0.376456295137125,0.273764020048249,0.360399636757842,0,6,0,0,0,1
19,2022,ICEWS,Trade_Exports,出口,2.91882553454712,3.23651964957998,3.08521829302499,0.0707904309644554,0.0319510087587811,0.00322605458696059,3,3,3,1,1,1
19,2022,ICEWS,Trade_Imports,进口,2.52239680481889,3.13582310835111,1.956647184468,0.0778631299286059,0.0108065299419636,0.134521980468671,3,2,1,0,0,1
19,2022,ICEWS,Trade_Total,总贸易,2.68997004360235,2.76005170728292,2.16072146943452,0.0320969386388068,0.00826684047354682,0.09644025003359,3,3,1,1,1,2
19,2022,Tsinghua,Trade_Exports,出口,2.86488076444728,,,0.0834712544547252,,,1,,,2,,
19,2022,Tsinghua,Trade_Imports,进口,3.92781957542513,,,0.121068900589531,,,5,,,1,,
19,2022,Tsinghua,Trade_Total,总贸易,3.02275453741662,,,0.0794649349767731,,,5,,,1,,
20,2023,GDELT,Trade_Exports,出口,2.98939102620725,2.94272397042471,2.9181223362856,0.288153330115822,0.332584551827847,0.192706930208755,0,0,6,0,0,0
20,2023,GDELT,Trade_Imports,进口,3.91606409061037,4.35895229142615,3.4004627356832,0.116239530413489,0.0454871905706335,0.16675418972155,6,6,6,1,1,1
20,2023,GDELT,Trade_Total,总贸易,3.64432719385517,3.90379405936106,3.42044904470072,0.224248523599356,0.117148752013126,0.248393863992643,6,6,6,1,1,0
20,2023,ICEWS,Trade_Exports,出口,3.47808164816805,2.99987604689364,3.95816179902954,0.0445122400052125,0.0304878605347401,0.0105584512991936,3,3,6,1,0,3
20,2023,ICEWS,Trade_Imports,进口,2.72007451988484,2.86373556647129,3.24500633916791,0.158605402022329,0.0962133238872568,0.0482468921885839,4,2,1,0,0,0
20,2023,ICEWS,Trade_Total,总贸易,2.88050726225287,2.51319268713974,3.14576296911604,0.0449423048647781,0.0320577797924064,0.0137570651173341,3,3,1,1,0,2
20,2023,Tsinghua,Trade_Exports,出口,3.19713533898887,,,0.0680348591390865,,,3,,,1,,
20,2023,Tsinghua,Trade_Imports,进口,2.88555232725466,,,0.207926993721305,,,0,,,0,,
20,2023,Tsinghua,Trade_Total,总贸易,2.85354964503262,,,0.130778574563331,,,3,,,1,,
