db,spec,trade,h,estimate,se,pval,nobs,pseudo_r2,sig,cell
ICEWS,IW-Import,Trade_Exports,4,0.000953702436401518,0.00280444057820638,0.733804799108087,5903,0.976810271726151,"","0.001
(0.003)"
ICEWS,IW-Import,Trade_Exports,5,0.00228672117011862,0.00348130610894706,0.511272706131542,5878,0.976811570394669,"","0.002
(0.003)"
ICEWS,IW-Import,Trade_Exports,6,0.00328495796695754,0.00378352005879278,0.385269541326762,5853,0.976818664254426,"","0.003
(0.004)"
ICEWS,IW-Import,Trade_Imports,0,0.00191790126652144,0.00582112875834563,0.741798651587247,6003,0.949932907409234,"","0.002
(0.006)"
ICEWS,IW-Import,Trade_Imports,1,0.00266508787412569,0.00552143700247789,0.629322881035554,5978,0.949839065715985,"","0.003
(0.006)"
ICEWS,IW-Import,Trade_Imports,2,0.00316398484316177,0.00530405592273725,0.550826712942427,5953,0.949730884067373,"","0.003
(0.005)"
ICEWS,IW-Import,Trade_Imports,3,0.00393228376835746,0.00511860917135071,0.442348853918466,5928,0.949665312297388,"","0.004
(0.005)"
ICEWS,IW-Import,Trade_Imports,4,0.00379461039299751,0.00636608218480205,0.551130585754492,5903,0.949628296330337,"","0.004
(0.006)"
ICEWS,IW-Import,Trade_Imports,5,0.00258934329192998,0.00737416526822147,0.725485467062199,5878,0.949588631727379,"","0.003
(0.007)"
ICEWS,IW-Import,Trade_Imports,6,0.0022345135161092,0.00641626329254147,0.727646609191839,5853,0.949549043080407,"","0.002
(0.006)"
Phoenix,PH-Total,Trade_Total,0,-0.000558553378549171,0.00213345193238158,0.79346997877221,4767,0.982737580064464,"","-0.001
(0.002)"
Phoenix,PH-Total,Trade_Total,1,-0.000641471867294892,0.00201085346936786,0.749722888590182,4742,0.982693880783884,"","-0.001
(0.002)"
Phoenix,PH-Total,Trade_Total,2,0.0017898113054688,0.0021724747366328,0.410020086699103,4717,0.982655660843042,"","0.002
(0.002)"
Phoenix,PH-Total,Trade_Total,3,0.00248517877443204,0.00189145191508283,0.188879840356714,4692,0.982636149685057,"","0.002
(0.002)"
Phoenix,PH-Total,Trade_Total,4,0.00278687412279051,0.00185911532877297,0.133865225586185,4667,0.98261604767288,"","0.003
(0.002)"
Phoenix,PH-Total,Trade_Total,5,0.00230680049986236,0.0019531415572666,0.237574184139864,4642,0.982586809933302,"","0.002
(0.002)"
Phoenix,PH-Total,Trade_Total,6,-0.00055991220735106,0.00276731266425394,0.839658229699765,4617,0.982552455691021,"","-0.001
(0.003)"
Phoenix,PH-Total,Trade_Exports,0,-0.00452820726647955,0.00251345776571674,0.071610756977923,4767,0.984928989186758,*,"-0.005*
(0.003)"
Phoenix,PH-Total,Trade_Exports,1,-0.0052190602278917,0.0026629152409355,0.050006924408697,4742,0.984915001014122,*,"-0.005*
(0.003)"
Phoenix,PH-Total,Trade_Exports,2,-0.00377381793477577,0.00263078837025799,0.151434830223219,4717,0.984883732196987,"","-0.004
(0.003)"
Phoenix,PH-Total,Trade_Exports,3,-0.00153240541404832,0.00265322115969544,0.563558419102491,4692,0.98486178702288,"","-0.002
(0.003)"
Phoenix,PH-Total,Trade_Exports,4,-0.00196532479771043,0.00219292786717452,0.370140393298693,4667,0.984851707622628,"","-0.002
(0.002)"
Phoenix,PH-Total,Trade_Exports,5,-0.00245483812160009,0.00251141753169076,0.328335965826065,4642,0.984823658113941,"","-0.002
(0.003)"
Phoenix,PH-Total,Trade_Exports,6,-0.00374564112431346,0.00325997700728302,0.250565145687412,4617,0.984804609338831,"","-0.004
(0.003)"
Phoenix,PH-Total,Trade_Imports,0,0.0053711045340411,0.00350059397658586,0.124945807238564,4767,0.963820478905898,"","0.005
(0.004)"
Phoenix,PH-Total,Trade_Imports,1,0.00501697020557501,0.00241226954377878,0.0375464675236303,4742,0.963745993023145,**,"0.005**
(0.002)"
Phoenix,PH-Total,Trade_Imports,2,0.00840541946191709,0.00303696225484174,0.00564523099016184,4717,0.963707693675742,***,"0.008***
(0.003)"
Phoenix,PH-Total,Trade_Imports,3,0.00781930365861297,0.00224510385468627,0.000496152724400007,4692,0.963652058743706,***,"0.008***
(0.002)"
Phoenix,PH-Total,Trade_Imports,4,0.00867080222493798,0.00311556308655251,0.00538486751984626,4667,0.963605233066297,***,"0.009***
(0.003)"
Phoenix,PH-Total,Trade_Imports,5,0.00843792248684863,0.00302888709609218,0.0053393150736783,4642,0.963551552053051,***,"0.008***
(0.003)"
Phoenix,PH-Total,Trade_Imports,6,0.00385869514249558,0.00392771951278482,0.325889850520939,4617,0.963446451646332,"","0.004
(0.004)"
Phoenix,PH-Export,Trade_Total,0,0.00377176101831887,0.00277196948851427,0.173615114286264,4765,0.982737303464978,"","0.004
(0.003)"
Phoenix,PH-Export,Trade_Total,1,-0.000735576784574761,0.00249947754843398,0.768534620779269,4740,0.982683563177581,"","-0.001
(0.002)"
Phoenix,PH-Export,Trade_Total,2,0.00221791810823309,0.00286034099888242,0.438101332358579,4715,0.982646942841217,"","0.002
(0.003)"
Phoenix,PH-Export,Trade_Total,3,0.00201315011087381,0.00232375071673215,0.386305644246338,4690,0.982624458723572,"","0.002
(0.002)"
Phoenix,PH-Export,Trade_Total,4,0.00334174223619075,0.00237823104065962,0.159980317729651,4665,0.982607796434456,"","0.003
(0.002)"
Phoenix,PH-Export,Trade_Total,5,0.00195216181135778,0.00243532628262581,0.42278336467808,4640,0.982575070770552,"","0.002
(0.002)"
Phoenix,PH-Export,Trade_Total,6,0.00338869691185836,0.00252928888173624,0.180316075597771,4615,0.982550279914821,"","0.003
(0.003)"
Phoenix,PH-Export,Trade_Exports,0,-0.000874858868772311,0.00318163805138819,0.783338356147599,4765,0.984908027090545,"","-0.001
(0.003)"
Phoenix,PH-Export,Trade_Exports,1,-0.00460050065962796,0.00287588529732438,0.109669246138719,4740,0.98490264713012,"","-0.005
(0.003)"
Phoenix,PH-Export,Trade_Exports,2,-0.00291187604409215,0.00329440723670262,0.376758474963345,4715,0.984871722636032,"","-0.003
(0.003)"
Phoenix,PH-Export,Trade_Exports,3,-0.00126444798499382,0.00296149708120727,0.669406693795535,4690,0.984852950164206,"","-0.001
(0.003)"
Phoenix,PH-Export,Trade_Exports,4,-0.000783148518281914,0.00285449981787196,0.783811223612112,4665,0.984841184811164,"","-0.001
(0.003)"
Phoenix,PH-Export,Trade_Exports,5,-0.00129889865056543,0.00348369326840249,0.709259314629551,4640,0.98481242702569,"","-0.001
(0.003)"
Phoenix,PH-Export,Trade_Exports,6,0.000137460580792727,0.00332730813066233,0.967046489217008,4615,0.984787257692606,"","0.000
(0.003)"
Phoenix,PH-Export,Trade_Imports,0,0.00925668087936388,0.00466162636970369,0.0470645144036502,4765,0.963839855318782,**,"0.009**
(0.005)"
Phoenix,PH-Export,Trade_Imports,1,0.00380161356624355,0.00331691114741246,0.251741092692327,4740,0.963720163746473,"","0.004
(0.003)"
Phoenix,PH-Export,Trade_Imports,2,0.00874556226326056,0.0041367507853103,0.0345055417675798,4715,0.963694275714148,**,"0.009**
(0.004)"
Phoenix,PH-Export,Trade_Imports,3,0.00650453845740531,0.0032304737377867,0.0440627190841773,4690,0.96362192705684,**,"0.007**
(0.003)"
Phoenix,PH-Export,Trade_Imports,4,0.00716822979578044,0.00388330762391167,0.0649055205180936,4665,0.963569450757313,*,"0.007*
(0.004)"
Phoenix,PH-Export,Trade_Imports,5,0.00691384753277763,0.0033126798406836,0.036880366400799,4640,0.963516840203945,**,"0.007**
(0.003)"
Phoenix,PH-Export,Trade_Imports,6,0.00678314058645035,0.00351684400485605,0.0537609270533692,4615,0.963449637203461,*,"0.007*
(0.004)"
Phoenix,PH-Import,Trade_Total,0,-9.73134679664436e-05,0.00219640273352918,0.964660616644731,4723,0.982572253262632,"","-0.000
(0.002)"
Phoenix,PH-Import,Trade_Total,1,0.00106163848480109,0.0020171280825545,0.598671526166166,4698,0.98253415674535,"","0.001
(0.002)"
Phoenix,PH-Import,Trade_Total,2,0.000580260898900673,0.00191681263134415,0.76210191113891,4673,0.982500705800424,"","0.001
(0.002)"
Phoenix,PH-Import,Trade_Total,3,0.0025031815072513,0.00209040828101569,0.231127084499265,4648,0.982485095174715,"","0.003
(0.002)"
Phoenix,PH-Import,Trade_Total,4,0.00186806321450512,0.0017282524366256,0.2797428456199,4623,0.982456979363295,"","0.002
(0.002)"
Phoenix,PH-Import,Trade_Total,5,0.00302847472538105,0.00251434394656907,0.228404456647158,4598,0.982441487233904,"","0.003
(0.003)"
Phoenix,PH-Import,Trade_Total,6,-0.00256449886150196,0.00297516726573077,0.388705148787933,4573,0.982413383915139,"","-0.003
(0.003)"
Phoenix,PH-Import,Trade_Exports,0,-0.000853003374784379,0.00208294015462551,0.682158894760639,4723,0.984833545493606,"","-0.001
(0.002)"
Phoenix,PH-Import,Trade_Exports,1,-0.00326301843497898,0.00274922597745896,0.235272502520636,4698,0.984825721167592,"","-0.003
(0.003)"
Phoenix,PH-Import,Trade_Exports,2,-0.0047058632895992,0.00262068135949143,0.072547963508026,4673,0.984818310372945,*,"-0.005*
(0.003)"
Phoenix,PH-Import,Trade_Exports,3,-0.00215312194891093,0.00266544021139107,0.41921018658955,4648,0.984791134340082,"","-0.002
(0.003)"
Phoenix,PH-Import,Trade_Exports,4,-0.00339222544568945,0.00205245015302174,0.0983779391290121,4623,0.984782987992175,*,"-0.003*
(0.002)"
Phoenix,PH-Import,Trade_Exports,5,-0.00296766758898628,0.00248017188361959,0.231479180969747,4598,0.984759081493525,"","-0.003
(0.002)"
Phoenix,PH-Import,Trade_Exports,6,-0.00625204959010615,0.00282809910225328,0.0270573314454413,4573,0.984757103171624,**,"-0.006**
(0.003)"
Phoenix,PH-Import,Trade_Imports,0,0.00234515622586983,0.00325463863940454,0.471181442604097,4723,0.963467970286923,"","0.002
(0.003)"
Phoenix,PH-Import,Trade_Imports,1,0.00630014476329162,0.00246457566492908,0.0105798036682019,4698,0.963433549231046,**,"0.006**
(0.002)"
Phoenix,PH-Import,Trade_Imports,2,0.00668947068339713,0.00267454602024775,0.0123786826200133,4673,0.96337326938951,**,"0.007**
(0.003)"
Phoenix,PH-Import,Trade_Imports,3,0.00885440659448575,0.0032051755465254,0.00573545784607508,4648,0.963340479894545,***,"0.009***
(0.003)"
Phoenix,PH-Import,Trade_Imports,4,0.00954523549308806,0.00308693350035726,0.00198718033496932,4623,0.963281979789546,***,"0.010***
(0.003)"
Phoenix,PH-Import,Trade_Imports,5,0.010917873220093,0.00470885547553435,0.0204176466389485,4598,0.963264608425861,**,"0.011**
(0.005)"
Phoenix,PH-Import,Trade_Imports,6,0.00416066369727854,0.00483169051857866,0.389172142156772,4573,0.963140310235692,"","0.004
(0.005)"
Tsinghua,TS-Total,Trade_Total,0,-0.00504452857600045,0.00534992579214317,0.345724066498872,3066,0.973185945541605,"","-0.005
(0.005)"
