window_length,window_id,window_midpoint,db,trade,lag_order,avg_response_lag,immediate_share,peak_lag,sig_lags_count,sum_abs_coef,n,n_country
36,13,2015-07-01,Tsinghua,Trade_Total,12,5.1896752699891,0.136751650766361,7,2,0.0494173311774127,396,11
36,13,2015-07-01,Tsinghua,Trade_Exports,3,1.63474611034833,0.318520829357184,3,0,0.0235153132867043,396,11
36,13,2015-07-01,Tsinghua,Trade_Exports,6,3.98376109579127,0.0797844566692739,5,2,0.0546029624270975,396,11
36,13,2015-07-01,Tsinghua,Trade_Exports,12,5.41726894780251,0.0555523799423235,7,3,0.0837813606985207,396,11
36,13,2015-07-01,Tsinghua,Trade_Imports,3,2.22280926423489,0.00177592733347404,2,2,0.0554823814924428,396,11
36,13,2015-07-01,Tsinghua,Trade_Imports,6,3.38163620484943,0.00573469835498329,2,4,0.0922514547322831,396,11
36,13,2015-07-01,Tsinghua,Trade_Imports,12,4.93830550512857,0.00632802324242956,2,5,0.116341749656441,396,11
36,14,2016-07-01,GDELT,Trade_Total,3,1.12101879271144,0.383621098762684,0,0,0.017959650420628,882,25
36,14,2016-07-01,GDELT,Trade_Total,6,2.47275018899433,0.265042249820963,0,0,0.0260329411470938,876,25
36,14,2016-07-01,GDELT,Trade_Total,12,5.13233482353547,0.187053302098855,0,0,0.0376069588096025,864,25
36,14,2016-07-01,GDELT,Trade_Exports,3,1.59632616838669,0.157108720544131,2,0,0.0185944938539779,882,25
36,14,2016-07-01,GDELT,Trade_Exports,6,2.95632367979209,0.0889122715258704,2,0,0.0336526348051294,876,25
36,14,2016-07-01,GDELT,Trade_Exports,12,4.96456722581386,0.0507326299139531,2,1,0.0466367497214424,864,25
36,14,2016-07-01,GDELT,Trade_Imports,3,1.03983840997199,0.338695717932261,0,1,0.0473639434945862,882,25
36,14,2016-07-01,GDELT,Trade_Imports,6,1.55777785961042,0.307302099659243,0,2,0.0532081651018579,876,25
36,14,2016-07-01,GDELT,Trade_Imports,12,4.31174445547683,0.208302834776495,0,1,0.0839907849056802,864,25
36,14,2016-07-01,ICEWS,Trade_Total,3,1.77607631886859,0.123043038478294,3,0,0.0107014056153158,882,25
36,14,2016-07-01,ICEWS,Trade_Total,6,2.42429596506029,0.073067409336258,4,0,0.0139408538869854,876,25
36,14,2016-07-01,ICEWS,Trade_Total,12,5.93185900276801,0.0515473603747899,4,0,0.0290457646380075,864,25
36,14,2016-07-01,ICEWS,Trade_Exports,3,2.12174799728472,0.0184904464874208,3,1,0.0138828970955968,882,25
36,14,2016-07-01,ICEWS,Trade_Exports,6,3.16019118392316,0.0330759203552786,4,1,0.0232686961070098,876,25
36,14,2016-07-01,ICEWS,Trade_Exports,12,6.07675396392707,0.0127513847449768,4,1,0.0409080471430949,864,25
36,14,2016-07-01,ICEWS,Trade_Imports,3,1.22919464624089,0.20736255716734,1,0,0.0252698843816434,882,25
36,14,2016-07-01,ICEWS,Trade_Imports,6,1.82813169062301,0.173296579686841,1,0,0.0297858727095433,876,25
36,14,2016-07-01,ICEWS,Trade_Imports,12,4.73582417663158,0.111744903086247,1,0,0.0515146101630446,864,25
36,14,2016-07-01,Phoenix,Trade_Total,3,1.50628703721662,0.150225723083543,1,1,0.0112284256848639,882,25
36,14,2016-07-01,Phoenix,Trade_Total,6,2.38287972722098,0.0955133585210073,1,1,0.0155294468928004,876,25
36,14,2016-07-01,Phoenix,Trade_Total,12,6.46992706578288,0.00466698234018588,1,3,0.0337303760051159,864,25
36,14,2016-07-01,Phoenix,Trade_Exports,3,0.865705939544242,0.208022715588352,1,1,0.0148231698280456,882,25
36,14,2016-07-01,Phoenix,Trade_Exports,6,2.53763063853917,0.120123322908493,1,2,0.0249768102653236,876,25
36,14,2016-07-01,Phoenix,Trade_Exports,12,5.22989890862867,0.0475582731616875,1,2,0.0391433142202198,864,25
36,14,2016-07-01,Phoenix,Trade_Imports,3,2.43534778844499,0.0499797647262598,3,1,0.0139005458202513,882,25
36,14,2016-07-01,Phoenix,Trade_Imports,6,3.38277188677566,0.0636340578677562,4,1,0.0283813278352418,876,25
36,14,2016-07-01,Phoenix,Trade_Imports,12,5.58901625618586,0.0680228680843922,4,1,0.0483601188768524,864,25
36,14,2016-07-01,Tsinghua,Trade_Total,3,1.71538704732613,0.20572722937525,2,1,0.0163609305116185,396,11
36,14,2016-07-01,Tsinghua,Trade_Total,6,2.92695261602648,0.120226399907794,2,1,0.0237898789146205,396,11
36,14,2016-07-01,Tsinghua,Trade_Total,12,6.85930859846422,0.0597424799932848,11,3,0.0590642677703366,396,11
36,14,2016-07-01,Tsinghua,Trade_Exports,3,1.69236820910291,0.207068952833836,3,0,0.0135027899630906,396,11
36,14,2016-07-01,Tsinghua,Trade_Exports,6,2.6937612923805,0.151868134078717,4,0,0.0201872747112113,396,11
36,14,2016-07-01,Tsinghua,Trade_Exports,12,6.79206460336076,0.0575214293351383,11,2,0.0560993795539516,396,11
36,14,2016-07-01,Tsinghua,Trade_Imports,3,2.0862249860125,0.05333813667854,3,3,0.0467091268758725,396,11
36,14,2016-07-01,Tsinghua,Trade_Imports,6,3.33917342969651,0.012327239865651,4,4,0.0718055360840601,396,11
36,14,2016-07-01,Tsinghua,Trade_Imports,12,4.86461180037027,0.00581183411034507,4,3,0.0916738691738095,396,11
36,15,2017-07-01,GDELT,Trade_Total,3,1.1117860090918,0.370478884266812,0,0,0.0162663101172062,897,25
36,15,2017-07-01,GDELT,Trade_Total,6,1.9922318910715,0.290632655523585,0,0,0.0216436251123635,894,25
36,15,2017-07-01,GDELT,Trade_Total,12,5.18587199774787,0.151372500593635,10,0,0.0437470542954287,888,25
36,15,2017-07-01,GDELT,Trade_Exports,3,1.67286444660309,0.137525818840965,2,1,0.0157989051495282,897,25
36,15,2017-07-01,GDELT,Trade_Exports,6,2.02935220838652,0.11582878613914,2,1,0.0183841899357004,894,25
36,15,2017-07-01,GDELT,Trade_Exports,12,6.59035849767969,0.0445103880467172,2,1,0.0467066552929738,888,25
36,15,2017-07-01,GDELT,Trade_Imports,3,1.006956892144,0.313692938034052,1,0,0.03567292801695,897,25
36,15,2017-07-01,GDELT,Trade_Imports,6,1.87665678704316,0.255024614137319,1,0,0.0462707513761516,894,25
36,15,2017-07-01,GDELT,Trade_Imports,12,4.79305284647153,0.153661133480197,10,1,0.0821333522702819,888,25
36,15,2017-07-01,ICEWS,Trade_Total,3,2.08861815032869,0.133056961679898,3,0,0.00783651834113105,897,25
36,15,2017-07-01,ICEWS,Trade_Total,6,3.36917861283691,0.0758403102631554,5,0,0.0145248169683496,894,25
36,15,2017-07-01,ICEWS,Trade_Total,12,6.26567202135729,0.0498059815296401,4,0,0.0291975149773588,888,25
36,15,2017-07-01,ICEWS,Trade_Exports,3,1.87497355917914,0.194923118570502,3,0,0.0112850413991329,897,25
36,15,2017-07-01,ICEWS,Trade_Exports,6,3.63311993187479,0.104441830106071,4,1,0.0231213923883289,894,25
36,15,2017-07-01,ICEWS,Trade_Exports,12,6.16666656694937,0.069803475080481,4,1,0.0411630266174996,888,25
36,15,2017-07-01,ICEWS,Trade_Imports,3,2.05357665797129,0.0108697218499168,2,0,0.00720786833415461,897,25
36,15,2017-07-01,ICEWS,Trade_Imports,6,3.76548120220615,0.0220643884288497,6,0,0.0152797251581653,894,25
36,15,2017-07-01,ICEWS,Trade_Imports,12,5.54995163804021,0.000320366297567952,6,0,0.0239586891921349,888,25
36,15,2017-07-01,Phoenix,Trade_Total,3,1.45892798955596,0.299159979284302,0,0,0.0141223335510601,897,25
36,15,2017-07-01,Phoenix,Trade_Total,6,2.31246980741935,0.20365403668392,0,0,0.0192854490960231,894,25
36,15,2017-07-01,Phoenix,Trade_Total,12,4.91381997835187,0.127414383537942,1,0,0.0309678489088594,888,25
36,15,2017-07-01,Phoenix,Trade_Exports,3,0.985433389951113,0.307731849355419,1,1,0.0160021243307585,897,25
36,15,2017-07-01,Phoenix,Trade_Exports,6,2.64531198973534,0.195667253984346,1,1,0.0227990763055159,894,25
36,15,2017-07-01,Phoenix,Trade_Exports,12,6.12708184029703,0.100274735523566,1,2,0.0400043320967537,888,25
36,15,2017-07-01,Phoenix,Trade_Imports,3,2.14926591287446,0.180876718884529,3,1,0.0234582053297649,897,25
36,15,2017-07-01,Phoenix,Trade_Imports,6,3.30614664736117,0.0995233296750749,4,1,0.0349387313842937,894,25
36,15,2017-07-01,Phoenix,Trade_Imports,12,5.63942593772282,0.0702139733858801,4,1,0.0557387492618374,888,25
36,15,2017-07-01,Tsinghua,Trade_Total,3,1.73153705080469,0.23757090267103,2,1,0.00938521888289117,396,11
36,15,2017-07-01,Tsinghua,Trade_Total,6,2.97334087816333,0.118861525966754,2,1,0.0158539519880256,396,11
36,15,2017-07-01,Tsinghua,Trade_Total,12,6.2437149143743,0.0724991813404761,2,3,0.0335245207695457,396,11
36,15,2017-07-01,Tsinghua,Trade_Exports,3,2.06113051823021,0.0978409583346173,3,1,0.0136070779515109,396,11
36,15,2017-07-01,Tsinghua,Trade_Exports,6,3.78806430384997,0.0574280363436603,6,1,0.0248137520323759,396,11
36,15,2017-07-01,Tsinghua,Trade_Exports,12,7.08311087054287,0.0274780407789401,7,1,0.0544470500483624,396,11
36,15,2017-07-01,Tsinghua,Trade_Imports,3,1.81583741822807,0.112448003236731,3,0,0.0233215773128635,396,11
36,15,2017-07-01,Tsinghua,Trade_Imports,6,3.03768901201572,0.121084518487317,4,0,0.0381529143587917,396,11
36,15,2017-07-01,Tsinghua,Trade_Imports,12,4.73824625570527,0.0990682418049024,4,1,0.0490282684030186,396,11
36,16,2018-07-01,GDELT,Trade_Total,3,1.68545272707887,0.217133146663706,3,0,0.0105763730487066,900,25
36,16,2018-07-01,GDELT,Trade_Total,6,4.61190335320828,0.100172372615428,6,0,0.0310795392450282,900,25
36,16,2018-07-01,GDELT,Trade_Total,12,6.72069059927141,0.0741844921999273,6,0,0.0570094836530267,900,25
36,16,2018-07-01,GDELT,Trade_Exports,3,1.88255015760182,0.236327822453127,3,0,0.0297392107230137,900,25
36,16,2018-07-01,GDELT,Trade_Exports,6,3.52823167010819,0.129552419124823,6,0,0.0646833139789267,900,25
36,16,2018-07-01,GDELT,Trade_Exports,12,6.28343957437535,0.092941871609726,12,3,0.11324281650689,900,25
36,16,2018-07-01,GDELT,Trade_Imports,3,1.17952606876981,0.170908968419763,1,0,0.0242028555783045,900,25
36,16,2018-07-01,GDELT,Trade_Imports,6,3.17288408591225,0.0952516630454662,6,0,0.0417855363554812,900,25
36,16,2018-07-01,GDELT,Trade_Imports,12,6.16003737173203,0.045275311972209,10,0,0.0709536895608257,900,25
36,16,2018-07-01,ICEWS,Trade_Total,3,1.32558119764479,0.357222193071249,0,3,0.0225378886717818,900,25
36,16,2018-07-01,ICEWS,Trade_Total,6,2.58538106607695,0.246183155859189,0,3,0.0329624047326726,900,25
36,16,2018-07-01,ICEWS,Trade_Total,12,4.17822685848033,0.182366929854355,0,3,0.0445997119382052,900,25
36,16,2018-07-01,ICEWS,Trade_Exports,3,1.38235150275194,0.290335827326137,0,0,0.0211771615183311,900,25
36,16,2018-07-01,ICEWS,Trade_Exports,6,2.67014719137835,0.198841981203877,6,0,0.0318902735930514,900,25
36,16,2018-07-01,ICEWS,Trade_Exports,12,5.774470488691,0.112134425028626,0,0,0.0563777976447281,900,25
36,16,2018-07-01,ICEWS,Trade_Imports,3,1.12606620022186,0.443343092181878,0,1,0.020653605162904,900,25
36,16,2018-07-01,ICEWS,Trade_Imports,6,2.82936901927505,0.264005849430732,0,1,0.0342875557582513,900,25
36,16,2018-07-01,ICEWS,Trade_Imports,12,4.83219178682688,0.193811193557399,0,1,0.0480079966169022,900,25
36,16,2018-07-01,Phoenix,Trade_Total,3,0.578070556040515,0.678410018205893,0,0,0.0143577241821767,900,25
36,16,2018-07-01,Phoenix,Trade_Total,6,1.43159456994964,0.548299497933641,0,0,0.0176823436931703,900,25
36,16,2018-07-01,Phoenix,Trade_Total,12,4.09549392931984,0.375314644622908,0,0,0.026701088612792,900,25
36,16,2018-07-01,Phoenix,Trade_Exports,3,0.724516121940734,0.532147549126517,0,0,0.0148670124424343,900,25
36,16,2018-07-01,Phoenix,Trade_Exports,6,2.23929286221766,0.36862135665121,0,0,0.0209068311450251,900,25
36,16,2018-07-01,Phoenix,Trade_Exports,12,5.7100188713483,0.202494070787923,0,0,0.036882628040834,900,25
36,16,2018-07-01,Phoenix,Trade_Imports,3,1.12887269916219,0.505742998641733,0,0,0.0209437773143327,900,25
36,16,2018-07-01,Phoenix,Trade_Imports,6,2.24269719163029,0.359438226779212,0,0,0.0298018568620904,900,25
36,16,2018-07-01,Phoenix,Trade_Imports,12,4.60708076450558,0.264664446992724,0,0,0.042305783524847,900,25
36,16,2018-07-01,Tsinghua,Trade_Total,3,1.45316825905543,0.184139200425745,1,1,0.0118028868270478,396,11
36,16,2018-07-01,Tsinghua,Trade_Total,6,2.26581543483523,0.116584025226092,1,1,0.0138161567712669,396,11
36,16,2018-07-01,Tsinghua,Trade_Total,12,6.03631662427558,0.0468629082935477,1,2,0.0295085965376048,396,11
36,16,2018-07-01,Tsinghua,Trade_Exports,3,1.63091648419079,0.111023525078139,1,1,0.0240365230485658,396,11
36,16,2018-07-01,Tsinghua,Trade_Exports,6,2.55648754398276,0.0628790475153752,1,1,0.0295185794746696,396,11
36,16,2018-07-01,Tsinghua,Trade_Exports,12,6.60363252860456,0.0124119827144873,1,3,0.0605349469064818,396,11
36,16,2018-07-01,Tsinghua,Trade_Imports,3,1.60928653500343,0.305734559581219,3,0,0.0167081708668509,396,11
36,16,2018-07-01,Tsinghua,Trade_Imports,6,2.65261680893797,0.227564950261366,4,0,0.0234415275073169,396,11
36,16,2018-07-01,Tsinghua,Trade_Imports,12,5.85133886930051,0.153076983065587,12,0,0.044940527790766,396,11
36,17,2019-07-01,GDELT,Trade_Total,3,0.838552488571187,0.41246101974554,0,0,0.0280665865495423,900,25
36,17,2019-07-01,GDELT,Trade_Total,6,2.59758047799975,0.23214287985017,0,0,0.0468980126743321,900,25
36,17,2019-07-01,GDELT,Trade_Total,12,6.09951739637967,0.125913482810324,10,1,0.0885966195274565,900,25
36,17,2019-07-01,GDELT,Trade_Exports,3,1.02526949871535,0.356135211372091,0,0,0.0347787889398669,900,25
36,17,2019-07-01,GDELT,Trade_Exports,6,2.5961025629452,0.206574265516725,2,0,0.0549897631515772,900,25
36,17,2019-07-01,GDELT,Trade_Exports,12,5.45120529097674,0.126998705478292,2,0,0.0889724165119968,900,25
36,17,2019-07-01,GDELT,Trade_Imports,3,1.69459958030923,0.128190291686471,1,0,0.0179715963193738,900,25
36,17,2019-07-01,GDELT,Trade_Imports,6,3.38348955405189,0.0577512451731539,6,0,0.0301162508818947,900,25
36,17,2019-07-01,GDELT,Trade_Imports,12,7.13521507619948,0.0323646922085928,10,1,0.0860302662432715,900,25
36,17,2019-07-01,ICEWS,Trade_Total,3,1.58282314972977,0.17665789762376,1,4,0.0445379509092621,900,25
36,17,2019-07-01,ICEWS,Trade_Total,6,2.56222179305349,0.124250024575849,1,6,0.0585791958908342,900,25
36,17,2019-07-01,ICEWS,Trade_Total,12,4.68167366621278,0.100087114049473,1,7,0.0795397111923885,900,25
36,17,2019-07-01,ICEWS,Trade_Exports,3,1.92010218924596,0.0369635270748052,1,1,0.0361699570567965,900,25
36,17,2019-07-01,ICEWS,Trade_Exports,6,2.55148437438238,0.0253085563426558,1,2,0.0447538889061928,900,25
36,17,2019-07-01,ICEWS,Trade_Exports,12,5.05488132892987,0.0292611589437609,1,3,0.0659696301883739,900,25
36,17,2019-07-01,ICEWS,Trade_Imports,3,1.20209035638705,0.306416707763773,1,3,0.0402658759809198,900,25
36,17,2019-07-01,ICEWS,Trade_Imports,6,2.66557187505599,0.196823458236296,1,2,0.0587692377197069,900,25
36,17,2019-07-01,ICEWS,Trade_Imports,12,4.67730471641129,0.149487398969653,1,4,0.0807693837758208,900,25
36,17,2019-07-01,Phoenix,Trade_Total,3,0.670921041309078,0.550448459388529,0,0,0.025120267099149,600,25
36,17,2019-07-01,Phoenix,Trade_Total,6,2.03954101670996,0.385438075528598,0,0,0.0356964920705153,600,25
36,17,2019-07-01,Phoenix,Trade_Total,12,3.48966389726174,0.309167393181094,0,1,0.0438166993777162,600,25
36,17,2019-07-01,Phoenix,Trade_Exports,3,0.701345242078936,0.479472913595594,0,0,0.0246745794897485,600,25
36,17,2019-07-01,Phoenix,Trade_Exports,6,2.47927039024559,0.286272338119911,0,1,0.0410439508546662,600,25
36,17,2019-07-01,Phoenix,Trade_Exports,12,4.6546912363679,0.205322337956996,0,1,0.0553067417986405,600,25
36,17,2019-07-01,Phoenix,Trade_Imports,3,0.888921214406435,0.543368858980751,0,0,0.0308500530110416,600,25
36,17,2019-07-01,Phoenix,Trade_Imports,6,1.70000235911818,0.427529050054896,0,0,0.0393703813917009,600,25
36,17,2019-07-01,Phoenix,Trade_Imports,12,3.96899522900133,0.302506229841597,0,0,0.0541588052164418,600,25
36,17,2019-07-01,Tsinghua,Trade_Total,3,1.47846038446481,0.232353675718443,1,0,0.0231638647336631,396,11
36,17,2019-07-01,Tsinghua,Trade_Total,6,1.89958087342871,0.193553637250942,1,0,0.0265106325199913,396,11
36,17,2019-07-01,Tsinghua,Trade_Total,12,4.96979520628522,0.120858867864482,8,1,0.050857877070099,396,11
36,17,2019-07-01,Tsinghua,Trade_Exports,3,1.52467335970887,0.191517045552845,1,4,0.0521198951601031,396,11
36,17,2019-07-01,Tsinghua,Trade_Exports,6,2.55746189467325,0.124703368357952,1,5,0.0718110286885219,396,11
36,17,2019-07-01,Tsinghua,Trade_Exports,12,4.08730656223419,0.096040426726187,1,6,0.102892631285741,396,11
36,17,2019-07-01,Tsinghua,Trade_Imports,3,1.00779074272755,0.49385455141129,0,0,0.0161530192374185,396,11
36,17,2019-07-01,Tsinghua,Trade_Imports,6,3.19810245356059,0.220666678719407,0,0,0.0424259662001827,396,11
36,17,2019-07-01,Tsinghua,Trade_Imports,12,5.75414402388006,0.147782057881207,12,0,0.0709262569696038,396,11
36,18,2020-07-01,GDELT,Trade_Total,3,1.28215662245497,0.252059769260165,1,0,0.028504137505802,900,25
36,18,2020-07-01,GDELT,Trade_Total,6,2.42937555620579,0.186115683803713,1,0,0.0411608244675472,900,25
36,18,2020-07-01,GDELT,Trade_Total,12,5.26786574906795,0.111821618167546,10,1,0.0685974309829618,900,25
36,18,2020-07-01,GDELT,Trade_Exports,3,1.0587959693546,0.276600626465082,1,0,0.0275002683655924,900,25
36,18,2020-07-01,GDELT,Trade_Exports,6,1.97999470050632,0.216129357411497,1,0,0.0338917867107367,900,25
36,18,2020-07-01,GDELT,Trade_Exports,12,5.91392086918115,0.108157772418353,1,0,0.0703253871470618,900,25
36,18,2020-07-01,GDELT,Trade_Imports,3,1.94684794234929,0.0829840867308531,2,1,0.021907656429078,900,25
36,18,2020-07-01,GDELT,Trade_Imports,6,3.88115991363653,0.0548589485235738,5,1,0.0551585764079026,900,25
36,18,2020-07-01,GDELT,Trade_Imports,12,6.63759522457706,0.0241502644502552,10,1,0.102643638216814,900,25
36,18,2020-07-01,ICEWS,Trade_Total,3,1.91024775164395,0.0877010647367704,3,1,0.0286978547362259,900,25
36,18,2020-07-01,ICEWS,Trade_Total,6,2.75890496472561,0.0709590735556929,2,2,0.0393291770200104,900,25
36,18,2020-07-01,ICEWS,Trade_Total,12,5.9513357267595,0.0258718339603579,12,5,0.0649178319284184,900,25
36,18,2020-07-01,ICEWS,Trade_Exports,3,1.47784140735016,0.253932811744339,2,0,0.0267403237855229,900,25
36,18,2020-07-01,ICEWS,Trade_Exports,6,2.81675432636196,0.169357262897642,2,0,0.0401014782278184,900,25
36,18,2020-07-01,ICEWS,Trade_Exports,12,6.18754946683205,0.0755527108938262,12,3,0.0701714482059699,900,25
36,18,2020-07-01,ICEWS,Trade_Imports,3,2.11337710243937,0.0494463146414278,3,0,0.0294330932663276,900,25
36,18,2020-07-01,ICEWS,Trade_Imports,6,3.58541867897955,0.0386736564870841,4,1,0.0550363341207613,900,25
36,18,2020-07-01,ICEWS,Trade_Imports,12,4.99198254551854,0.0288094447046324,4,1,0.0719015120239576,900,25
36,18,2020-07-01,Phoenix,Trade_Total,3,1.51140940519624,0.277323122198061,2,0,0.0217554346611467,300,25
36,18,2020-07-01,Phoenix,Trade_Total,6,3.66596210028545,0.0990272669404452,6,0,0.0382652670418898,300,25
36,18,2020-07-01,Phoenix,Trade_Total,12,5.16781051323945,0.138245840329196,6,2,0.0781041062300424,300,25
36,18,2020-07-01,Phoenix,Trade_Exports,3,0.893378805115595,0.605468396905254,0,0,0.0264398894630927,300,25
36,18,2020-07-01,Phoenix,Trade_Exports,6,3.09081338267796,0.257745226465769,6,1,0.0517807250583047,300,25
36,18,2020-07-01,Phoenix,Trade_Exports,12,5.40408686389118,0.180181805134415,0,2,0.0997678709187264,300,25
36,18,2020-07-01,Phoenix,Trade_Imports,3,1.50987381173717,0.266491700449849,2,0,0.0222684638083199,300,25
36,18,2020-07-01,Phoenix,Trade_Imports,6,3.08045968200868,0.0889648321356356,2,0,0.036173168186697,300,25
36,18,2020-07-01,Phoenix,Trade_Imports,12,4.99529575650168,0.166217992120896,0,0,0.0860864013221654,300,25
36,18,2020-07-01,Tsinghua,Trade_Total,3,2.08631965017101,0.155201989673261,3,1,0.01551039530599,396,11
36,18,2020-07-01,Tsinghua,Trade_Total,6,4.20578858016505,0.0198543784129082,6,3,0.034908905210209,396,11
36,18,2020-07-01,Tsinghua,Trade_Total,12,5.83229977323191,0.0145279670253485,6,2,0.0529103557433861,396,11
36,18,2020-07-01,Tsinghua,Trade_Exports,3,1.53776761046751,0.0381396480264866,1,0,0.0161949016459015,396,11
36,18,2020-07-01,Tsinghua,Trade_Exports,6,3.30508511542601,0.0506277401424221,6,1,0.03301683201128,396,11
36,18,2020-07-01,Tsinghua,Trade_Exports,12,5.12614909654925,0.0500788357963385,1,2,0.0514385800431598,396,11
36,18,2020-07-01,Tsinghua,Trade_Imports,3,1.68968769293161,0.180850533642942,2,2,0.0302931863072787,396,11
36,18,2020-07-01,Tsinghua,Trade_Imports,6,3.5709172788826,0.0718003798693915,5,1,0.0478559145468089,396,11
36,18,2020-07-01,Tsinghua,Trade_Imports,12,5.56107448083586,0.0520390655116217,5,1,0.0820162808391857,396,11
36,19,2021-07-01,GDELT,Trade_Total,3,1.75495594658034,0.0194506710161774,1,0,0.0171378733547093,900,25
36,19,2021-07-01,GDELT,Trade_Total,6,3.19190613127657,0.0207060498666108,1,0,0.0297157070552428,900,25
36,19,2021-07-01,GDELT,Trade_Total,12,6.35661915132364,0.0192715428941677,10,0,0.0569058161902725,900,25
36,19,2021-07-01,GDELT,Trade_Exports,3,1.62060072865623,0.00788998350013989,1,0,0.0234137086709539,900,25
36,19,2021-07-01,GDELT,Trade_Exports,6,3.12250993450965,0.0163839851869947,1,0,0.0399285988722499,900,25
36,19,2021-07-01,GDELT,Trade_Exports,12,6.47532679060138,0.0051499314340951,1,2,0.0770169753045835,900,25
36,19,2021-07-01,GDELT,Trade_Imports,3,1.09536345109606,0.607595542971448,0,0,0.00931255996511322,900,25
36,19,2021-07-01,GDELT,Trade_Imports,6,3.00049801751815,0.286393277609092,4,0,0.0206775942379973,900,25
36,19,2021-07-01,GDELT,Trade_Imports,12,7.50673517883567,0.108485890263637,10,1,0.0670933179918094,900,25
36,19,2021-07-01,ICEWS,Trade_Total,3,2.01286882415857,0.0485110671559858,3,1,0.020982268330791,900,25
36,19,2021-07-01,ICEWS,Trade_Total,6,3.12747748020407,0.0317827231690273,3,1,0.0327533018619399,900,25
36,19,2021-07-01,ICEWS,Trade_Total,12,6.32321380334651,0.0227164785875463,12,3,0.0604579961475865,900,25
36,19,2021-07-01,ICEWS,Trade_Exports,3,2.0474531959768,0.012485138626009,3,0,0.0169621521078892,900,25
36,19,2021-07-01,ICEWS,Trade_Exports,6,2.99663161449248,0.0119636383686077,3,0,0.0246007874136715,900,25
36,19,2021-07-01,ICEWS,Trade_Exports,12,6.25431005600465,0.0192963789404678,12,1,0.0478522061926353,900,25
36,19,2021-07-01,ICEWS,Trade_Imports,3,2.1916753075968,0.0297937222470329,3,1,0.0220071570400436,900,25
36,19,2021-07-01,ICEWS,Trade_Imports,6,3.75590117865832,0.0169180603575597,3,0,0.046882396494825,900,25
36,19,2021-07-01,ICEWS,Trade_Imports,12,6.37221960568555,0.00731376667572542,10,1,0.0854569096722368,900,25
36,19,2021-07-01,Tsinghua,Trade_Total,3,1.4650159183833,0.351555651328065,3,0,0.0138722784055302,396,11
36,19,2021-07-01,Tsinghua,Trade_Total,6,3.45076501205224,0.18741736329568,6,1,0.0312164864834287,396,11
36,19,2021-07-01,Tsinghua,Trade_Total,12,5.67459303846366,0.114841870436253,6,0,0.0523489731758596,396,11
36,19,2021-07-01,Tsinghua,Trade_Exports,3,1.31461977410991,0.267928639089268,1,0,0.012630655920207,396,11
36,19,2021-07-01,Tsinghua,Trade_Exports,6,3.19189580556228,0.159264988816839,6,0,0.0253716208215942,396,11
36,19,2021-07-01,Tsinghua,Trade_Exports,12,5.95931086775402,0.0796619929192529,6,0,0.0479474217423089,396,11
36,19,2021-07-01,Tsinghua,Trade_Imports,3,1.68549581448128,0.322550221549556,3,0,0.0152784373073503,396,11
36,19,2021-07-01,Tsinghua,Trade_Imports,6,3.51765472068508,0.172555524265209,5,0,0.0353693242340819,396,11
36,19,2021-07-01,Tsinghua,Trade_Imports,12,5.75839558266724,0.109819478862247,5,0,0.0637869949869569,396,11
36,20,2022-07-01,GDELT,Trade_Total,3,0.73406450514815,0.582197511872364,0,1,0.021425858699534,898,25
36,20,2022-07-01,GDELT,Trade_Total,6,1.85120914946065,0.459850699582289,0,1,0.0272086742655461,898,25
36,20,2022-07-01,GDELT,Trade_Total,12,5.32558010204784,0.259914084090387,0,1,0.0485964561233704,898,25
36,20,2022-07-01,GDELT,Trade_Exports,3,0.51693088479231,0.70660119404046,0,1,0.0229335856476069,898,25
36,20,2022-07-01,GDELT,Trade_Exports,6,1.57133281090198,0.525535266081073,0,1,0.0308371419652401,898,25
36,20,2022-07-01,GDELT,Trade_Exports,12,5.09928530183786,0.326993070978518,0,1,0.0494104728076858,898,25
36,20,2022-07-01,GDELT,Trade_Imports,3,1.04047522602812,0.308372664128538,1,0,0.0215704639829767,898,25
36,20,2022-07-01,GDELT,Trade_Imports,6,3.38290748428834,0.169680698839088,5,0,0.0401179287468109,898,25
36,20,2022-07-01,GDELT,Trade_Imports,12,7.41382730242883,0.0692780467189158,12,2,0.102709327147153,898,25
36,20,2022-07-01,ICEWS,Trade_Total,3,1.97437589880317,0.0513408258499911,3,2,0.0232709690445495,898,25
36,20,2022-07-01,ICEWS,Trade_Total,6,3.06150418763464,0.0282074801467666,3,2,0.0353594269672415,898,25
36,20,2022-07-01,ICEWS,Trade_Total,12,6.29041114145197,0.00742653190110981,12,3,0.0637106025766529,898,25
36,20,2022-07-01,ICEWS,Trade_Exports,3,2.13989680305825,0.0629067677938315,3,1,0.0200600601532098,898,25
36,20,2022-07-01,ICEWS,Trade_Exports,6,3.6183412544607,0.0302104314452702,3,1,0.03735606442172,898,25
36,20,2022-07-01,ICEWS,Trade_Exports,12,7.42737271793358,0.00412949897807873,12,6,0.0898725977087446,898,25
36,20,2022-07-01,ICEWS,Trade_Imports,3,1.9721753972492,0.0563275421810264,3,0,0.024289029027948,898,25
36,20,2022-07-01,ICEWS,Trade_Imports,6,2.78484506006098,0.029992105918766,4,0,0.0346605970323297,898,25
36,20,2022-07-01,ICEWS,Trade_Imports,12,5.322495764724,0.0215536490576141,4,0,0.0547604031795168,898,25
