h,estimate,se,pvalue,n,n_country,window_id,window_length,window_midpoint,db,trade,lag_order
11,-0.00732169251427786,0.0042027134982713,0.0814848980089118,335,11,22,36,2024-07-01,Tsinghua,Trade_Imports,12
12,-0.0136662578151909,0.00509410020279791,0.00730169600641028,335,11,22,36,2024-07-01,Tsinghua,Trade_Imports,12
0,0.00405756206329563,0.00209007710178804,0.0522163674398936,1242,23,1,60,2004-07-01,GDELT,Trade_Total,3
1,0.00265377182343165,0.00387023290679439,0.492909946887133,1242,23,1,60,2004-07-01,GDELT,Trade_Total,3
2,0.00345607115649774,0.00188263396478094,0.06639260729408,1242,23,1,60,2004-07-01,GDELT,Trade_Total,3
3,0.00144534830540989,0.00195973464724259,0.460804693780293,1242,23,1,60,2004-07-01,GDELT,Trade_Total,3
0,0.0042270346659358,0.00194724481868998,0.0299480178147187,1173,23,1,60,2004-07-01,GDELT,Trade_Total,6
1,0.00206222647355452,0.00349495422285243,0.555151616832767,1173,23,1,60,2004-07-01,GDELT,Trade_Total,6
2,0.00374179477995773,0.00172102717169249,0.0296928444751415,1173,23,1,60,2004-07-01,GDELT,Trade_Total,6
3,0.00070351046450697,0.0016251780371467,0.66510043236798,1173,23,1,60,2004-07-01,GDELT,Trade_Total,6
4,0.00382222186934499,0.00216570711112007,0.0775832601373856,1173,23,1,60,2004-07-01,GDELT,Trade_Total,6
5,0.00348463415758266,0.00203389150775255,0.0866602701484063,1173,23,1,60,2004-07-01,GDELT,Trade_Total,6
6,0.00164368456922171,0.00152848864848076,0.282210943074989,1173,23,1,60,2004-07-01,GDELT,Trade_Total,6
0,0.0058270092232939,0.00211653644059738,0.00590361829324006,1035,23,1,60,2004-07-01,GDELT,Trade_Total,12
1,0.00333415036485764,0.00366962431312315,0.363571420611947,1035,23,1,60,2004-07-01,GDELT,Trade_Total,12
2,0.00322631143904816,0.00169864482657578,0.0575192164163935,1035,23,1,60,2004-07-01,GDELT,Trade_Total,12
3,0.00058378900652682,0.00120852489653758,0.629053739648969,1035,23,1,60,2004-07-01,GDELT,Trade_Total,12
4,0.00321954593403969,0.0020644253755349,0.118869543175956,1035,23,1,60,2004-07-01,GDELT,Trade_Total,12
5,0.00347920886679424,0.00191790879014404,0.0696679072494303,1035,23,1,60,2004-07-01,GDELT,Trade_Total,12
6,0.00128355180578606,0.00147728210074816,0.384923532779465,1035,23,1,60,2004-07-01,GDELT,Trade_Total,12
7,0.00461759237140628,0.00190665176054427,0.0154424404843856,1035,23,1,60,2004-07-01,GDELT,Trade_Total,12
8,0.00207515332274314,0.00172064771499525,0.227805798003911,1035,23,1,60,2004-07-01,GDELT,Trade_Total,12
9,0.00396075145456737,0.00241414499030774,0.100871425136173,1035,23,1,60,2004-07-01,GDELT,Trade_Total,12
10,0.00206812939993347,0.00206399136838214,0.316341241432228,1035,23,1,60,2004-07-01,GDELT,Trade_Total,12
11,0.00249940102595764,0.00230048412330011,0.277272252136734,1035,23,1,60,2004-07-01,GDELT,Trade_Total,12
12,0.00401068441962727,0.00194628820429197,0.0393332236540337,1035,23,1,60,2004-07-01,GDELT,Trade_Total,12
0,0.0015301219150969,0.00270400239160527,0.571480124727187,1242,23,1,60,2004-07-01,GDELT,Trade_Exports,3
1,0.00355930688243661,0.00343364123010864,0.299923075968432,1242,23,1,60,2004-07-01,GDELT,Trade_Exports,3
2,0.00323566208674641,0.00276374821232293,0.241698718340346,1242,23,1,60,2004-07-01,GDELT,Trade_Exports,3
3,0.0023322439090127,0.00275407289246537,0.397087381874081,1242,23,1,60,2004-07-01,GDELT,Trade_Exports,3
0,0.00153033367420045,0.00256641225170737,0.55097950306404,1173,23,1,60,2004-07-01,GDELT,Trade_Exports,6
1,0.00234821622978539,0.00302936292588154,0.438249945362033,1173,23,1,60,2004-07-01,GDELT,Trade_Exports,6
2,0.0030090458318703,0.00262287859954218,0.251286447255333,1173,23,1,60,2004-07-01,GDELT,Trade_Exports,6
3,0.000965489692294438,0.00215276010022263,0.65380016637103,1173,23,1,60,2004-07-01,GDELT,Trade_Exports,6
4,0.00265263883736983,0.00280870595618376,0.34494765264664,1173,23,1,60,2004-07-01,GDELT,Trade_Exports,6
5,0.0010634894835152,0.00287088215026233,0.7110547005819,1173,23,1,60,2004-07-01,GDELT,Trade_Exports,6
6,0.000527083738058362,0.00331350381652293,0.873612609587719,1173,23,1,60,2004-07-01,GDELT,Trade_Exports,6
0,0.00208796773920542,0.00295314352575614,0.479546430762489,1035,23,1,60,2004-07-01,GDELT,Trade_Exports,12
1,0.00183383852849566,0.00333785909900154,0.582727122093615,1035,23,1,60,2004-07-01,GDELT,Trade_Exports,12
2,0.00235186270666643,0.00265896128209597,0.37642403836547,1035,23,1,60,2004-07-01,GDELT,Trade_Exports,12
3,-0.000456566672601908,0.00191121785412595,0.811192568013731,1035,23,1,60,2004-07-01,GDELT,Trade_Exports,12
4,0.00181468503326089,0.00246429781319153,0.461493199346668,1035,23,1,60,2004-07-01,GDELT,Trade_Exports,12
5,0.000378240406901121,0.00281400529339791,0.893075577152521,1035,23,1,60,2004-07-01,GDELT,Trade_Exports,12
6,0.000632381120692597,0.00332308039162697,0.849074307799347,1035,23,1,60,2004-07-01,GDELT,Trade_Exports,12
7,0.00169841019316245,0.00276824389057569,0.539523679642508,1035,23,1,60,2004-07-01,GDELT,Trade_Exports,12
8,0.00145246137914069,0.00329909506607512,0.659748416051781,1035,23,1,60,2004-07-01,GDELT,Trade_Exports,12
9,0.000313840864591,0.00336522558284977,0.925697026213496,1035,23,1,60,2004-07-01,GDELT,Trade_Exports,12
10,-0.00113925906739253,0.00299506697582363,0.703664475908258,1035,23,1,60,2004-07-01,GDELT,Trade_Exports,12
11,-0.00032757294625145,0.00288999474272814,0.909755261336312,1035,23,1,60,2004-07-01,GDELT,Trade_Exports,12
12,0.000726295371294825,0.00293374210021226,0.804470068439516,1035,23,1,60,2004-07-01,GDELT,Trade_Exports,12
0,0.00562310138997989,0.00329236049810144,0.0876504521397303,1242,23,1,60,2004-07-01,GDELT,Trade_Imports,3
1,0.00133116206421003,0.00496720434860924,0.788706865693216,1242,23,1,60,2004-07-01,GDELT,Trade_Imports,3
2,0.003222859709344,0.00223243369474749,0.148836594686272,1242,23,1,60,2004-07-01,GDELT,Trade_Imports,3
3,-0.000450068990606463,0.00270242200251487,0.86772978541876,1242,23,1,60,2004-07-01,GDELT,Trade_Imports,3
0,0.00621080188287489,0.00316406723221931,0.049655799866203,1173,23,1,60,2004-07-01,GDELT,Trade_Imports,6
1,0.00198232712929177,0.00434781565542776,0.648435761151055,1173,23,1,60,2004-07-01,GDELT,Trade_Imports,6
2,0.00437600404747629,0.00201520410129007,0.0298938339955314,1173,23,1,60,2004-07-01,GDELT,Trade_Imports,6
3,5.41413733527601e-05,0.00245732848411758,0.982421938536786,1173,23,1,60,2004-07-01,GDELT,Trade_Imports,6
4,0.00383143942394377,0.00289309823819752,0.185390874154097,1173,23,1,60,2004-07-01,GDELT,Trade_Imports,6
5,0.00549178861431186,0.00204681174806518,0.00729444530030952,1173,23,1,60,2004-07-01,GDELT,Trade_Imports,6
6,-0.000233785929073593,0.00312359499150039,0.94033791971273,1173,23,1,60,2004-07-01,GDELT,Trade_Imports,6
0,0.00864694238573545,0.00310010049888431,0.00528309469812237,1035,23,1,60,2004-07-01,GDELT,Trade_Imports,12
1,0.00483326142047646,0.00452181708386002,0.285125581272456,1035,23,1,60,2004-07-01,GDELT,Trade_Imports,12
2,0.00428674809938592,0.00236970107506529,0.0704537008731542,1035,23,1,60,2004-07-01,GDELT,Trade_Imports,12
3,0.00146962417708779,0.00223144303639983,0.51015387379064,1035,23,1,60,2004-07-01,GDELT,Trade_Imports,12
4,0.00426313713789793,0.00279646487969314,0.127390423982437,1035,23,1,60,2004-07-01,GDELT,Trade_Imports,12
5,0.00659978417046029,0.00216425405426009,0.0022926091700789,1035,23,1,60,2004-07-01,GDELT,Trade_Imports,12
6,-0.000481092834980062,0.00298442807724835,0.871935081789461,1035,23,1,60,2004-07-01,GDELT,Trade_Imports,12
7,0.0062758360057419,0.00320935898329902,0.0505264894591621,1035,23,1,60,2004-07-01,GDELT,Trade_Imports,12
8,0.000684734597098203,0.00347502141295842,0.843792547696587,1035,23,1,60,2004-07-01,GDELT,Trade_Imports,12
9,0.00702524466448667,0.0029126671430124,0.0158669023266237,1035,23,1,60,2004-07-01,GDELT,Trade_Imports,12
10,0.0029683872176981,0.0040886035158821,0.467829614608162,1035,23,1,60,2004-07-01,GDELT,Trade_Imports,12
11,0.0025328838868559,0.00268501916778864,0.345507421169366,1035,23,1,60,2004-07-01,GDELT,Trade_Imports,12
12,0.00300508185814461,0.00409667661466795,0.463228293121001,1035,23,1,60,2004-07-01,GDELT,Trade_Imports,12
0,0.00799475582869446,0.0036145069833472,0.0269768673604672,1240,23,1,60,2004-07-01,ICEWS,Trade_Total,3
1,0.00872849144939224,0.00355713306375638,0.0141355759408513,1240,23,1,60,2004-07-01,ICEWS,Trade_Total,3
2,0.00871450561253108,0.00377571803237013,0.0209969506281203,1240,23,1,60,2004-07-01,ICEWS,Trade_Total,3
3,0.00384767583135137,0.00325146752099892,0.23666416055722,1240,23,1,60,2004-07-01,ICEWS,Trade_Total,3
0,0.00743134273160827,0.00334198313277676,0.0261731715443565,1171,23,1,60,2004-07-01,ICEWS,Trade_Total,6
1,0.00788595504817849,0.00296399019638245,0.00780044734358576,1171,23,1,60,2004-07-01,ICEWS,Trade_Total,6
2,0.00761794188530029,0.00328197422860969,0.0202789566933699,1171,23,1,60,2004-07-01,ICEWS,Trade_Total,6
3,0.0014205209778793,0.00273291428851086,0.60321518895006,1171,23,1,60,2004-07-01,ICEWS,Trade_Total,6
4,0.00066710192991997,0.00246488453351792,0.786666186746312,1171,23,1,60,2004-07-01,ICEWS,Trade_Total,6
5,0.00759776737979536,0.00344591947833752,0.0274639739512167,1171,23,1,60,2004-07-01,ICEWS,Trade_Total,6
6,0.00923502640842695,0.00270909798099754,0.000652269465202938,1171,23,1,60,2004-07-01,ICEWS,Trade_Total,6
0,0.00622144869683477,0.00350980987260796,0.0762969149430784,1033,23,1,60,2004-07-01,ICEWS,Trade_Total,12
1,0.00720887942615649,0.00344980823138889,0.0366495732219122,1033,23,1,60,2004-07-01,ICEWS,Trade_Total,12
2,0.0084350480489466,0.00328265526982026,0.010182163526197,1033,23,1,60,2004-07-01,ICEWS,Trade_Total,12
3,-0.000191127882589301,0.00208688890183769,0.927027707748507,1033,23,1,60,2004-07-01,ICEWS,Trade_Total,12
4,0.000237031807560576,0.00243450175176236,0.922437665738744,1033,23,1,60,2004-07-01,ICEWS,Trade_Total,12
5,0.00573222455679345,0.00312288871741177,0.0664239452710122,1033,23,1,60,2004-07-01,ICEWS,Trade_Total,12
6,0.00765872688047152,0.00265573514742426,0.00392852837200268,1033,23,1,60,2004-07-01,ICEWS,Trade_Total,12
7,0.00660415730992051,0.00169068072584616,9.37542718717518e-05,1033,23,1,60,2004-07-01,ICEWS,Trade_Total,12
8,0.0042103027358305,0.0022587338167271,0.0623202805121667,1033,23,1,60,2004-07-01,ICEWS,Trade_Total,12
9,0.00249048700308476,0.00357723912475899,0.486301290358324,1033,23,1,60,2004-07-01,ICEWS,Trade_Total,12
10,0.00525747466481598,0.00259300841062331,0.0426053903636304,1033,23,1,60,2004-07-01,ICEWS,Trade_Total,12
11,0.00746820359754853,0.00256854673523783,0.00364260525915977,1033,23,1,60,2004-07-01,ICEWS,Trade_Total,12
12,0.00920061056272231,0.00291303219014065,0.00158620968162572,1033,23,1,60,2004-07-01,ICEWS,Trade_Total,12
0,0.0053162028642262,0.00388792002964645,0.171511161391495,1240,23,1,60,2004-07-01,ICEWS,Trade_Exports,3
1,0.00713394436147845,0.00429025877228277,0.0963477126045091,1240,23,1,60,2004-07-01,ICEWS,Trade_Exports,3
2,0.00528407906989358,0.00508843412102443,0.299061090448554,1240,23,1,60,2004-07-01,ICEWS,Trade_Exports,3
3,-0.00050810852215105,0.0046028518680118,0.912100134426663,1240,23,1,60,2004-07-01,ICEWS,Trade_Exports,3
0,0.00537289793745022,0.0036429281837418,0.140243625881686,1171,23,1,60,2004-07-01,ICEWS,Trade_Exports,6
1,0.00538338105594473,0.00342845096822664,0.116366734566745,1171,23,1,60,2004-07-01,ICEWS,Trade_Exports,6
2,0.00417445025911219,0.00481276013506635,0.385738573963571,1171,23,1,60,2004-07-01,ICEWS,Trade_Exports,6
3,-0.00209942671249464,0.00407482106377127,0.606399739870478,1171,23,1,60,2004-07-01,ICEWS,Trade_Exports,6
4,-0.00224959682373265,0.0036405045780354,0.536617891736712,1171,23,1,60,2004-07-01,ICEWS,Trade_Exports,6
5,0.00265253187978771,0.0047484575280406,0.576428485928411,1171,23,1,60,2004-07-01,ICEWS,Trade_Exports,6
6,0.00678505730872666,0.00545140890841304,0.213263049280148,1171,23,1,60,2004-07-01,ICEWS,Trade_Exports,6
0,0.005360825094222,0.00377146433095479,0.155195445535571,1033,23,1,60,2004-07-01,ICEWS,Trade_Exports,12
1,0.00450163734622094,0.004320844843161,0.297484968944977,1033,23,1,60,2004-07-01,ICEWS,Trade_Exports,12
2,0.00530028580094339,0.00444376795946634,0.232968922297419,1033,23,1,60,2004-07-01,ICEWS,Trade_Exports,12
3,-0.00339869862138284,0.00384032909920734,0.376155596504758,1033,23,1,60,2004-07-01,ICEWS,Trade_Exports,12
4,-0.00350283252200345,0.00384272095229261,0.362005620794594,1033,23,1,60,2004-07-01,ICEWS,Trade_Exports,12
5,-4.98454449935869e-05,0.00398332238563677,0.990015904007785,1033,23,1,60,2004-07-01,ICEWS,Trade_Exports,12
6,0.00570167260660897,0.00566560050174215,0.314239127418781,1033,23,1,60,2004-07-01,ICEWS,Trade_Exports,12
7,0.00315708421211928,0.00293121307047802,0.281454701730941,1033,23,1,60,2004-07-01,ICEWS,Trade_Exports,12
8,0.00171641970999682,0.00372600456166104,0.645042856024609,1033,23,1,60,2004-07-01,ICEWS,Trade_Exports,12
9,0.00274052520485646,0.00371942987799872,0.461235926321034,1033,23,1,60,2004-07-01,ICEWS,Trade_Exports,12
10,0.00149113782772257,0.00393905533800433,0.705020468211361,1033,23,1,60,2004-07-01,ICEWS,Trade_Exports,12
11,0.00483711619730123,0.00293582679233761,0.0994314250207325,1033,23,1,60,2004-07-01,ICEWS,Trade_Exports,12
12,0.0116779942830767,0.00280040788727979,3.04459640849929e-05,1033,23,1,60,2004-07-01,ICEWS,Trade_Exports,12
0,0.00804013304257394,0.00647392102037036,0.214263740469063,1240,23,1,60,2004-07-01,ICEWS,Trade_Imports,3
1,0.00903206118646641,0.00652748433510862,0.166451219967547,1240,23,1,60,2004-07-01,ICEWS,Trade_Imports,3
2,0.0101210075178473,0.00541928387731826,0.0618190575340449,1240,23,1,60,2004-07-01,ICEWS,Trade_Imports,3
3,0.00684170229025901,0.0055597085645539,0.218477557807844,1240,23,1,60,2004-07-01,ICEWS,Trade_Imports,3
0,0.0074862369574736,0.00608158604200373,0.218334885093017,1171,23,1,60,2004-07-01,ICEWS,Trade_Imports,6
1,0.0097485083538705,0.0058296199102239,0.0944775212291691,1171,23,1,60,2004-07-01,ICEWS,Trade_Imports,6
2,0.00960322940045641,0.00503664246299044,0.0565629658785161,1171,23,1,60,2004-07-01,ICEWS,Trade_Imports,6
3,0.00450708119289739,0.00550420737151656,0.412876044295728,1171,23,1,60,2004-07-01,ICEWS,Trade_Imports,6
4,0.00151739673701907,0.0034659336055328,0.661528969155349,1171,23,1,60,2004-07-01,ICEWS,Trade_Imports,6
5,0.012815529643787,0.00307806522945483,3.13403767753775e-05,1171,23,1,60,2004-07-01,ICEWS,Trade_Imports,6
6,0.00961314385949068,0.00236667957214042,4.86812642647343e-05,1171,23,1,60,2004-07-01,ICEWS,Trade_Imports,6
0,0.00492438395739031,0.00615702247684558,0.423826929603826,1033,23,1,60,2004-07-01,ICEWS,Trade_Imports,12
1,0.00870700660111338,0.00591520325816378,0.141028757036943,1033,23,1,60,2004-07-01,ICEWS,Trade_Imports,12
2,0.0103525835953065,0.00458891417991208,0.0240707238606874,1033,23,1,60,2004-07-01,ICEWS,Trade_Imports,12
3,0.00218974250312108,0.00490306250860565,0.655158772003124,1033,23,1,60,2004-07-01,ICEWS,Trade_Imports,12
4,0.00248613987061047,0.00358028363993014,0.487432985318554,1033,23,1,60,2004-07-01,ICEWS,Trade_Imports,12
5,0.013411533623072,0.00340061779314545,8.01831208099811e-05,1033,23,1,60,2004-07-01,ICEWS,Trade_Imports,12
6,0.00845648254427679,0.00292423412676836,0.0038296570676676,1033,23,1,60,2004-07-01,ICEWS,Trade_Imports,12
7,0.0122040239406549,0.00416001445336836,0.00335002375736451,1033,23,1,60,2004-07-01,ICEWS,Trade_Imports,12
8,0.00576674372108553,0.00369543982920424,0.118641139451858,1033,23,1,60,2004-07-01,ICEWS,Trade_Imports,12
9,-0.00215198116158018,0.00455713828472794,0.636768305847634,1033,23,1,60,2004-07-01,ICEWS,Trade_Imports,12
10,0.0030868666272377,0.00614885608256684,0.615651405194287,1033,23,1,60,2004-07-01,ICEWS,Trade_Imports,12
11,0.00331315919094814,0.00452713370444279,0.464263310686995,1033,23,1,60,2004-07-01,ICEWS,Trade_Imports,12
12,-0.00072505834706374,0.0047945515092074,0.879797852336227,1033,23,1,60,2004-07-01,ICEWS,Trade_Imports,12
0,0.00587435107370896,0.00294412165528401,0.0460122012260894,1227,23,1,60,2004-07-01,Phoenix,Trade_Total,3
1,0.00663689860933263,0.00386877588004867,0.0862529520530874,1227,23,1,60,2004-07-01,Phoenix,Trade_Total,3
2,0.00343146146181497,0.00229303784395503,0.134531319990945,1227,23,1,60,2004-07-01,Phoenix,Trade_Total,3
3,0.0013602933821765,0.00208739002020784,0.514612865587507,1227,23,1,60,2004-07-01,Phoenix,Trade_Total,3
0,0.00412989392777649,0.00282503503721722,0.143771020319687,1158,23,1,60,2004-07-01,Phoenix,Trade_Total,6
1,0.0056143662216713,0.00354968569684388,0.113729117185571,1158,23,1,60,2004-07-01,Phoenix,Trade_Total,6
2,0.0017832900423996,0.00222722251847985,0.423317569578993,1158,23,1,60,2004-07-01,Phoenix,Trade_Total,6
3,-0.00179974316214108,0.00168684433013373,0.286003890821699,1158,23,1,60,2004-07-01,Phoenix,Trade_Total,6
4,-0.000418736679280138,0.00407053014492147,0.91806590547148,1158,23,1,60,2004-07-01,Phoenix,Trade_Total,6
5,0.00868904029504957,0.00367202914417361,0.0179679662836112,1158,23,1,60,2004-07-01,Phoenix,Trade_Total,6
6,0.00877288523573679,0.00293642041194588,0.00281166135480982,1158,23,1,60,2004-07-01,Phoenix,Trade_Total,6
0,0.00390332868197681,0.00264498178874514,0.140011342039823,1020,23,1,60,2004-07-01,Phoenix,Trade_Total,12
1,0.00293846503692912,0.00356351037236259,0.409599616453555,1020,23,1,60,2004-07-01,Phoenix,Trade_Total,12
2,0.0015157688501738,0.00258678086880221,0.557897528902312,1020,23,1,60,2004-07-01,Phoenix,Trade_Total,12
3,-0.00151086566507197,0.00208633949905392,0.468961023777125,1020,23,1,60,2004-07-01,Phoenix,Trade_Total,12
4,-0.00281074385512649,0.00404826556278372,0.487488968382632,1020,23,1,60,2004-07-01,Phoenix,Trade_Total,12
5,0.00716615314970007,0.00316278368003832,0.0234652217388902,1020,23,1,60,2004-07-01,Phoenix,Trade_Total,12
6,0.00502023856911839,0.00281081807457295,0.0740924906254021,1020,23,1,60,2004-07-01,Phoenix,Trade_Total,12
7,0.00446006820698901,0.00280565878656305,0.111909482332261,1020,23,1,60,2004-07-01,Phoenix,Trade_Total,12
8,0.00434034844295257,0.003883651443655,0.263740114382348,1020,23,1,60,2004-07-01,Phoenix,Trade_Total,12
9,0.00587796335889621,0.00335827682229086,0.0800680277933157,1020,23,1,60,2004-07-01,Phoenix,Trade_Total,12
10,0.0108357953443801,0.00220261328344129,8.67576606764834e-07,1020,23,1,60,2004-07-01,Phoenix,Trade_Total,12
11,0.00656959985316935,0.00264484162318058,0.0129941568796254,1020,23,1,60,2004-07-01,Phoenix,Trade_Total,12
12,0.0126204534925278,0.00299054411757247,2.44172872589182e-05,1020,23,1,60,2004-07-01,Phoenix,Trade_Total,12
0,0.00494683358157557,0.00342464687252569,0.14860402893034,1227,23,1,60,2004-07-01,Phoenix,Trade_Exports,3
1,0.00526592982214751,0.00485338564287168,0.277921071259854,1227,23,1,60,2004-07-01,Phoenix,Trade_Exports,3
2,-0.00145788024116275,0.00304798856911513,0.632430320386804,1227,23,1,60,2004-07-01,Phoenix,Trade_Exports,3
3,-0.0051269718071227,0.00208296072281004,0.0138401105897328,1227,23,1,60,2004-07-01,Phoenix,Trade_Exports,3
0,0.0035825042897503,0.00345728573052395,0.300100102419315,1158,23,1,60,2004-07-01,Phoenix,Trade_Exports,6
1,0.00358356099022419,0.00460207109012285,0.43616564464128,1158,23,1,60,2004-07-01,Phoenix,Trade_Exports,6
2,-0.00327932649478982,0.0033198734518669,0.323257173701022,1158,23,1,60,2004-07-01,Phoenix,Trade_Exports,6
3,-0.00634603869802962,0.00223091170261398,0.00444680219289849,1158,23,1,60,2004-07-01,Phoenix,Trade_Exports,6
4,-0.00405898310328494,0.00449653644223652,0.366689899529403,1158,23,1,60,2004-07-01,Phoenix,Trade_Exports,6
5,0.00365073649489691,0.00433829800975758,0.40006030562539,1158,23,1,60,2004-07-01,Phoenix,Trade_Exports,6
6,0.00494128623576422,0.00378509718346771,0.191736864492013,1158,23,1,60,2004-07-01,Phoenix,Trade_Exports,6
0,0.00339743044860997,0.00397421424881005,0.392623968305559,1020,23,1,60,2004-07-01,Phoenix,Trade_Exports,12
1,0.000480915459121451,0.00456439785592716,0.91608832924746,1020,23,1,60,2004-07-01,Phoenix,Trade_Exports,12
2,-0.00314897442439823,0.00356022269870028,0.376432811677504,1020,23,1,60,2004-07-01,Phoenix,Trade_Exports,12
3,-0.00887900162322758,0.00271918994653779,0.0010934383859411,1020,23,1,60,2004-07-01,Phoenix,Trade_Exports,12
4,-0.00683911295477652,0.00443606668775832,0.123144925787492,1020,23,1,60,2004-07-01,Phoenix,Trade_Exports,12
5,0.000885007610447845,0.00408923210699256,0.828657328689237,1020,23,1,60,2004-07-01,Phoenix,Trade_Exports,12
6,0.000155572101846924,0.00320753065089038,0.961316058688478,1020,23,1,60,2004-07-01,Phoenix,Trade_Exports,12
7,0.00225042300677872,0.00378645357209262,0.552287875303763,1020,23,1,60,2004-07-01,Phoenix,Trade_Exports,12
8,0.00599585598507998,0.00450781884979148,0.183484877345543,1020,23,1,60,2004-07-01,Phoenix,Trade_Exports,12
9,0.00909947108545526,0.00509684697152605,0.0742104364399964,1020,23,1,60,2004-07-01,Phoenix,Trade_Exports,12
10,0.00715432227929638,0.00449195779781381,0.111228452169947,1020,23,1,60,2004-07-01,Phoenix,Trade_Exports,12
11,0.00655255519696761,0.00455391642666961,0.150183533777609,1020,23,1,60,2004-07-01,Phoenix,Trade_Exports,12
12,0.0124336758023729,0.00277124012917761,7.2340605295009e-06,1020,23,1,60,2004-07-01,Phoenix,Trade_Exports,12
0,0.00747528383860681,0.00579039049238886,0.19671028212053,1227,23,1,60,2004-07-01,Phoenix,Trade_Imports,3
1,0.00859094618967015,0.00512446874379395,0.0936489147829762,1227,23,1,60,2004-07-01,Phoenix,Trade_Imports,3
2,0.00757563523952906,0.00536444008556225,0.15789256479073,1227,23,1,60,2004-07-01,Phoenix,Trade_Imports,3
3,0.00513764375361384,0.00415851821835406,0.216662857532574,1227,23,1,60,2004-07-01,Phoenix,Trade_Imports,3
0,0.00602050251083866,0.00609556063384142,0.323306243252518,1158,23,1,60,2004-07-01,Phoenix,Trade_Imports,6
1,0.00861864919440023,0.0050732219112139,0.0893472214438175,1158,23,1,60,2004-07-01,Phoenix,Trade_Imports,6
2,0.00685261864760809,0.00434563408720076,0.114819158513877,1158,23,1,60,2004-07-01,Phoenix,Trade_Imports,6
3,0.000582714296484384,0.00393809494777165,0.882367568946152,1158,23,1,60,2004-07-01,Phoenix,Trade_Imports,6
4,0.000382643815087838,0.00451900227715398,0.932520247173062,1158,23,1,60,2004-07-01,Phoenix,Trade_Imports,6
5,0.0148139241532231,0.00472443183233603,0.00171503478998025,1158,23,1,60,2004-07-01,Phoenix,Trade_Imports,6
6,0.0110181641064181,0.00345915404252552,0.00144644367303685,1158,23,1,60,2004-07-01,Phoenix,Trade_Imports,6
0,0.00577816855099746,0.00607298677451125,0.341373876239286,1020,23,1,60,2004-07-01,Phoenix,Trade_Imports,12
1,0.00693023597734326,0.00525314278851794,0.187083807289582,1020,23,1,60,2004-07-01,Phoenix,Trade_Imports,12
2,0.0062927900712365,0.00534814578161671,0.239343121241634,1020,23,1,60,2004-07-01,Phoenix,Trade_Imports,12
3,0.00387047008857137,0.00394415772689738,0.326436309440621,1020,23,1,60,2004-07-01,Phoenix,Trade_Imports,12
4,-0.000968264679825194,0.00486320375777695,0.842184390677856,1020,23,1,60,2004-07-01,Phoenix,Trade_Imports,12
5,0.0158445255970316,0.00424287384128064,0.000188174244227739,1020,23,1,60,2004-07-01,Phoenix,Trade_Imports,12
6,0.0108783855065619,0.00355528253830453,0.00221498986968051,1020,23,1,60,2004-07-01,Phoenix,Trade_Imports,12
7,0.00550568746852511,0.0032596719009729,0.0912134553840888,1020,23,1,60,2004-07-01,Phoenix,Trade_Imports,12
8,-0.00200340509367161,0.00333172453875289,0.547632368786478,1020,23,1,60,2004-07-01,Phoenix,Trade_Imports,12
9,-0.00187792199662093,0.0041877316578469,0.653839881294051,1020,23,1,60,2004-07-01,Phoenix,Trade_Imports,12
10,0.0102256306841613,0.00686783158927275,0.136509246401822,1020,23,1,60,2004-07-01,Phoenix,Trade_Imports,12
11,0.00429243745031995,0.00619525774159913,0.488398308569204,1020,23,1,60,2004-07-01,Phoenix,Trade_Imports,12
12,0.00499951634569989,0.00706208730531289,0.478984078434387,1020,23,1,60,2004-07-01,Phoenix,Trade_Imports,12
0,0.00199602394140118,0.00186145434620387,0.28358857624348,586,11,1,60,2004-07-01,Tsinghua,Trade_Total,3
1,0.0033481032598545,0.0030389581825021,0.270580235121596,586,11,1,60,2004-07-01,Tsinghua,Trade_Total,3
2,0.00372617102152252,0.00231095163745359,0.106875621117364,586,11,1,60,2004-07-01,Tsinghua,Trade_Total,3
3,0.00654227676375882,0.00220159945947317,0.00296250708990879,586,11,1,60,2004-07-01,Tsinghua,Trade_Total,3
0,0.00126320184050457,0.00226467363194911,0.576990947758718,553,11,1,60,2004-07-01,Tsinghua,Trade_Total,6
1,0.00231738453363907,0.00287551585637139,0.420299246881887,553,11,1,60,2004-07-01,Tsinghua,Trade_Total,6
2,0.00334099224817424,0.00202711298362327,0.0993212885292724,553,11,1,60,2004-07-01,Tsinghua,Trade_Total,6
3,0.00605439016283069,0.00186372304438635,0.00115996425112786,553,11,1,60,2004-07-01,Tsinghua,Trade_Total,6
4,0.000823781420262223,0.00300084171987998,0.783687506581115,553,11,1,60,2004-07-01,Tsinghua,Trade_Total,6
5,0.00525983853702067,0.00339607876075373,0.121430389550604,553,11,1,60,2004-07-01,Tsinghua,Trade_Total,6
6,0.00375657383389745,0.00290033241107026,0.195243718520356,553,11,1,60,2004-07-01,Tsinghua,Trade_Total,6
0,0.000409779480327875,0.00275965276596145,0.881956465895408,487,11,1,60,2004-07-01,Tsinghua,Trade_Total,12
1,0.000495549192219578,0.00292555372804062,0.86549267225001,487,11,1,60,2004-07-01,Tsinghua,Trade_Total,12
2,0.000763120117465622,0.00170280219023381,0.654040996876555,487,11,1,60,2004-07-01,Tsinghua,Trade_Total,12
3,0.0041783199257135,0.00198578501799179,0.0353684218535059,487,11,1,60,2004-07-01,Tsinghua,Trade_Total,12
