h,estimate,se,pvalue,n,n_country,window_id,window_length,window_midpoint,db,trade,lag_order
5,-0.00347922484287271,0.00489498486402719,0.477224690927964,852,25,13,36,2015-07-01,GDELT,Trade_Total,6
6,-0.00229027761378036,0.00464755216594741,0.622159398706399,852,25,13,36,2015-07-01,GDELT,Trade_Total,6
0,0.0080430431661426,0.00605019501033699,0.1837207293789,840,24,13,36,2015-07-01,GDELT,Trade_Total,12
1,-0.000327043011297416,0.00432772014540069,0.939761719494111,840,24,13,36,2015-07-01,GDELT,Trade_Total,12
2,-0.00342926982553694,0.00443723286636855,0.43961724052724,840,24,13,36,2015-07-01,GDELT,Trade_Total,12
3,-0.000337014120017853,0.00406591415790772,0.933940864270043,840,24,13,36,2015-07-01,GDELT,Trade_Total,12
4,-0.00561664737126024,0.00398570732855616,0.158776882992804,840,24,13,36,2015-07-01,GDELT,Trade_Total,12
5,-0.00389037993299308,0.00481937993800183,0.419530176075964,840,24,13,36,2015-07-01,GDELT,Trade_Total,12
6,-0.00109991348656094,0.00461787055636302,0.811736604946125,840,24,13,36,2015-07-01,GDELT,Trade_Total,12
7,-0.00336575966248833,0.00442369725571978,0.446748069558971,840,24,13,36,2015-07-01,GDELT,Trade_Total,12
8,-0.00366648169777607,0.00355283475909393,0.30207788932791,840,24,13,36,2015-07-01,GDELT,Trade_Total,12
9,0.00107306249077912,0.00400504031219616,0.788754730887565,840,24,13,36,2015-07-01,GDELT,Trade_Total,12
10,-0.00250172764127261,0.00269933756430565,0.354033927361777,840,24,13,36,2015-07-01,GDELT,Trade_Total,12
11,0.00115067320059435,0.00380789271252625,0.762514012787564,840,24,13,36,2015-07-01,GDELT,Trade_Total,12
12,-0.00665648390945412,0.00352762738270449,0.0591660055170686,840,24,13,36,2015-07-01,GDELT,Trade_Total,12
0,0.00944523501873279,0.00501975773018351,0.0598887526298453,858,25,13,36,2015-07-01,GDELT,Trade_Exports,3
1,-0.000992623304768762,0.00406851179709169,0.807248632690853,858,25,13,36,2015-07-01,GDELT,Trade_Exports,3
2,-0.00705494454091465,0.0085347425969791,0.408455426330528,858,25,13,36,2015-07-01,GDELT,Trade_Exports,3
3,-0.00728929864302376,0.00690019793465022,0.290790168955652,858,25,13,36,2015-07-01,GDELT,Trade_Exports,3
0,0.0104511884374049,0.00465832100807217,0.0248611987745022,852,25,13,36,2015-07-01,GDELT,Trade_Exports,6
1,0.000265886658045285,0.00402709342737277,0.947358353823961,852,25,13,36,2015-07-01,GDELT,Trade_Exports,6
2,-0.00645087074251109,0.00788446182181767,0.413257181882458,852,25,13,36,2015-07-01,GDELT,Trade_Exports,6
3,-0.00536115166304679,0.00575516277625533,0.351575441612333,852,25,13,36,2015-07-01,GDELT,Trade_Exports,6
4,-0.00663700999535272,0.00643490256048987,0.302349529764669,852,25,13,36,2015-07-01,GDELT,Trade_Exports,6
5,-0.00327237565989487,0.00486561426765188,0.501232733069859,852,25,13,36,2015-07-01,GDELT,Trade_Exports,6
6,0.00229778053573159,0.00426066732931322,0.589679440554868,852,25,13,36,2015-07-01,GDELT,Trade_Exports,6
0,0.0100171972175349,0.00498484857560863,0.0444810741847579,840,24,13,36,2015-07-01,GDELT,Trade_Exports,12
1,6.28331849590902e-05,0.00434191555268118,0.988453972028708,840,24,13,36,2015-07-01,GDELT,Trade_Exports,12
2,-0.00635011618318217,0.00817578525524398,0.437336957949381,840,24,13,36,2015-07-01,GDELT,Trade_Exports,12
3,-0.00518685652785383,0.00587313923190055,0.377155819583104,840,24,13,36,2015-07-01,GDELT,Trade_Exports,12
4,-0.00682362345156522,0.00628558382497576,0.277656446862167,840,24,13,36,2015-07-01,GDELT,Trade_Exports,12
5,-0.00380518458235564,0.0052262561536551,0.466558525413308,840,24,13,36,2015-07-01,GDELT,Trade_Exports,12
6,0.00218340302152397,0.00397334292769675,0.582653544159421,840,24,13,36,2015-07-01,GDELT,Trade_Exports,12
7,0.00200817343332857,0.005561274070994,0.71802504726466,840,24,13,36,2015-07-01,GDELT,Trade_Exports,12
8,-0.00377034521573025,0.00382251383190094,0.32396027565427,840,24,13,36,2015-07-01,GDELT,Trade_Exports,12
9,0.00266934037374539,0.00439546864753092,0.543656025237223,840,24,13,36,2015-07-01,GDELT,Trade_Exports,12
10,-0.0020591269511736,0.00307999700747012,0.503783622557371,840,24,13,36,2015-07-01,GDELT,Trade_Exports,12
11,0.00197656769733514,0.00509671718182945,0.69815522058983,840,24,13,36,2015-07-01,GDELT,Trade_Exports,12
12,-0.00624946927762538,0.00574365735200301,0.276566663997198,840,24,13,36,2015-07-01,GDELT,Trade_Exports,12
0,0.00944571437306187,0.00964552217506131,0.327439221366282,858,25,13,36,2015-07-01,GDELT,Trade_Imports,3
1,-0.00384337529373782,0.00882321930231897,0.663128536272654,858,25,13,36,2015-07-01,GDELT,Trade_Imports,3
2,0.00383098921315881,0.0084097886713741,0.648721303563407,858,25,13,36,2015-07-01,GDELT,Trade_Imports,3
3,0.00721593018633386,0.00799446937228089,0.366730115706943,858,25,13,36,2015-07-01,GDELT,Trade_Imports,3
0,0.0105145323230838,0.00949944295615855,0.268355423079516,852,25,13,36,2015-07-01,GDELT,Trade_Imports,6
1,-0.00174750416141,0.00912416586844905,0.848114442412264,852,25,13,36,2015-07-01,GDELT,Trade_Imports,6
2,0.00428362743081468,0.0085258623010536,0.6153668595245,852,25,13,36,2015-07-01,GDELT,Trade_Imports,6
3,0.00935907089982773,0.00713833361529853,0.189823900479411,852,25,13,36,2015-07-01,GDELT,Trade_Imports,6
4,-0.00600727991855724,0.00565915767616765,0.28845598731275,852,25,13,36,2015-07-01,GDELT,Trade_Imports,6
5,-0.000354530330614817,0.00831171145761261,0.965977100441053,852,25,13,36,2015-07-01,GDELT,Trade_Imports,6
6,-0.00198042817718181,0.00721769027494404,0.783788531574731,852,25,13,36,2015-07-01,GDELT,Trade_Imports,6
0,0.0119900683345099,0.00962669937636875,0.212947471307872,840,24,13,36,2015-07-01,GDELT,Trade_Imports,12
1,-0.00186978817542808,0.00976040312169817,0.848080027004931,840,24,13,36,2015-07-01,GDELT,Trade_Imports,12
2,0.00503099975409401,0.00921966019871,0.5852847605556,840,24,13,36,2015-07-01,GDELT,Trade_Imports,12
3,0.0117200223629673,0.00717409354398953,0.102330475412203,840,24,13,36,2015-07-01,GDELT,Trade_Imports,12
4,-0.00566975236186848,0.00573854708331913,0.323146858216186,840,24,13,36,2015-07-01,GDELT,Trade_Imports,12
5,-0.000789397560151421,0.00817008249697329,0.923027765883508,840,24,13,36,2015-07-01,GDELT,Trade_Imports,12
6,0.000319229694972158,0.00708710338596487,0.964072438909915,840,24,13,36,2015-07-01,GDELT,Trade_Imports,12
7,-0.00657403762644324,0.00846444189396433,0.4373563116055,840,24,13,36,2015-07-01,GDELT,Trade_Imports,12
8,-0.00470301685501299,0.00553449016861942,0.395455670114438,840,24,13,36,2015-07-01,GDELT,Trade_Imports,12
9,0.00264893996545645,0.00747668131429737,0.723118900990971,840,24,13,36,2015-07-01,GDELT,Trade_Imports,12
10,-0.000733297652063083,0.0056423094133131,0.896594831579551,840,24,13,36,2015-07-01,GDELT,Trade_Imports,12
11,0.00116027874706602,0.00559349525336647,0.835671259549238,840,24,13,36,2015-07-01,GDELT,Trade_Imports,12
12,-0.00387726528576011,0.00583130731157397,0.506111268722614,840,24,13,36,2015-07-01,GDELT,Trade_Imports,12
0,0.00187438793845073,0.0025434468478467,0.461154003325746,858,25,13,36,2015-07-01,ICEWS,Trade_Total,3
1,0.000667868514195742,0.00268828322901989,0.803796454584759,858,25,13,36,2015-07-01,ICEWS,Trade_Total,3
2,-0.000867072505834425,0.00261869850049291,0.740562769792939,858,25,13,36,2015-07-01,ICEWS,Trade_Total,3
3,-0.00490221918705621,0.00328676104099377,0.135829066377892,858,25,13,36,2015-07-01,ICEWS,Trade_Total,3
0,0.00138500714630255,0.00264617024264533,0.600695492648325,852,25,13,36,2015-07-01,ICEWS,Trade_Total,6
1,0.000643065456391206,0.00271307172572126,0.81263750123904,852,25,13,36,2015-07-01,ICEWS,Trade_Total,6
2,-0.000968226982625631,0.00263066362782112,0.712832767928944,852,25,13,36,2015-07-01,ICEWS,Trade_Total,6
3,-0.00385508666997327,0.00290603618851152,0.184647976202655,852,25,13,36,2015-07-01,ICEWS,Trade_Total,6
4,-0.00328956677003787,0.00241984271341017,0.174015606393006,852,25,13,36,2015-07-01,ICEWS,Trade_Total,6
5,-0.000749256433129953,0.00303377010466889,0.804929852171328,852,25,13,36,2015-07-01,ICEWS,Trade_Total,6
6,-0.00161586084269017,0.00266642408340424,0.544512798725466,852,25,13,36,2015-07-01,ICEWS,Trade_Total,6
0,0.00102394884048272,0.00253824727285503,0.686648222848402,840,24,13,36,2015-07-01,ICEWS,Trade_Total,12
1,0.000303443981500184,0.00286747020600244,0.915722875911403,840,24,13,36,2015-07-01,ICEWS,Trade_Total,12
2,-0.00107788979030665,0.00253492995971219,0.67068008051762,840,24,13,36,2015-07-01,ICEWS,Trade_Total,12
3,-0.00399090351187703,0.00306858095873009,0.193405773496954,840,24,13,36,2015-07-01,ICEWS,Trade_Total,12
4,-0.00469075438764867,0.00238545273839949,0.0492524174992723,840,24,13,36,2015-07-01,ICEWS,Trade_Total,12
5,-0.000415546698356326,0.00318590049635878,0.896223824873322,840,24,13,36,2015-07-01,ICEWS,Trade_Total,12
6,-0.00121483093303213,0.00278273840493347,0.662430827503703,840,24,13,36,2015-07-01,ICEWS,Trade_Total,12
7,-0.00182588798052919,0.00295165200077843,0.53618078304591,840,24,13,36,2015-07-01,ICEWS,Trade_Total,12
8,-0.00291579406057685,0.00280690987155461,0.298901724525407,840,24,13,36,2015-07-01,ICEWS,Trade_Total,12
9,-0.00388723100260251,0.00322689258849804,0.228343850064744,840,24,13,36,2015-07-01,ICEWS,Trade_Total,12
10,0.00227239152126397,0.00195728086954498,0.245644303032071,840,24,13,36,2015-07-01,ICEWS,Trade_Total,12
11,-0.00201163493852825,0.00357123853045411,0.573238954110834,840,24,13,36,2015-07-01,ICEWS,Trade_Total,12
12,-0.00137948540482971,0.00387701843129949,0.721982188006334,840,24,13,36,2015-07-01,ICEWS,Trade_Total,12
0,-9.45958208097169e-05,0.00368523662356089,0.979521462253994,858,25,13,36,2015-07-01,ICEWS,Trade_Exports,3
1,-0.00499040584708073,0.00260139255915811,0.0550654564133084,858,25,13,36,2015-07-01,ICEWS,Trade_Exports,3
2,-0.00371016208579059,0.00348624286221839,0.28722479983098,858,25,13,36,2015-07-01,ICEWS,Trade_Exports,3
3,-0.00889456781646792,0.00367097036864942,0.0153951590067598,858,25,13,36,2015-07-01,ICEWS,Trade_Exports,3
0,-0.00076385443832912,0.00392886433967105,0.845846107610708,852,25,13,36,2015-07-01,ICEWS,Trade_Exports,6
1,-0.00542989952181653,0.00281839501876819,0.0540303979304701,852,25,13,36,2015-07-01,ICEWS,Trade_Exports,6
2,-0.00369122636561592,0.00370080868813151,0.318565175956501,852,25,13,36,2015-07-01,ICEWS,Trade_Exports,6
3,-0.00739845138131502,0.00337989041110535,0.0285996083722528,852,25,13,36,2015-07-01,ICEWS,Trade_Exports,6
4,-0.00491073217902741,0.00412727583556273,0.23411554257295,852,25,13,36,2015-07-01,ICEWS,Trade_Exports,6
5,-0.00217028590386422,0.00301503801068329,0.471635575324092,852,25,13,36,2015-07-01,ICEWS,Trade_Exports,6
6,-0.00230496648042689,0.00360081399146293,0.52209216317281,852,25,13,36,2015-07-01,ICEWS,Trade_Exports,6
0,-0.000830937058965143,0.00395134173844971,0.833439482086379,840,24,13,36,2015-07-01,ICEWS,Trade_Exports,12
1,-0.0058365721981952,0.0029197730484282,0.0456103596358522,840,24,13,36,2015-07-01,ICEWS,Trade_Exports,12
2,-0.0037889721747846,0.00393117892885275,0.3351332057601,840,24,13,36,2015-07-01,ICEWS,Trade_Exports,12
3,-0.00746819102871847,0.0038446886818343,0.052080272191716,840,24,13,36,2015-07-01,ICEWS,Trade_Exports,12
4,-0.00532578022885627,0.00389884318945004,0.171942148786271,840,24,13,36,2015-07-01,ICEWS,Trade_Exports,12
5,-0.00223121859768853,0.00332587469149354,0.502305448087979,840,24,13,36,2015-07-01,ICEWS,Trade_Exports,12
6,-0.00406607260249966,0.00334706106928267,0.22443522130616,840,24,13,36,2015-07-01,ICEWS,Trade_Exports,12
7,0.00477744786824103,0.00453869502593594,0.292522590920017,840,24,13,36,2015-07-01,ICEWS,Trade_Exports,12
8,-0.000457731782889404,0.00417147318480328,0.912624262243957,840,24,13,36,2015-07-01,ICEWS,Trade_Exports,12
9,0.000155170482421981,0.00358277123201576,0.965454272930887,840,24,13,36,2015-07-01,ICEWS,Trade_Exports,12
10,0.000705448138345852,0.00249900375928906,0.777719812872589,840,24,13,36,2015-07-01,ICEWS,Trade_Exports,12
11,-0.00267348935063123,0.00365714873655178,0.464760175901643,840,24,13,36,2015-07-01,ICEWS,Trade_Exports,12
12,-0.00568182194777583,0.00362253887583556,0.116772876633037,840,24,13,36,2015-07-01,ICEWS,Trade_Exports,12
0,0.00641327094432339,0.00353065807765829,0.0693010639058758,858,25,13,36,2015-07-01,ICEWS,Trade_Imports,3
1,0.00746339536311708,0.00511961851585672,0.144894844047968,858,25,13,36,2015-07-01,ICEWS,Trade_Imports,3
2,0.00364975714255969,0.00471842423018186,0.439219507515676,858,25,13,36,2015-07-01,ICEWS,Trade_Imports,3
3,0.00335391088461184,0.0045961933902939,0.465564460253366,858,25,13,36,2015-07-01,ICEWS,Trade_Imports,3
0,0.00631633068038346,0.00341900907486037,0.0646869308710781,852,25,13,36,2015-07-01,ICEWS,Trade_Imports,6
1,0.0080704448248982,0.0050939493881031,0.113120964511667,852,25,13,36,2015-07-01,ICEWS,Trade_Imports,6
2,0.00320331881498806,0.00444367707221108,0.470988764959863,852,25,13,36,2015-07-01,ICEWS,Trade_Imports,6
3,0.00361574739281348,0.00391825683717383,0.356114103543997,852,25,13,36,2015-07-01,ICEWS,Trade_Imports,6
4,-0.000494937025685407,0.00398673035600953,0.901199597891845,852,25,13,36,2015-07-01,ICEWS,Trade_Imports,6
5,0.0034338991943123,0.00422939436665391,0.416841700141501,852,25,13,36,2015-07-01,ICEWS,Trade_Imports,6
6,-0.00265737378184842,0.00537484274605941,0.621016944748357,852,25,13,36,2015-07-01,ICEWS,Trade_Imports,6
0,0.00520821684836799,0.00322121769983704,0.1059112660449,840,24,13,36,2015-07-01,ICEWS,Trade_Imports,12
1,0.00735319748665158,0.00527193642674631,0.163081848624008,840,24,13,36,2015-07-01,ICEWS,Trade_Imports,12
2,0.00342591476728024,0.00459047983622621,0.455480992890189,840,24,13,36,2015-07-01,ICEWS,Trade_Imports,12
3,0.00331116998126169,0.00332325463107978,0.319073507347879,840,24,13,36,2015-07-01,ICEWS,Trade_Imports,12
4,-0.00239400552003268,0.00393158334733233,0.542579862966799,840,24,13,36,2015-07-01,ICEWS,Trade_Imports,12
5,0.00369817065818536,0.00424597949697356,0.383764117212743,840,24,13,36,2015-07-01,ICEWS,Trade_Imports,12
6,0.000205654514412671,0.00543220504035258,0.969800592529355,840,24,13,36,2015-07-01,ICEWS,Trade_Imports,12
7,-0.0101468022126484,0.00541185565431024,0.0608035824630827,840,24,13,36,2015-07-01,ICEWS,Trade_Imports,12
8,-0.00461037720460641,0.00499434560924014,0.355944998010973,840,24,13,36,2015-07-01,ICEWS,Trade_Imports,12
9,-0.00848300550279276,0.00554689119966731,0.126183621655493,840,24,13,36,2015-07-01,ICEWS,Trade_Imports,12
10,0.00272620463025849,0.00341558513848524,0.424774045723661,840,24,13,36,2015-07-01,ICEWS,Trade_Imports,12
11,-0.00256165671924864,0.00394333979406485,0.515940279674424,840,24,13,36,2015-07-01,ICEWS,Trade_Imports,12
12,0.00629864945683162,0.00547813202231591,0.25023428260429,840,24,13,36,2015-07-01,ICEWS,Trade_Imports,12
0,0.00271239085100036,0.00202877039416442,0.18123473093955,858,25,13,36,2015-07-01,Phoenix,Trade_Total,3
1,-0.00326036009413324,0.00143605954385421,0.0231862581390736,858,25,13,36,2015-07-01,Phoenix,Trade_Total,3
2,0.00129335224153301,0.00314656911220063,0.681046356522217,858,25,13,36,2015-07-01,Phoenix,Trade_Total,3
3,0.00561210564500663,0.00258598508752934,0.0299916744299585,858,25,13,36,2015-07-01,Phoenix,Trade_Total,3
0,0.00353017936840335,0.00195143749065247,0.0704486988098128,852,25,13,36,2015-07-01,Phoenix,Trade_Total,6
1,-0.00323078255200295,0.00141969693772018,0.0228648897596293,852,25,13,36,2015-07-01,Phoenix,Trade_Total,6
2,0.000743130229415099,0.00335355619038744,0.8246294199832,852,25,13,36,2015-07-01,Phoenix,Trade_Total,6
3,0.0050200956676059,0.0026415584043053,0.0573767711901141,852,25,13,36,2015-07-01,Phoenix,Trade_Total,6
4,0.00435985265350343,0.0028273802411338,0.123070815667199,852,25,13,36,2015-07-01,Phoenix,Trade_Total,6
5,-0.00147128440085858,0.00303592030404733,0.627942020541937,852,25,13,36,2015-07-01,Phoenix,Trade_Total,6
6,-0.00516855843666212,0.00348749357671814,0.138333202949187,852,25,13,36,2015-07-01,Phoenix,Trade_Total,6
0,0.00436408038726784,0.00199174035874567,0.028445352721824,840,24,13,36,2015-07-01,Phoenix,Trade_Total,12
1,-0.00357315966173188,0.0014435602170694,0.013314623694331,840,24,13,36,2015-07-01,Phoenix,Trade_Total,12
2,0.00128255298951944,0.00329534208790807,0.697126890584455,840,24,13,36,2015-07-01,Phoenix,Trade_Total,12
3,0.00467467325156539,0.00261235416610282,0.0735426139632602,840,24,13,36,2015-07-01,Phoenix,Trade_Total,12
4,0.00424421352954389,0.00256731065195543,0.0982952732994635,840,24,13,36,2015-07-01,Phoenix,Trade_Total,12
5,-0.00167124953670642,0.00315636771268417,0.596469008073427,840,24,13,36,2015-07-01,Phoenix,Trade_Total,12
6,-0.00414345475141235,0.00279734003701143,0.138549982782126,840,24,13,36,2015-07-01,Phoenix,Trade_Total,12
7,-0.000192970830215965,0.00309909414755401,0.950350327151784,840,24,13,36,2015-07-01,Phoenix,Trade_Total,12
8,-0.00186111642157685,0.00272597530125668,0.494774848437675,840,24,13,36,2015-07-01,Phoenix,Trade_Total,12
9,-0.00261684632595042,0.0020701212687575,0.206193091239996,840,24,13,36,2015-07-01,Phoenix,Trade_Total,12
10,0.000329093725155838,0.00249778402133357,0.895178653690985,840,24,13,36,2015-07-01,Phoenix,Trade_Total,12
11,0.00344252148653926,0.00405194656302595,0.395549202064464,840,24,13,36,2015-07-01,Phoenix,Trade_Total,12
12,-0.000606473759453713,0.00431313832294776,0.888177428785156,840,24,13,36,2015-07-01,Phoenix,Trade_Total,12
0,6.48387098285414e-05,0.0021799186657519,0.976271509883314,858,25,13,36,2015-07-01,Phoenix,Trade_Exports,3
1,-0.0095603223439599,0.00269429817087378,0.000387647576855104,858,25,13,36,2015-07-01,Phoenix,Trade_Exports,3
2,-0.00122983802450817,0.00409747335527797,0.764066204802353,858,25,13,36,2015-07-01,Phoenix,Trade_Exports,3
3,0.00335463009045808,0.00317960624042635,0.291404395708634,858,25,13,36,2015-07-01,Phoenix,Trade_Exports,3
0,0.000130741346671382,0.00214884855851966,0.951484632421824,852,25,13,36,2015-07-01,Phoenix,Trade_Exports,6
1,-0.00985586978166127,0.00282046891468039,0.000475113922656931,852,25,13,36,2015-07-01,Phoenix,Trade_Exports,6
2,-0.00122756424984369,0.00436640449332813,0.778604200827517,852,25,13,36,2015-07-01,Phoenix,Trade_Exports,6
3,0.00482119095380787,0.00278830847647,0.0837958991016266,852,25,13,36,2015-07-01,Phoenix,Trade_Exports,6
4,-0.0011415156513444,0.0019826100243264,0.564774650656022,852,25,13,36,2015-07-01,Phoenix,Trade_Exports,6
5,-0.00562345672928168,0.00270466294209262,0.0376016369587558,852,25,13,36,2015-07-01,Phoenix,Trade_Exports,6
6,0.00199527262125304,0.0038089983887642,0.600395873212579,852,25,13,36,2015-07-01,Phoenix,Trade_Exports,6
0,0.000283744885506345,0.0023444404354535,0.903668199123647,840,24,13,36,2015-07-01,Phoenix,Trade_Exports,12
1,-0.0106951321008876,0.00302879152633152,0.000413749340247686,840,24,13,36,2015-07-01,Phoenix,Trade_Exports,12
2,-0.00126353635718614,0.00422343995375725,0.764808563042804,840,24,13,36,2015-07-01,Phoenix,Trade_Exports,12
3,0.00466582457143572,0.00273209270976523,0.0876764048411485,840,24,13,36,2015-07-01,Phoenix,Trade_Exports,12
4,-0.000709181774797739,0.00199879897922625,0.722736468349711,840,24,13,36,2015-07-01,Phoenix,Trade_Exports,12
5,-0.00589503215935646,0.00259401471930646,0.0230532184212987,840,24,13,36,2015-07-01,Phoenix,Trade_Exports,12
6,0.00117182991451234,0.00312242317928033,0.707441058698512,840,24,13,36,2015-07-01,Phoenix,Trade_Exports,12
7,0.00204742768328907,0.00247785198561232,0.408638834337365,840,24,13,36,2015-07-01,Phoenix,Trade_Exports,12
8,0.00320392171967644,0.00409881221491039,0.434408081320105,840,24,13,36,2015-07-01,Phoenix,Trade_Exports,12
9,-0.000102308998815764,0.00418263246264221,0.980485344594836,840,24,13,36,2015-07-01,Phoenix,Trade_Exports,12
10,-0.000763994192097515,0.00353222340692918,0.828759586948493,840,24,13,36,2015-07-01,Phoenix,Trade_Exports,12
11,0.00042662599016342,0.00353405660177998,0.903914010147352,840,24,13,36,2015-07-01,Phoenix,Trade_Exports,12
12,-0.00380368007939327,0.00453623503660248,0.401744130975913,840,24,13,36,2015-07-01,Phoenix,Trade_Exports,12
0,0.00626305391592212,0.00461434432663485,0.174685607146433,858,25,13,36,2015-07-01,Phoenix,Trade_Imports,3
1,0.00546174476289758,0.0042010597377714,0.193571021257515,858,25,13,36,2015-07-01,Phoenix,Trade_Imports,3
2,0.00866086319976584,0.00300219136513595,0.0039160374314252,858,25,13,36,2015-07-01,Phoenix,Trade_Imports,3
3,0.00750419436069864,0.00397669174915422,0.0591543382857619,858,25,13,36,2015-07-01,Phoenix,Trade_Imports,3
0,0.00790800299764969,0.00408896561395672,0.0531148267604663,852,25,13,36,2015-07-01,Phoenix,Trade_Imports,6
1,0.00557448581544904,0.00382613704088872,0.145130510651132,852,25,13,36,2015-07-01,Phoenix,Trade_Imports,6
2,0.00803319792234132,0.00309908256894516,0.00953861344379899,852,25,13,36,2015-07-01,Phoenix,Trade_Imports,6
3,0.004104481704236,0.00392858350620041,0.296127457743193,852,25,13,36,2015-07-01,Phoenix,Trade_Imports,6
4,0.0114126760548026,0.00484448866077784,0.0184825612314243,852,25,13,36,2015-07-01,Phoenix,Trade_Imports,6
5,0.00627435284561846,0.00553174602150817,0.256691976255748,852,25,13,36,2015-07-01,Phoenix,Trade_Imports,6
6,-0.0154874362059938,0.00610256379099117,0.0111533444595615,852,25,13,36,2015-07-01,Phoenix,Trade_Imports,6
0,0.010224086797599,0.00402398150171931,0.0110602733975143,840,24,13,36,2015-07-01,Phoenix,Trade_Imports,12
1,0.00657642456033182,0.00383412424920605,0.0863021286308319,840,24,13,36,2015-07-01,Phoenix,Trade_Imports,12
2,0.00910427566822668,0.00297888825598762,0.00224112142188266,840,24,13,36,2015-07-01,Phoenix,Trade_Imports,12
3,0.00359331002200599,0.00367580791297606,0.328293706748502,840,24,13,36,2015-07-01,Phoenix,Trade_Imports,12
4,0.0105407668244203,0.00454057793700192,0.0202620689151942,840,24,13,36,2015-07-01,Phoenix,Trade_Imports,12
5,0.00695262801400273,0.00532229168690017,0.191442996082161,840,24,13,36,2015-07-01,Phoenix,Trade_Imports,12
6,-0.011238338804811,0.00465714163115319,0.0158157055319322,840,24,13,36,2015-07-01,Phoenix,Trade_Imports,12
7,-0.00637465381704655,0.00622020875553236,0.305443614885498,840,24,13,36,2015-07-01,Phoenix,Trade_Imports,12
8,-0.00976551303165237,0.00352255052712633,0.00556643236922067,840,24,13,36,2015-07-01,Phoenix,Trade_Imports,12
9,-0.00562918731389464,0.00316664964444596,0.0754617418031659,840,24,13,36,2015-07-01,Phoenix,Trade_Imports,12
10,0.00117826831249366,0.00355761387530922,0.740496265756481,840,24,13,36,2015-07-01,Phoenix,Trade_Imports,12
11,0.00685758990121178,0.00771397769713629,0.37401257391375,840,24,13,36,2015-07-01,Phoenix,Trade_Imports,12
12,0.00502803351828502,0.00583561346436596,0.38890116624243,840,24,13,36,2015-07-01,Phoenix,Trade_Imports,12
0,0.00756922148597289,0.0037656388577627,0.0444231122159346,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,3
1,0.0015270022538418,0.0037797769335608,0.686218094088004,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,3
2,0.00912726307930572,0.00337631981698976,0.00686512193874613,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,3
3,0.000509229141546948,0.00412296339130763,0.901702884814599,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,3
0,0.00645230372328699,0.00363204356780031,0.0756515246680772,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,6
1,0.00107825273694873,0.00379556237340057,0.776347180111358,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,6
2,0.0092615997777554,0.00334288606582649,0.00559634148130499,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,6
3,0.00119156426301375,0.00357796490478724,0.739112774724533,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,6
4,-0.00146301171588626,0.0038927664260337,0.707044561047485,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,6
5,-0.00380673982091669,0.00296631698113979,0.199379290526476,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,6
6,-0.00763126501117913,0.00340296477462201,0.0249268651894099,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,6
0,0.00675790161497916,0.00359421436451628,0.0600785602407274,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,12
1,0.000495027211968455,0.00396726983879969,0.900699461158242,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,12
2,0.00924359737077384,0.00262228640284075,0.000423459747373304,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,12
3,0.00113352623375288,0.0040210219922022,0.778020163952993,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,12
4,-0.0012402419011049,0.00394033867761972,0.752947565327111,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,12
5,-0.00398792947861094,0.0033482143258865,0.233629407178808,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,12
6,-0.00658126916138232,0.0035223224878101,0.0616999383356845,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,12
7,-0.00942947152137971,0.00477114995055028,0.0481149293029126,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,12
8,0.0028116476105746,0.00438867961714984,0.521744181321258,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,12
9,0.00264470773763969,0.00504660949989623,0.600239349565167,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,12
10,-0.00169139288830987,0.00301508325419364,0.57481309685221,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,12
11,0.000334330519609908,0.00354148174167073,0.924788131408593,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,12
12,-0.00306628792732644,0.00500620008729852,0.540208269806858,396,11,13,36,2015-07-01,Tsinghua,Trade_Total,12
0,0.00749011709067506,0.00384835860923462,0.051616943916966,396,11,13,36,2015-07-01,Tsinghua,Trade_Exports,3
1,-0.00446368755307769,0.00363862259422137,0.219915815902672,396,11,13,36,2015-07-01,Tsinghua,Trade_Exports,3
2,-0.000706646552870047,0.00363426219497591,0.845831240283616,396,11,13,36,2015-07-01,Tsinghua,Trade_Exports,3
3,-0.0108548620900815,0.00660360373492424,0.100221956212947,396,11,13,36,2015-07-01,Tsinghua,Trade_Exports,3
