window_id,db,trade,pol_var,avg_response_lag,immediate_share,peak_lag,sig_lags_count,method,sum_abs_coef,n,n_country,window_midpoint
4,Phoenix,Trade_Total,Pol_CHN_Partner,3.78399034649268,0.113651006035407,6,1,Raw,,,,
4,Phoenix,Trade_Total,Pol_Partner_CHN,2.21251522308423,0.405157749379427,0,0,Raw,,,,
4,Phoenix,Trade_Exports,Pol_Agg,2.57645702286459,0.287282082074649,0,0,Raw,,,,
4,Phoenix,Trade_Exports,Pol_CHN_Partner,3.34184699940824,0.214124282342621,6,0,Raw,,,,
4,Phoenix,Trade_Exports,Pol_Partner_CHN,2.25386597008318,0.298249567412936,0,1,Raw,,,,
4,Phoenix,Trade_Imports,Pol_Agg,3.64074282517626,0.0845196589698773,5,1,Raw,,,,
4,Phoenix,Trade_Imports,Pol_CHN_Partner,2.90907876301446,0.200490499303889,5,0,Raw,,,,
4,Phoenix,Trade_Imports,Pol_Partner_CHN,2.73915101936046,0.172832355718121,2,1,Raw,,,,
4,Tsinghua,Trade_Total,Pol_Agg,3.43432402035817,0.0298389293321652,2,3,Raw,,,,
4,Tsinghua,Trade_Exports,Pol_Agg,2.36556541149334,0.195217158486703,1,0,Raw,,,,
4,Tsinghua,Trade_Imports,Pol_Agg,3.75099217348606,0.17421451022929,6,2,Raw,,,,
5,GDELT,Trade_Total,Pol_Agg,4.46815000086508,0.0797238556762596,6,1,Raw,,,,
5,GDELT,Trade_Total,Pol_CHN_Partner,2.92260270040906,0.266554210000438,0,0,Raw,,,,
5,GDELT,Trade_Total,Pol_Partner_CHN,3.62332078190359,0.120618324731718,6,1,Raw,,,,
5,GDELT,Trade_Exports,Pol_Agg,4.13302387912284,0.0338316328600186,5,3,Raw,,,,
5,GDELT,Trade_Exports,Pol_CHN_Partner,3.30780026675443,0.217200651450897,6,0,Raw,,,,
5,GDELT,Trade_Exports,Pol_Partner_CHN,3.06622811168402,0.121277131497592,3,0,Raw,,,,
5,GDELT,Trade_Imports,Pol_Agg,3.56314056410476,0.193300365857978,6,1,Raw,,,,
5,GDELT,Trade_Imports,Pol_CHN_Partner,2.77250073231409,0.304033223885762,0,1,Raw,,,,
5,GDELT,Trade_Imports,Pol_Partner_CHN,4.45567093438649,0.0412048063110786,6,1,Raw,,,,
5,ICEWS,Trade_Total,Pol_Agg,3.73503841837498,0.0852410244917953,6,0,Raw,,,,
5,ICEWS,Trade_Total,Pol_CHN_Partner,2.9666384462129,0.250363371787167,5,0,Raw,,,,
5,ICEWS,Trade_Total,Pol_Partner_CHN,2.98393993454953,0.231156693233709,3,0,Raw,,,,
5,ICEWS,Trade_Exports,Pol_Agg,3.3003173947408,0.113223465455865,4,0,Raw,,,,
5,ICEWS,Trade_Exports,Pol_CHN_Partner,3.08437374047867,0.206009484143153,4,0,Raw,,,,
5,ICEWS,Trade_Exports,Pol_Partner_CHN,3.21800286008326,0.165382360642797,3,0,Raw,,,,
5,ICEWS,Trade_Imports,Pol_Agg,3.42256101604852,0.0516629874467128,5,0,Raw,,,,
5,ICEWS,Trade_Imports,Pol_CHN_Partner,3.327140997072,0.0866250742025941,5,0,Raw,,,,
5,ICEWS,Trade_Imports,Pol_Partner_CHN,3.78375690559616,0.0964885036036599,5,0,Raw,,,,
5,Phoenix,Trade_Total,Pol_Agg,3.78311067579869,0.132160220016835,6,0,Raw,,,,
5,Phoenix,Trade_Total,Pol_CHN_Partner,3.88925968202303,0.0707757715677526,6,0,Raw,,,,
5,Phoenix,Trade_Total,Pol_Partner_CHN,2.01507462494038,0.410592987835871,0,0,Raw,,,,
5,Phoenix,Trade_Exports,Pol_Agg,2.79752592479034,0.287870663315279,0,0,Raw,,,,
5,Phoenix,Trade_Exports,Pol_CHN_Partner,2.93326597301741,0.298172861042538,0,0,Raw,,,,
5,Phoenix,Trade_Exports,Pol_Partner_CHN,2.53394404900482,0.175509477406791,3,0,Raw,,,,
5,Phoenix,Trade_Imports,Pol_Agg,3.86313139106246,0.0133004091539116,2,1,Raw,,,,
5,Phoenix,Trade_Imports,Pol_CHN_Partner,3.78544368002308,0.062419856283868,5,1,Raw,,,,
5,Phoenix,Trade_Imports,Pol_Partner_CHN,2.77129757671383,0.223263349439956,2,0,Raw,,,,
5,Tsinghua,Trade_Total,Pol_Agg,3.42306313113104,0.209300164220796,6,0,Raw,,,,
5,Tsinghua,Trade_Exports,Pol_Agg,1.81339110036347,0.408105505149425,0,1,Raw,,,,
5,Tsinghua,Trade_Imports,Pol_Agg,4.53477038297206,0.0654552389489411,6,1,Raw,,,,
6,GDELT,Trade_Total,Pol_Agg,2.12992135818925,0.222399636033064,1,2,Raw,,,,
6,GDELT,Trade_Total,Pol_CHN_Partner,1.91479616584638,0.285115062226463,0,2,Raw,,,,
6,GDELT,Trade_Total,Pol_Partner_CHN,2.55468119224615,0.174181392930255,1,1,Raw,,,,
6,GDELT,Trade_Exports,Pol_Agg,3.44836215145977,0.117576518509093,5,1,Raw,,,,
6,GDELT,Trade_Exports,Pol_CHN_Partner,2.92199621020266,0.214579069242544,0,1,Raw,,,,
6,GDELT,Trade_Exports,Pol_Partner_CHN,3.29671757067583,0.102189081079526,5,0,Raw,,,,
6,GDELT,Trade_Imports,Pol_Agg,2.39570829154402,0.185939662606256,3,3,Raw,,,,
6,GDELT,Trade_Imports,Pol_CHN_Partner,2.1045469949893,0.236752103442151,3,3,Raw,,,,
6,GDELT,Trade_Imports,Pol_Partner_CHN,2.7605196725883,0.146943795550998,3,4,Raw,,,,
6,ICEWS,Trade_Total,Pol_Agg,2.35383743552571,0.199778472811817,2,0,Raw,,,,
6,ICEWS,Trade_Total,Pol_CHN_Partner,2.48325293978101,0.286181833177999,0,0,Raw,,,,
6,ICEWS,Trade_Total,Pol_Partner_CHN,2.89909409171076,0.0806577388278848,2,0,Raw,,,,
6,ICEWS,Trade_Exports,Pol_Agg,2.65523237486161,0.282720475803467,2,0,Raw,,,,
6,ICEWS,Trade_Exports,Pol_CHN_Partner,2.91448942405814,0.282910245462291,0,0,Raw,,,,
6,ICEWS,Trade_Exports,Pol_Partner_CHN,3.1490500522891,0.148324614772232,2,1,Raw,,,,
6,ICEWS,Trade_Imports,Pol_Agg,3.4506411900334,0.0435533497970114,5,1,Raw,,,,
6,ICEWS,Trade_Imports,Pol_CHN_Partner,2.99682650217747,0.159366275557599,3,1,Raw,,,,
6,ICEWS,Trade_Imports,Pol_Partner_CHN,3.6133167095664,0.0846714847002143,4,1,Raw,,,,
6,Phoenix,Trade_Total,Pol_Agg,2.87637459304467,0.311923229946402,0,0,Raw,,,,
6,Phoenix,Trade_Total,Pol_CHN_Partner,3.79100963609326,0.0531942813729523,6,1,Raw,,,,
6,Phoenix,Trade_Total,Pol_Partner_CHN,1.69495792206631,0.181893373830624,1,0,Raw,,,,
6,Phoenix,Trade_Exports,Pol_Agg,1.68367071667538,0.402464066465793,0,0,Raw,,,,
6,Phoenix,Trade_Exports,Pol_CHN_Partner,3.66389899444726,0.0203290206378449,2,0,Raw,,,,
